course_id,section_type,major_group,term_year,term_season,term_class_level,course_grade,enrollments
CHEM-341,Lecture,Cell and Molecular Neuroscience,2025,Fall,Sophomore,W,1
CHEM-341,Lecture,Cell and Molecular Neuroscience,2025,Spring,Junior,B-,1
CHEM-341,Lecture,Cell and Molecular Neuroscience,2025,Spring,Junior,C,1
CHEM-341,Lecture,Cell and Molecular Neuroscience,2025,Spring,Junior,RD,1
CHEM-341,Lecture,Cell and Molecular Neuroscience,2025,Spring,Junior,W,1
CHEM-341,Lecture,Cell and Molecular Neuroscience,2025,Spring,Senior,B,1
CHEM-341,Lecture,Cell and Molecular Neuroscience,2025,Spring,Senior - Second Bachelor,A-,1
CHEM-341,Lecture,Environmental and Public Health,2022,Fall,Sophomore,B,1
CHEM-341,Lecture,Environmental and Public Health,2023,Fall,Sophomore,C+,1
CHEM-341,Lecture,Environmental and Public Health,2023,Spring,Junior,A+,1
CHEM-341,Lecture,Environmental and Public Health,2024,Fall,Junior,A,1
CHEM-341,Lecture,Environmental and Public Health,2025,Fall,Senior,B,1
CHEM-341,Lecture,Environmental and Public Health,2025,Spring,Senior,W,2
CHEM-341,Lecture,Exercise Science,2021,Fall,Sophomore,RF,1
CHEM-341,Lecture,Exercise Science,2022,Fall,Junior,C,1
CHEM-341,Lecture,Exercise Science,2022,Spring,Sophomore,B-,1
CHEM-341,Lecture,Exercise Science,2022,Summer,Junior,D,1
CHEM-341,Lecture,Exercise Science,2023,Fall,Junior,C,1
CHEM-341,Lecture,Exercise Science,2023,Fall,Junior,W,1
CHEM-341,Lecture,Exercise Science,2023,Fall,Sophomore,B+,1
CHEM-341,Lecture,Exercise Science,2024,Fall,Junior,A,4
CHEM-341,Lecture,Exercise Science,2024,Fall,Junior,B,1
CHEM-341,Lecture,Exercise Science,2024,Fall,Junior,C+,1
CHEM-341,Lecture,Exercise Science,2024,Fall,Senior,B,2
CHEM-341,Lecture,Exercise Science,2024,Fall,Senior,C+,1
CHEM-341,Lecture,Exercise Science,2024,Fall,Sophomore,C,1
CHEM-341,Lecture,Exercise Science,2024,Spring,Junior,A,2
CHEM-341,Lecture,Exercise Science,2024,Spring,Junior,A+,1
CHEM-341,Lecture,Exercise Science,2024,Spring,Junior,C,3
CHEM-341,Lecture,Exercise Science,2024,Spring,Junior,RC,1
CHEM-341,Lecture,Exercise Science,2024,Spring,Senior,B,1
CHEM-341,Lecture,Exercise Science,2024,Summer,Senior,A,1
CHEM-341,Lecture,Exercise Science,2025,Fall,Junior,A,5
CHEM-341,Lecture,Exercise Science,2025,Fall,Junior,B,2
CHEM-341,Lecture,Exercise Science,2025,Fall,Junior,C,2
CHEM-341,Lecture,Exercise Science,2025,Fall,Junior,D,2
CHEM-341,Lecture,Exercise Science,2025,Fall,Senior,A,2
CHEM-341,Lecture,Exercise Science,2025,Fall,Senior,B,1
CHEM-341,Lecture,Exercise Science,2025,Fall,Senior,C,2
CHEM-341,Lecture,Exercise Science,2025,Fall,Senior,D,2
CHEM-341,Lecture,Exercise Science,2025,Spring,Junior,B,1
CHEM-341,Lecture,Exercise Science,2025,Spring,Junior,B-,1
CHEM-341,Lecture,Exercise Science,2025,Spring,Junior,C,2
CHEM-341,Lecture,Exercise Science,2025,Spring,Junior,C+,2
CHEM-341,Lecture,Exercise Science,2025,Spring,Junior,D,1
CHEM-341,Lecture,Exercise Science,2025,Spring,Senior,A,1
CHEM-341,Lecture,Exercise Science,2025,Spring,Senior,A-,1
CHEM-341,Lecture,Exercise Science,2025,Spring,Senior,RD,1
CHEM-341,Lecture,Exercise Science,2025,Spring,Sophomore,D,1
CHEM-341,Lecture,Exercise Science,2025,Spring,Sophomore,RD,1
CHEM-341,Lecture,Exercise Science,2026,Spring,Junior,W,1
CHEM-341,Lecture,Exercise Science,2026,Spring,Sophomore,W,1
CHEM-341,Lecture,Health Promotion,2025,Fall,Junior,W,1
CHEM-341,Lecture,Health Promotion,2025,Fall,Senior,C,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2013,Fall,Sophomore,XF,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2014,Spring,Sophomore,XF,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2022,Fall,Junior,RD,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2022,Fall,Sophomore,B+,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2022,Spring,Sophomore,W,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2023,Fall,Junior,A,2
CHEM-341,Lecture,Microbiology and Infectious Disease,2023,Fall,Junior,A+,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2023,Fall,Junior,B,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2023,Fall,Junior,C,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2023,Fall,Junior,C+,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2023,Fall,Junior,D,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2023,Fall,Junior,RC,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2023,Fall,Senior,A+,2
CHEM-341,Lecture,Microbiology and Infectious Disease,2023,Fall,Sophomore,A,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2023,Fall,Sophomore,A+,2
CHEM-341,Lecture,Microbiology and Infectious Disease,2023,Fall,Sophomore,C+,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2023,Fall,Sophomore,W,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2023,Spring,Junior,B,2
CHEM-341,Lecture,Microbiology and Infectious Disease,2024,Fall,Junior,A,12
CHEM-341,Lecture,Microbiology and Infectious Disease,2024,Fall,Junior,A+,2
CHEM-341,Lecture,Microbiology and Infectious Disease,2024,Fall,Junior,A-,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2024,Fall,Junior,B,3
CHEM-341,Lecture,Microbiology and Infectious Disease,2024,Fall,Junior,C,3
CHEM-341,Lecture,Microbiology and Infectious Disease,2024,Fall,Junior,C+,2
CHEM-341,Lecture,Microbiology and Infectious Disease,2024,Fall,Junior,W,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2024,Fall,Senior,A,3
CHEM-341,Lecture,Microbiology and Infectious Disease,2024,Fall,Senior,A+,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2024,Fall,Sophomore,A,2
CHEM-341,Lecture,Microbiology and Infectious Disease,2024,Fall,Sophomore,B,2
CHEM-341,Lecture,Microbiology and Infectious Disease,2024,Fall,Sophomore,B+,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2024,Fall,Sophomore,B-,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2024,Fall,Sophomore,C,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2024,Fall,Sophomore,W,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2024,Spring,Junior,B,2
CHEM-341,Lecture,Microbiology and Infectious Disease,2024,Spring,Junior,B-,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2024,Spring,Junior,C,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2024,Spring,Junior,C+,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2024,Spring,Senior,A,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2024,Spring,Sophomore,B,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2024,Spring,Sophomore,RD,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2025,Fall,Junior,A,8
CHEM-341,Lecture,Microbiology and Infectious Disease,2025,Fall,Junior,A+,3
CHEM-341,Lecture,Microbiology and Infectious Disease,2025,Fall,Junior,B,2
CHEM-341,Lecture,Microbiology and Infectious Disease,2025,Fall,Junior,B+,2
CHEM-341,Lecture,Microbiology and Infectious Disease,2025,Fall,Junior,C+,2
CHEM-341,Lecture,Microbiology and Infectious Disease,2025,Fall,Senior,A,4
CHEM-341,Lecture,Microbiology and Infectious Disease,2025,Fall,Senior,F,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2025,Fall,Senior,W,2
CHEM-341,Lecture,Microbiology and Infectious Disease,2025,Fall,Sophomore,C,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2025,Spring,Junior,A-,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2025,Spring,Junior,B,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2025,Spring,Junior,B-,2
CHEM-341,Lecture,Microbiology and Infectious Disease,2025,Spring,Junior,C+,3
CHEM-341,Lecture,Microbiology and Infectious Disease,2025,Spring,Junior,RF,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2025,Spring,Senior,B,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2025,Spring,Senior,D,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2025,Summer,Junior,F,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2025,Summer,Senior,B+,1
CHEM-341,Lecture,Microbiology and Infectious Disease,2025,Summer,Senior,C,1
CHEM-341,Lecture,Neuroscience,2025,Fall,Junior,A,1
CHEM-341,Lecture,Neuroscience,2025,Fall,Junior,B,1
CHEM-341,Lecture,Neuroscience,2025,Fall,Sophomore,B,1
CHEM-341,Lecture,Other,2021,Summer,Sophomore,W,1
CHEM-341,Lecture,Other,2023,Fall,Junior,A,1
CHEM-341,Lecture,Other,2023,Fall,Junior,C,1
CHEM-341,Lecture,Other,2023,Fall,Senior,C,1
CHEM-341,Lecture,Other,2023,Spring,Junior,B-,1
CHEM-341,Lecture,Other,2024,Fall,Junior,A,2
CHEM-341,Lecture,Other,2024,Fall,Senior,W,1
CHEM-341,Lecture,Other,2025,Fall,Junior,B,2
CHEM-341,Lecture,Other,2025,Fall,Junior,W,2
CHEM-341,Lecture,Other,2025,Fall,Sophomore,W,1
CHEM-341,Lecture,Other,2025,Spring,Junior,B+,1
CHEM-341,Lecture,Other,2025,Summer,Junior,W,1
CHEM-343,Lecture,Anatomy and Physiology,2023,Fall,Junior,A+,1
CHEM-343,Lecture,Anatomy and Physiology,2023,Fall,Senior,C,1
CHEM-343,Lecture,Anatomy and Physiology,2024,Fall,Junior,A,3
CHEM-343,Lecture,Anatomy and Physiology,2024,Fall,Junior,B,2
CHEM-343,Lecture,Anatomy and Physiology,2024,Fall,Junior,C,4
CHEM-343,Lecture,Anatomy and Physiology,2024,Fall,Senior,A,6
CHEM-343,Lecture,Anatomy and Physiology,2024,Fall,Senior,A+,1
CHEM-343,Lecture,Anatomy and Physiology,2024,Fall,Senior,B,4
CHEM-343,Lecture,Anatomy and Physiology,2024,Fall,Senior,W,1
CHEM-343,Lecture,Anatomy and Physiology,2024,Spring,Junior,A,8
CHEM-343,Lecture,Anatomy and Physiology,2024,Spring,Junior,A+,6
CHEM-343,Lecture,Anatomy and Physiology,2024,Spring,Junior,A-,3
CHEM-343,Lecture,Anatomy and Physiology,2024,Spring,Junior,B,10
CHEM-343,Lecture,Anatomy and Physiology,2024,Spring,Junior,B+,2
CHEM-343,Lecture,Anatomy and Physiology,2024,Spring,Junior,C,2
CHEM-343,Lecture,Anatomy and Physiology,2024,Spring,Junior,C+,4
CHEM-343,Lecture,Anatomy and Physiology,2024,Spring,Junior,D,1
CHEM-343,Lecture,Anatomy and Physiology,2024,Spring,Junior,W,1
CHEM-343,Lecture,Anatomy and Physiology,2024,Spring,Senior,A,6
CHEM-343,Lecture,Anatomy and Physiology,2024,Spring,Senior,A+,6
CHEM-343,Lecture,Anatomy and Physiology,2024,Spring,Senior,A-,1
CHEM-343,Lecture,Anatomy and Physiology,2024,Spring,Senior,B,3
CHEM-343,Lecture,Anatomy and Physiology,2024,Spring,Senior,B-,1
CHEM-343,Lecture,Anatomy and Physiology,2024,Spring,Senior,C,4
CHEM-343,Lecture,Anatomy and Physiology,2024,Spring,Senior,C+,1
CHEM-343,Lecture,Anatomy and Physiology,2024,Spring,Sophomore,A+,2
CHEM-343,Lecture,Anatomy and Physiology,2025,Fall,Junior,A,7
CHEM-343,Lecture,Anatomy and Physiology,2025,Fall,Junior,B,3
CHEM-343,Lecture,Anatomy and Physiology,2025,Fall,Junior,C,5
CHEM-343,Lecture,Anatomy and Physiology,2025,Fall,Junior,W,2
CHEM-343,Lecture,Anatomy and Physiology,2025,Fall,Senior,A,9
CHEM-343,Lecture,Anatomy and Physiology,2025,Fall,Senior,A+,1
CHEM-343,Lecture,Anatomy and Physiology,2025,Fall,Senior,B,4
CHEM-343,Lecture,Anatomy and Physiology,2025,Fall,Senior,C,3
CHEM-343,Lecture,Anatomy and Physiology,2025,Fall,Senior,D,1
CHEM-343,Lecture,Anatomy and Physiology,2025,Fall,Senior,F,3
CHEM-343,Lecture,Anatomy and Physiology,2025,Fall,Senior,W,1
CHEM-343,Lecture,Anatomy and Physiology,2025,Spring,Junior,A,11
CHEM-343,Lecture,Anatomy and Physiology,2025,Spring,Junior,A+,1
CHEM-343,Lecture,Anatomy and Physiology,2025,Spring,Junior,A-,6
CHEM-343,Lecture,Anatomy and Physiology,2025,Spring,Junior,B,4
CHEM-343,Lecture,Anatomy and Physiology,2025,Spring,Junior,B+,1
CHEM-343,Lecture,Anatomy and Physiology,2025,Spring,Junior,B-,1
CHEM-343,Lecture,Anatomy and Physiology,2025,Spring,Junior,C,2
CHEM-343,Lecture,Anatomy and Physiology,2025,Spring,Junior,C+,2
CHEM-343,Lecture,Anatomy and Physiology,2025,Spring,Junior,D,3
CHEM-343,Lecture,Anatomy and Physiology,2025,Spring,Junior,RD,1
CHEM-343,Lecture,Anatomy and Physiology,2025,Spring,Junior,RF,1
CHEM-343,Lecture,Anatomy and Physiology,2025,Spring,Junior,W,2
CHEM-343,Lecture,Anatomy and Physiology,2025,Spring,Senior,A,6
CHEM-343,Lecture,Anatomy and Physiology,2025,Spring,Senior,A+,7
CHEM-343,Lecture,Anatomy and Physiology,2025,Spring,Senior,A-,2
CHEM-343,Lecture,Anatomy and Physiology,2025,Spring,Senior,B,7
CHEM-343,Lecture,Anatomy and Physiology,2025,Spring,Senior,B-,1
CHEM-343,Lecture,Anatomy and Physiology,2025,Spring,Senior,C,4
CHEM-343,Lecture,Anatomy and Physiology,2025,Spring,Senior,C+,4
CHEM-343,Lecture,Anatomy and Physiology,2025,Spring,Senior,RD,1
CHEM-343,Lecture,Anatomy and Physiology,2025,Spring,Senior,W,4
CHEM-343,Lecture,Anatomy and Physiology,2025,Spring,Sophomore,C,1
CHEM-343,Lecture,Anatomy and Physiology,2025,Spring,Sophomore,W,1
CHEM-343,Lecture,Anatomy and Physiology,2025,Summer,Junior,A,1
CHEM-343,Lecture,Anatomy and Physiology,2025,Summer,Junior,D,1
CHEM-343,Lecture,Anatomy and Physiology,2025,Summer,Junior,F,1
CHEM-343,Lecture,Anatomy and Physiology,2025,Summer,Senior,C,1
CHEM-343,Lecture,Anatomy and Physiology,2025,Summer,Senior,C+,1
CHEM-343,Lecture,Anatomy and Physiology,2025,Summer,Senior,RF,1
CHEM-343,Lecture,Anatomy and Physiology,2026,Spring,Junior,W,5
CHEM-343,Lecture,Anatomy and Physiology,2026,Spring,Senior,W,2
CHEM-343,Lecture,Anatomy and Physiology,2026,Spring,Sophomore,W,2
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2023,Fall,Junior,D,1
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2023,Spring,Junior,A+,1
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2023,Spring,Junior,B,1
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2024,Fall,Junior,B,1
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2024,Fall,Senior,A,1
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2024,Fall,Senior,B,2
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2024,Fall,Senior,C,1
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2024,Fall,Senior,D,1
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2024,Fall,Senior,W,1
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2024,Spring,Junior,A,2
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2024,Spring,Junior,A+,1
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2024,Spring,Junior,B,5
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2024,Spring,Senior,A,2
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2024,Spring,Senior,A+,1
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2024,Spring,Senior,B,3
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2024,Spring,Senior,C,4
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2025,Fall,Junior,A,1
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2025,Fall,Junior,B,1
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2025,Fall,Junior,C,1
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2025,Fall,Junior,D,2
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2025,Fall,Senior,A,3
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2025,Fall,Senior,A-,1
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2025,Fall,Senior,B,1
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2025,Fall,Senior,C,3
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2025,Fall,Senior,D,1
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2025,Spring,Junior,A+,1
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2025,Spring,Junior,A-,1
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2025,Spring,Junior,C,2
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2025,Spring,Junior,C+,1
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2025,Spring,Junior,F,1
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2025,Spring,Senior,A,2
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2025,Spring,Senior,B,3
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2025,Spring,Senior,B-,1
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2025,Spring,Senior,C,2
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2025,Spring,Senior,D,1
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2025,Spring,Senior,W,2
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2025,Spring,Sophomore,B,1
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2025,Spring,Sophomore,C,1
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2025,Summer,Senior,C+,1
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2026,Spring,Junior,W,2
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2026,Spring,Senior,W,1
CHEM-343,Lecture,Behavioral and Cognitive Neuroscience,2026,Spring,Sophomore,W,1
CHEM-343,Lecture,Cell and Molecular Neuroscience,2022,Spring,Junior,A,1
CHEM-343,Lecture,Cell and Molecular Neuroscience,2022,Spring,Senior,A,1
CHEM-343,Lecture,Cell and Molecular Neuroscience,2023,Fall,Senior,W,1
CHEM-343,Lecture,Cell and Molecular Neuroscience,2023,Spring,Senior,A+,1
CHEM-343,Lecture,Cell and Molecular Neuroscience,2024,Fall,Senior,A,2
CHEM-343,Lecture,Cell and Molecular Neuroscience,2024,Fall,Senior,RF,1
CHEM-343,Lecture,Cell and Molecular Neuroscience,2024,Fall,Senior,W,1
CHEM-343,Lecture,Cell and Molecular Neuroscience,2024,Spring,Junior,A,3
CHEM-343,Lecture,Cell and Molecular Neuroscience,2024,Spring,Junior,A-,1
CHEM-343,Lecture,Cell and Molecular Neuroscience,2024,Spring,Junior,B,1
CHEM-343,Lecture,Cell and Molecular Neuroscience,2024,Spring,Senior,A,1
CHEM-343,Lecture,Cell and Molecular Neuroscience,2024,Spring,Senior,B,2
CHEM-343,Lecture,Cell and Molecular Neuroscience,2024,Spring,Senior,C,1
CHEM-343,Lecture,Cell and Molecular Neuroscience,2024,Summer,Senior,W,1
CHEM-343,Lecture,Cell and Molecular Neuroscience,2025,Fall,Senior,A,2
CHEM-343,Lecture,Cell and Molecular Neuroscience,2025,Fall,Senior,B,2
CHEM-343,Lecture,Cell and Molecular Neuroscience,2025,Fall,Senior,D,1
CHEM-343,Lecture,Cell and Molecular Neuroscience,2025,Spring,Junior,A-,1
CHEM-343,Lecture,Cell and Molecular Neuroscience,2025,Spring,Junior,RF,1
CHEM-343,Lecture,Cell and Molecular Neuroscience,2025,Spring,Senior,A,2
CHEM-343,Lecture,Cell and Molecular Neuroscience,2025,Spring,Senior,A-,2
CHEM-343,Lecture,Cell and Molecular Neuroscience,2025,Spring,Senior,B,1
CHEM-343,Lecture,Cell and Molecular Neuroscience,2025,Spring,Senior,C,1
CHEM-343,Lecture,Cell and Molecular Neuroscience,2025,Spring,Senior,D,1
CHEM-343,Lecture,Cell and Molecular Neuroscience,2025,Spring,Senior,W,1
CHEM-343,Lecture,Cell and Molecular Neuroscience,2025,Summer,Senior,A+,1
CHEM-343,Lecture,Cell and Molecular Neuroscience,2025,Summer,Senior,B,1
CHEM-343,Lecture,Cell and Molecular Neuroscience,2025,Summer,Senior,F,1
CHEM-343,Lecture,Cell and Molecular Neuroscience,2025,Summer,Senior - Second Bachelor,A,1
CHEM-343,Lecture,Environmental and Public Health,2020,Spring,Junior,S,1
CHEM-343,Lecture,Environmental and Public Health,2023,Fall,Senior,W,1
CHEM-343,Lecture,Environmental and Public Health,2023,Spring,Junior,C+,1
CHEM-343,Lecture,Environmental and Public Health,2024,Spring,Junior,B,1
CHEM-343,Lecture,Environmental and Public Health,2024,Spring,Senior,C+,1
CHEM-343,Lecture,Environmental and Public Health,2025,Spring,Senior,B+,1
CHEM-343,Lecture,Exercise Science,2024,Fall,Junior,W,1
CHEM-343,Lecture,Exercise Science,2024,Fall,Senior,A,2
CHEM-343,Lecture,Exercise Science,2024,Spring,Junior,B,1
CHEM-343,Lecture,Exercise Science,2024,Spring,Senior,C,1
CHEM-343,Lecture,Exercise Science,2024,Summer,Junior,A+,1
CHEM-343,Lecture,Exercise Science,2025,Fall,Junior,A,1
CHEM-343,Lecture,Exercise Science,2025,Fall,Junior,B,1
CHEM-343,Lecture,Exercise Science,2025,Fall,Senior,A,5
CHEM-343,Lecture,Exercise Science,2025,Fall,Senior,B,1
CHEM-343,Lecture,Exercise Science,2025,Fall,Senior,C,1
CHEM-343,Lecture,Exercise Science,2025,Spring,Junior,B,1
CHEM-343,Lecture,Exercise Science,2025,Spring,Junior,C,1
CHEM-343,Lecture,Exercise Science,2025,Spring,Junior,W,1
CHEM-343,Lecture,Exercise Science,2025,Spring,Senior,A,5
CHEM-343,Lecture,Exercise Science,2025,Spring,Senior,A+,1
CHEM-343,Lecture,Exercise Science,2025,Spring,Senior,B,2
CHEM-343,Lecture,Exercise Science,2025,Spring,Senior,B+,2
CHEM-343,Lecture,Exercise Science,2025,Spring,Senior,D,1
CHEM-343,Lecture,Exercise Science,2025,Spring,Senior,RD,1
CHEM-343,Lecture,Exercise Science,2026,Spring,Junior,W,3
CHEM-343,Lecture,Exercise Science,2026,Spring,Senior,W,2
CHEM-343,Lecture,Health Promotion,2026,Spring,Senior,W,1
CHEM-343,Lecture,Microbiology and Infectious Disease,2023,Fall,Junior,B,1
CHEM-343,Lecture,Microbiology and Infectious Disease,2023,Spring,Junior,A,1
CHEM-343,Lecture,Microbiology and Infectious Disease,2024,Fall,Junior,B,1
CHEM-343,Lecture,Microbiology and Infectious Disease,2024,Fall,Junior,C,3
CHEM-343,Lecture,Microbiology and Infectious Disease,2024,Fall,Senior,B,2
CHEM-343,Lecture,Microbiology and Infectious Disease,2024,Fall,Senior,C,2
CHEM-343,Lecture,Microbiology and Infectious Disease,2024,Spring,Junior,A,4
CHEM-343,Lecture,Microbiology and Infectious Disease,2024,Spring,Junior,A+,1
CHEM-343,Lecture,Microbiology and Infectious Disease,2024,Spring,Junior,A-,1
CHEM-343,Lecture,Microbiology and Infectious Disease,2024,Spring,Junior,B,2
CHEM-343,Lecture,Microbiology and Infectious Disease,2024,Spring,Junior,C,1
CHEM-343,Lecture,Microbiology and Infectious Disease,2024,Spring,Senior,A,1
CHEM-343,Lecture,Microbiology and Infectious Disease,2024,Spring,Senior,A+,2
CHEM-343,Lecture,Microbiology and Infectious Disease,2024,Spring,Senior,W,1
CHEM-343,Lecture,Microbiology and Infectious Disease,2025,Fall,Junior,A,1
CHEM-343,Lecture,Microbiology and Infectious Disease,2025,Fall,Junior,B,2
CHEM-343,Lecture,Microbiology and Infectious Disease,2025,Fall,Senior,A,3
CHEM-343,Lecture,Microbiology and Infectious Disease,2025,Fall,Senior,B,2
CHEM-343,Lecture,Microbiology and Infectious Disease,2025,Fall,Senior,B-,1
CHEM-343,Lecture,Microbiology and Infectious Disease,2025,Spring,Junior,A,4
CHEM-343,Lecture,Microbiology and Infectious Disease,2025,Spring,Junior,A+,1
CHEM-343,Lecture,Microbiology and Infectious Disease,2025,Spring,Junior,A-,2
CHEM-343,Lecture,Microbiology and Infectious Disease,2025,Spring,Junior,B,6
CHEM-343,Lecture,Microbiology and Infectious Disease,2025,Spring,Junior,B+,1
CHEM-343,Lecture,Microbiology and Infectious Disease,2025,Spring,Junior,C,4
CHEM-343,Lecture,Microbiology and Infectious Disease,2025,Spring,Junior,D,1
CHEM-343,Lecture,Microbiology and Infectious Disease,2025,Spring,Junior,RF,1
CHEM-343,Lecture,Microbiology and Infectious Disease,2025,Spring,Senior,A,2
CHEM-343,Lecture,Microbiology and Infectious Disease,2025,Spring,Senior,A+,3
CHEM-343,Lecture,Microbiology and Infectious Disease,2025,Spring,Senior,A-,1
CHEM-343,Lecture,Microbiology and Infectious Disease,2025,Spring,Senior,B,2
CHEM-343,Lecture,Microbiology and Infectious Disease,2025,Spring,Senior,D,1
CHEM-343,Lecture,Microbiology and Infectious Disease,2025,Spring,Senior,W,1
CHEM-343,Lecture,Microbiology and Infectious Disease,2025,Spring,Sophomore,A-,1
CHEM-343,Lecture,Microbiology and Infectious Disease,2025,Spring,Sophomore,B-,1
CHEM-343,Lecture,Microbiology and Infectious Disease,2025,Spring,Sophomore,C,1
CHEM-343,Lecture,Microbiology and Infectious Disease,2025,Summer,Junior,C+,1
CHEM-343,Lecture,Microbiology and Infectious Disease,2025,Summer,Junior,D,1
CHEM-343,Lecture,Microbiology and Infectious Disease,2025,Summer,Senior,C,1
CHEM-343,Lecture,Microbiology and Infectious Disease,2026,Spring,Junior,W,3
CHEM-343,Lecture,Microbiology and Infectious Disease,2026,Spring,Senior,W,1
CHEM-343,Lecture,Other,2023,Fall,Senior,C,1
CHEM-343,Lecture,Other,2024,Spring,Junior,D,1
CHEM-343,Lecture,Other,2024,Spring,Senior,A,1
CHEM-343,Lecture,Other,2024,Spring,Senior,W,1
CHEM-343,Lecture,Other,2024,Summer,Senior,W,1
CHEM-343,Lecture,Other,2025,Fall,Senior,A,1
CHEM-343,Lecture,Other,2025,Fall,Senior,D,1
CHEM-343,Lecture,Other,2025,Spring,Junior,A-,2
CHEM-343,Lecture,Other,2025,Spring,Senior,RF,1
CHEM-343,Lecture,Other,2026,Spring,Junior,W,1
CHEM-344,Lab,Anatomy and Physiology,2024,Fall,Junior,A,5
CHEM-344,Lab,Anatomy and Physiology,2024,Fall,Junior,A+,1
CHEM-344,Lab,Anatomy and Physiology,2024,Fall,Junior,A-,2
CHEM-344,Lab,Anatomy and Physiology,2024,Fall,Junior,B+,1
CHEM-344,Lab,Anatomy and Physiology,2024,Fall,Junior,B-,1
CHEM-344,Lab,Anatomy and Physiology,2024,Fall,Senior,A,4
CHEM-344,Lab,Anatomy and Physiology,2024,Fall,Senior,A+,5
