course_id,section_type,major_group,term_year,term_season,term_class_level,course_grade,enrollments
AA-100,Lecture,Anatomy and Physiology,2025,Spring,Junior,A,1
AA-100,Lecture,Anatomy and Physiology,2025,Summer,Junior,A,1
AA-100,Lecture,Behavioral and Cognitive Neuroscience,2025,Fall,Senior,F,1
AA-100,Lecture,Exercise Science,2022,Fall,Freshman,B,1
AA-100,Lecture,Exercise Science,2023,Fall,Freshman,B+,1
AA-100,Lecture,Exercise Science,2023,Fall,Freshman,C+,1
AA-100,Lecture,Exercise Science,2023,Fall,Freshman,W,1
AA-100,Lecture,Exercise Science,2023,Spring,Sophomore,B,1
AA-100,Lecture,Exercise Science,2024,Fall,Freshman,C,1
AA-100,Lecture,Exercise Science,2024,Spring,Sophomore,B,1
AA-100,Lecture,Exercise Science,2025,Spring,Sophomore,A,1
AA-100,Lecture,Health Promotion,2021,Fall,Freshman,B,1
AA-100,Lecture,Health Promotion,2021,Fall,Freshman,W,1
AA-100,Lecture,Health Promotion,2025,Spring,Sophomore,C+,1
AA-100,Lecture,Microbiology and Infectious Disease,2022,Fall,Sophomore,B+,1
AA-101,Lab,Exercise Science,2024,Fall,Freshman,C,1
AA-101,Lab,Exercise Science,2024,Spring,Sophomore,A,1
AA-101,Lab,Health Promotion,2025,Spring,Sophomore,B,1
AA-101,Lecture,Exercise Science,2025,Spring,Sophomore,B,1
AB-480A2,Lecture,Health Promotion,2023,Spring,Sophomore,F,1
AB-509,Lecture,Microbiology and Infectious Disease,2024,Fall,Senior,B,1
ACT-205,Lecture,Anatomy and Physiology,2023,Spring,Freshman,B,1
ACT-205,Lecture,Anatomy and Physiology,2024,Spring,Junior,A,1
ACT-205,Lecture,Anatomy and Physiology,2024,Spring,Senior,A+,1
ACT-205,Lecture,Anatomy and Physiology,2025,Spring,Junior,A+,1
ACT-205,Lecture,Cell and Molecular Neuroscience,2025,Spring,Junior,A,1
ACT-205,Lecture,Environmental and Public Health,2024,Spring,Sophomore,C+,1
ACT-205,Lecture,Environmental and Public Health,2024,Summer,Junior,C+,1
ACT-205,Lecture,Exercise Science,2023,Fall,Junior,A,1
ACT-205,Lecture,Exercise Science,2023,Fall,Sophomore,C,1
ACT-205,Lecture,Exercise Science,2023,Spring,Sophomore,B-,1
ACT-205,Lecture,Exercise Science,2024,Fall,Junior,B,1
ACT-205,Lecture,Exercise Science,2024,Fall,Senior,B-,1
ACT-205,Lecture,Exercise Science,2024,Fall,Sophomore,B+,1
ACT-205,Lecture,Exercise Science,2024,Spring,Junior,A,1
ACT-205,Lecture,Exercise Science,2024,Spring,Junior,B+,1
ACT-205,Lecture,Exercise Science,2025,Fall,Junior,A,1
ACT-205,Lecture,Exercise Science,2025,Fall,Sophomore,A+,1
ACT-205,Lecture,Exercise Science,2025,Spring,Freshman,F,1
ACT-205,Lecture,Exercise Science,2025,Spring,Sophomore,A,1
ACT-205,Lecture,Exercise Science,2025,Summer,Junior,B,1
ACT-205,Lecture,Exercise Science,2025,Summer,Junior,B+,1
ACT-205,Lecture,Health Promotion,2023,Spring,Sophomore,C,1
ACT-205,Lecture,Health Promotion,2024,Fall,Junior,A+,1
ACT-205,Lecture,Health Promotion,2024,Fall,Junior,C,2
ACT-205,Lecture,Health Promotion,2024,Fall,Junior,C+,1
ACT-205,Lecture,Health Promotion,2024,Fall,Senior,B,1
ACT-205,Lecture,Health Promotion,2024,Spring,Junior,A,1
ACT-205,Lecture,Health Promotion,2024,Spring,Junior,A+,1
ACT-205,Lecture,Health Promotion,2024,Spring,Sophomore,A+,1
ACT-205,Lecture,Health Promotion,2024,Summer,Junior,C,1
ACT-205,Lecture,Health Promotion,2025,Fall,Junior,A,2
ACT-205,Lecture,Health Promotion,2025,Fall,Junior,C+,1
ACT-205,Lecture,Health Promotion,2025,Fall,Sophomore,C+,1
ACT-205,Lecture,Health Promotion,2025,Spring,Junior,C+,1
ACT-205,Lecture,Health Promotion,2025,Spring,Junior,W,1
ACT-205,Lecture,Health Promotion,2025,Spring,Senior,W,1
ACT-205,Lecture,Health Promotion,2025,Spring,Sophomore,A,1
ACT-205,Lecture,Health Promotion,2025,Summer,Senior,B-,1
ACT-205,Lecture,Microbiology and Infectious Disease,2025,Spring,Sophomore,A,2
ACT-205,Lecture,Other,2025,Spring,Sophomore,B-,1
ACT-210,Lecture,Anatomy and Physiology,2022,Spring,Sophomore,A,1
ACT-210,Lecture,Exercise Science,2024,Fall,Sophomore,B+,1
ACT-210,Lecture,Exercise Science,2024,Spring,Sophomore,A,1
ACT-210,Lecture,Exercise Science,2024,Spring,Sophomore,C,1
ACT-210,Lecture,Exercise Science,2025,Summer,Senior,C,1
ACT-210,Lecture,Health Promotion,2021,Spring,Freshman,W,1
ACT-210,Lecture,Health Promotion,2024,Spring,Junior,A+,1
ACT-210,Lecture,Other,2025,Spring,Freshman,B+,1
ACT-220,Lecture,Anatomy and Physiology,2022,Fall,Junior,A,1
ACT-220,Lecture,Exercise Science,2024,Fall,Junior,A,1
ACT-220,Lecture,Health Promotion,2025,Spring,Senior,A,1
AGED-110,Lab,Anatomy and Physiology,2024,Spring,Sophomore,NGC,1
AGED-110,Lab,Microbiology and Infectious Disease,2025,Spring,Junior,NGC,1
AGED-110,Lecture,Anatomy and Physiology,2024,Spring,Sophomore,A,1
AGED-110,Lecture,Microbiology and Infectious Disease,2025,Spring,Junior,A,1
AGED-220,Lecture,Anatomy and Physiology,2024,Fall,Junior,A,1
AGED-220,Lecture,Microbiology and Infectious Disease,2024,Fall,Junior,A,1
AGED-330,Lecture,Anatomy and Physiology,2025,Spring,Senior,A,1
AGRI-116,Lecture,Anatomy and Physiology,2023,Fall,Junior,A+,1
AGRI-116,Lecture,Anatomy and Physiology,2023,Fall,Junior,B,1
AGRI-116,Lecture,Exercise Science,2023,Fall,Sophomore,C,1
AGRI-116,Lecture,Microbiology and Infectious Disease,2023,Fall,Junior,A+,1
AGRI-116,Recitation,Anatomy and Physiology,2023,Fall,Junior,NGC,2
AGRI-116,Recitation,Exercise Science,2023,Fall,Sophomore,NGC,1
AGRI-116,Recitation,Microbiology and Infectious Disease,2023,Fall,Junior,NGC,1
AHS-280A1,Lecture,Behavioral and Cognitive Neuroscience,2024,Fall,Freshman,B-,1
AHS-280A1,Lecture,Exercise Science,2024,Fall,Sophomore,C,1
AHS-280A1,Lecture,Health Promotion,2025,Fall,Junior,A,1
AHS-487B,Lecture,Anatomy and Physiology,2025,Fall,Senior,A+,1
AM-101,Lecture,Exercise Science,2022,Fall,Freshman,B+,1
AM-110,Lab,Exercise Science,2023,Spring,Sophomore,NGC,1
AM-110,Lecture,Exercise Science,2023,Spring,Sophomore,C,1
AM-130,Lecture,Anatomy and Physiology,2025,Fall,Sophomore,A+,1
AM-130,Lecture,Exercise Science,2023,Spring,Sophomore,B,1
AM-130,Lecture,Exercise Science,2025,Fall,Freshman,B-,1
AM-130,Lecture,Exercise Science,2025,Fall,Freshman,F,1
AM-130,Lecture,Health Promotion,2023,Fall,Sophomore,B,1
AM-130,Lecture,Microbiology and Infectious Disease,2024,Fall,Sophomore,A,1
AM-130,Lecture,Microbiology and Infectious Disease,2024,Spring,Sophomore,A+,1
AM-143,Lab,Exercise Science,2023,Spring,Sophomore,NGC,1
AM-143,Lecture,Exercise Science,2023,Spring,Sophomore,B-,1
AM-220,Lab,Exercise Science,2023,Fall,Sophomore,NGC,1
AM-220,Lecture,Exercise Science,2023,Fall,Sophomore,C,1
AM-250,Lecture,Environmental and Public Health,2023,Fall,Sophomore,B,1
AM-250,Lecture,Exercise Science,2023,Fall,Freshman,A-,1
AM-250,Lecture,Exercise Science,2023,Fall,Sophomore,A-,1
AM-250,Lecture,Exercise Science,2023,Spring,Sophomore,B+,1
AM-250,Lecture,Exercise Science,2025,Fall,Junior,F,1
AM-250,Lecture,Microbiology and Infectious Disease,2023,Spring,Sophomore,A,1
AM-364,Lecture,Anatomy and Physiology,2025,Summer,Sophomore,D,1
AMST-100,Lecture,Anatomy and Physiology,2024,Spring,Junior,A+,1
AMST-100,Lecture,Cell and Molecular Neuroscience,2024,Spring,Sophomore,A+,1
AMST-100,Lecture,Exercise Science,2022,Fall,Sophomore,D,1
AMST-100,Lecture,Exercise Science,2024,Fall,Junior,C+,1
AMST-100,Lecture,Exercise Science,2024,Spring,Junior,A+,1
AMST-100,Lecture,Exercise Science,2024,Spring,Junior,C+,1
AMST-100,Lecture,Exercise Science,2025,Fall,Senior,A-,1
AMST-100,Lecture,Exercise Science,2025,Fall,Sophomore,B-,1
AMST-100,Lecture,Exercise Science,2025,Spring,Sophomore,A-,1
AMST-100,Lecture,Exercise Science,2025,Spring,Sophomore,B-,1
AMST-100,Lecture,Health Promotion,2022,Fall,Sophomore,D,1
AMST-100,Lecture,Health Promotion,2024,Fall,Freshman,B,1
AMST-100,Lecture,Microbiology and Infectious Disease,2024,Fall,Sophomore,A-,2
AMST-100,Lecture,Microbiology and Infectious Disease,2025,Fall,Freshman,A,1
AMST-100,Lecture,Neuroscience,2024,Fall,Sophomore,A,1
AMST-100,Lecture,Neuroscience,2025,Fall,Sophomore,A+,1
AMST-101,Lecture,Anatomy and Physiology,2023,Fall,Junior,A+,1
AMST-101,Lecture,Anatomy and Physiology,2024,Fall,Junior,A+,1
AMST-101,Lecture,Anatomy and Physiology,2024,Spring,Sophomore,A,1
AMST-101,Lecture,Anatomy and Physiology,2025,Spring,Sophomore,A,3
AMST-101,Lecture,Behavioral and Cognitive Neuroscience,2023,Spring,Freshman,C+,1
AMST-101,Lecture,Behavioral and Cognitive Neuroscience,2024,Fall,Freshman,B,1
AMST-101,Lecture,Behavioral and Cognitive Neuroscience,2025,Fall,Sophomore,B,1
AMST-101,Lecture,Behavioral and Cognitive Neuroscience,2025,Spring,Sophomore,A,1
AMST-101,Lecture,Cell and Molecular Neuroscience,2025,Fall,Senior,B,1
AMST-101,Lecture,Environmental and Public Health,2024,Spring,Junior,A,1
AMST-101,Lecture,Environmental and Public Health,2024,Spring,Sophomore,C,1
AMST-101,Lecture,Environmental and Public Health,2025,Fall,Sophomore,A-,1
AMST-101,Lecture,Environmental and Public Health,2025,Fall,Sophomore,B-,1
AMST-101,Lecture,Environmental and Public Health,2025,Spring,Sophomore,A-,1
AMST-101,Lecture,Exercise Science,2023,Spring,Sophomore,B+,1
AMST-101,Lecture,Exercise Science,2024,Fall,Freshman,B+,1
AMST-101,Lecture,Exercise Science,2024,Fall,Junior,A,1
AMST-101,Lecture,Exercise Science,2024,Fall,Senior,C,1
AMST-101,Lecture,Exercise Science,2024,Fall,Sophomore,A+,1
AMST-101,Lecture,Exercise Science,2025,Fall,Senior,A-,1
AMST-101,Lecture,Exercise Science,2025,Fall,Senior,B+,1
AMST-101,Lecture,Exercise Science,2025,Fall,Sophomore,A+,1
AMST-101,Lecture,Exercise Science,2025,Fall,Sophomore,B,1
AMST-101,Lecture,Exercise Science,2025,Spring,Junior,A+,1
AMST-101,Lecture,Exercise Science,2025,Spring,Junior,A-,1
AMST-101,Lecture,Health Promotion,2022,Fall,Freshman,B+,1
AMST-101,Lecture,Health Promotion,2022,Spring,Sophomore,B,2
AMST-101,Lecture,Health Promotion,2023,Fall,Junior,B+,1
AMST-101,Lecture,Health Promotion,2023,Fall,Sophomore,A,1
AMST-101,Lecture,Health Promotion,2023,Spring,Sophomore,B,1
AMST-101,Lecture,Health Promotion,2024,Fall,Freshman,A,1
AMST-101,Lecture,Health Promotion,2024,Fall,Junior,A,1
AMST-101,Lecture,Health Promotion,2024,Fall,Sophomore,B-,1
AMST-101,Lecture,Health Promotion,2024,Spring,Sophomore,A,1
AMST-101,Lecture,Health Promotion,2024,Spring,Sophomore,B,1
AMST-101,Lecture,Health Promotion,2025,Fall,Junior,A,1
AMST-101,Lecture,Health Promotion,2025,Fall,Senior,A-,1
AMST-101,Lecture,Health Promotion,2025,Fall,Sophomore,B,1
AMST-101,Lecture,Health Promotion,2025,Spring,Junior,A+,1
AMST-101,Lecture,Health Promotion,2025,Spring,Senior,B+,1
AMST-101,Lecture,Health Promotion,2025,Spring,Sophomore,A-,1
AMST-101,Lecture,Health Promotion,2025,Spring,Sophomore,B,2
AMST-101,Lecture,Health Promotion,2025,Spring,Sophomore,B-,1
AMST-101,Lecture,Microbiology and Infectious Disease,2024,Spring,Junior,A,1
AMST-101,Lecture,Other,2021,Fall,Freshman,C,1
AMST-101,Lecture,Other,2024,Spring,Junior,B,1
AMST-101,Lecture,Other,2025,Fall,Junior,A,1
ANEQ-101,Lab,Anatomy and Physiology,2022,Fall,Freshman,NGC,1
ANEQ-101,Lab,Anatomy and Physiology,2022,Fall,Junior,NGC,1
ANEQ-101,Lab,Anatomy and Physiology,2023,Fall,Freshman,NGC,1
ANEQ-101,Lab,Anatomy and Physiology,2023,Fall,Sophomore,NGC,1
ANEQ-101,Lab,Anatomy and Physiology,2024,Fall,Sophomore,NGC,1
ANEQ-101,Lab,Exercise Science,2022,Fall,Freshman,NGC,1
ANEQ-101,Lab,Exercise Science,2023,Fall,Freshman,NGC,1
ANEQ-101,Lab,Exercise Science,2023,Fall,Freshman,W,1
ANEQ-101,Lab,Exercise Science,2024,Fall,Sophomore,W,2
ANEQ-101,Lab,Health Promotion,2022,Fall,Freshman,NGC,1
ANEQ-101,Lab,Health Promotion,2024,Fall,Freshman,NGC,1
ANEQ-101,Lab,Microbiology and Infectious Disease,2021,Fall,Freshman,NGC,1
ANEQ-101,Lab,Microbiology and Infectious Disease,2023,Fall,Freshman,NGC,1
ANEQ-101,Lab,Microbiology and Infectious Disease,2023,Fall,Sophomore,NGC,1
ANEQ-101,Lab,Other,2026,Spring,Freshman,NGC,1
ANEQ-101,Lecture,Anatomy and Physiology,2022,Fall,Freshman,A,1
ANEQ-101,Lecture,Anatomy and Physiology,2022,Fall,Junior,A+,1
ANEQ-101,Lecture,Anatomy and Physiology,2023,Fall,Freshman,A-,1
ANEQ-101,Lecture,Anatomy and Physiology,2023,Fall,Sophomore,A+,1
ANEQ-101,Lecture,Anatomy and Physiology,2024,Fall,Sophomore,A+,1
ANEQ-101,Lecture,Exercise Science,2022,Fall,Freshman,C,1
ANEQ-101,Lecture,Exercise Science,2023,Fall,Freshman,C,1
ANEQ-101,Lecture,Exercise Science,2023,Fall,Freshman,W,1
ANEQ-101,Lecture,Exercise Science,2024,Fall,Sophomore,W,2
ANEQ-101,Lecture,Health Promotion,2022,Fall,Freshman,F,1
ANEQ-101,Lecture,Health Promotion,2024,Fall,Freshman,C+,1
ANEQ-101,Lecture,Microbiology and Infectious Disease,2021,Fall,Freshman,B+,1
ANEQ-101,Lecture,Microbiology and Infectious Disease,2023,Fall,Freshman,A+,1
ANEQ-101,Lecture,Microbiology and Infectious Disease,2023,Fall,Sophomore,A,1
ANEQ-102,Lab,Anatomy and Physiology,2022,Fall,Freshman,NGC,1
ANEQ-102,Lab,Anatomy and Physiology,2024,Fall,Sophomore,NGC,2
ANEQ-102,Lab,Behavioral and Cognitive Neuroscience,2022,Fall,Freshman,NGC,1
ANEQ-102,Lab,Exercise Science,2022,Fall,Sophomore,NGC,1
ANEQ-102,Lab,Health Promotion,2024,Fall,Freshman,NGC,1
ANEQ-102,Lab,Microbiology and Infectious Disease,2022,Fall,Junior,NGC,1
ANEQ-102,Lab,Microbiology and Infectious Disease,2024,Fall,Junior,NGC,1
ANEQ-102,Lab,Other,2021,Fall,Junior,NGC,1
ANEQ-102,Lecture,Anatomy and Physiology,2022,Fall,Freshman,A,1
ANEQ-102,Lecture,Anatomy and Physiology,2024,Fall,Sophomore,A,2
ANEQ-102,Lecture,Behavioral and Cognitive Neuroscience,2022,Fall,Freshman,A,1
ANEQ-102,Lecture,Exercise Science,2022,Fall,Sophomore,B,1
ANEQ-102,Lecture,Health Promotion,2024,Fall,Freshman,F,1
ANEQ-102,Lecture,Microbiology and Infectious Disease,2022,Fall,Junior,B,1
ANEQ-102,Lecture,Microbiology and Infectious Disease,2024,Fall,Junior,A,1
ANEQ-102,Lecture,Other,2021,Fall,Junior,B,1
ANEQ-105,Lab,Anatomy and Physiology,2022,Fall,Freshman,A+,2
ANEQ-105,Lab,Anatomy and Physiology,2022,Spring,Sophomore,A+,1
ANEQ-105,Lab,Anatomy and Physiology,2024,Spring,Sophomore,A,1
ANEQ-105,Lab,Behavioral and Cognitive Neuroscience,2022,Fall,Freshman,A,1
ANEQ-105,Lab,Exercise Science,2022,Fall,Sophomore,A,1
ANEQ-105,Lab,Exercise Science,2023,Fall,Freshman,B+,1
ANEQ-105,Lab,Exercise Science,2023,Spring,Freshman,B,1
ANEQ-105,Lab,Health Promotion,2023,Spring,Freshman,F,1
ANEQ-105,Lab,Microbiology and Infectious Disease,2022,Spring,Sophomore,A,2
ANEQ-105,Lab,Microbiology and Infectious Disease,2024,Fall,Junior,W,1
ANEQ-105,Lab,Microbiology and Infectious Disease,2024,Spring,Sophomore,A,1
ANEQ-115,Lab,Anatomy and Physiology,2023,Spring,Sophomore,NGC,1
ANEQ-115,Lab,Anatomy and Physiology,2025,Spring,Junior,NGC,1
ANEQ-115,Lab,Behavioral and Cognitive Neuroscience,2023,Spring,Sophomore,NGC,1
ANEQ-115,Lab,Exercise Science,2023,Spring,Junior,NGC,1
ANEQ-115,Lab,Microbiology and Infectious Disease,2022,Spring,Sophomore,NGC,1
ANEQ-115,Lecture,Anatomy and Physiology,2023,Spring,Sophomore,A+,1
ANEQ-115,Lecture,Anatomy and Physiology,2025,Spring,Junior,B,1
ANEQ-115,Lecture,Behavioral and Cognitive Neuroscience,2023,Spring,Sophomore,A+,1
ANEQ-115,Lecture,Exercise Science,2023,Spring,Junior,A,1
ANEQ-115,Lecture,Microbiology and Infectious Disease,2022,Spring,Sophomore,A+,1
ANEQ-180A2,Lecture,Microbiology and Infectious Disease,2021,Fall,Freshman,C,1
ANEQ-193,Lecture,Anatomy and Physiology,2022,Fall,Freshman,A,1
ANEQ-193,Lecture,Anatomy and Physiology,2023,Fall,Freshman,A,1
ANEQ-193,Lecture,Anatomy and Physiology,2023,Fall,Sophomore,A,1
ANEQ-193,Lecture,Anatomy and Physiology,2024,Fall,Sophomore,A,1
ANEQ-193,Lecture,Exercise Science,2022,Fall,Freshman,C,1
ANEQ-193,Lecture,Exercise Science,2022,Fall,Sophomore,A,1
ANEQ-193,Lecture,Exercise Science,2023,Fall,Freshman,A,2
ANEQ-193,Lecture,Exercise Science,2024,Fall,Sophomore,A,1
ANEQ-193,Lecture,Exercise Science,2024,Fall,Sophomore,D,1
ANEQ-193,Lecture,Health Promotion,2022,Fall,Freshman,B,1
ANEQ-193,Lecture,Health Promotion,2024,Fall,Freshman,B,1
ANEQ-193,Lecture,Health Promotion,2024,Fall,Freshman,C,1
ANEQ-201B,Lab,Microbiology and Infectious Disease,2023,Spring,Junior,RF,1
ANEQ-201B,Lab,Microbiology and Infectious Disease,2024,Summer,Senior,A,1
ANEQ-250,Lab,Anatomy and Physiology,2022,Fall,Junior,NGC,1
ANEQ-250,Lab,Exercise Science,2023,Fall,Sophomore,NGC,1
ANEQ-250,Lecture,Anatomy and Physiology,2022,Fall,Junior,A,1
ANEQ-250,Lecture,Exercise Science,2023,Fall,Sophomore,B,1
ANEQ-292,Lecture,Anatomy and Physiology,2023,Spring,Sophomore,A+,1
ANEQ-292,Lecture,Exercise Science,2023,Spring,Junior,A+,1
ANEQ-292,Lecture,Microbiology and Infectious Disease,2022,Spring,Sophomore,A,1
ANEQ-293,Lecture,Anatomy and Physiology,2023,Spring,Junior,A,1
ANEQ-293,Lecture,Microbiology and Infectious Disease,2024,Spring,Sophomore,A,1
ANEQ-300A,Lecture,Anatomy and Physiology,2022,Spring,Sophomore,A+,1
ANEQ-300A,Lecture,Exercise Science,2024,Fall,Sophomore,F,1
ANEQ-305,Lecture,Anatomy and Physiology,2023,Fall,Sophomore,RC,1
ANEQ-305,Lecture,Anatomy and Physiology,2024,Spring,Sophomore,A,1
ANEQ-305,Lecture,Anatomy and Physiology,2024,Summer,Junior,A,1
ANEQ-305,Lecture,Exercise Science,2023,Spring,Junior,B,1
ANEQ-305,Lecture,Microbiology and Infectious Disease,2022,Fall,Sophomore,A,1
ANEQ-305,Lecture,Microbiology and Infectious Disease,2023,Fall,Senior,A,1
ANEQ-305,Lecture,Microbiology and Infectious Disease,2023,Spring,Junior,W,1
ANEQ-310,Lecture,Anatomy and Physiology,2023,Spring,Junior,A,1
ANEQ-310,Lecture,Anatomy and Physiology,2024,Fall,Junior,A,1
ANEQ-320,Lab,Anatomy and Physiology,2023,Fall,Senior,NGC,1
ANEQ-320,Lab,Anatomy and Physiology,2024,Fall,Senior,NGC,2
ANEQ-320,Lab,Anatomy and Physiology,2024,Spring,Junior,NGC,1
ANEQ-320,Lab,Anatomy and Physiology,2024,Spring,Sophomore,NGC,1
ANEQ-320,Lab,Anatomy and Physiology,2025,Fall,Junior,NGC,2
ANEQ-320,Lab,Anatomy and Physiology,2025,Fall,Senior,NGC,6
ANEQ-320,Lab,Anatomy and Physiology,2025,Spring,Junior,NGC,1
ANEQ-320,Lab,Anatomy and Physiology,2026,Spring,Senior,NGC,2
ANEQ-320,Lab,Microbiology and Infectious Disease,2025,Fall,Senior,NGC,1
ANEQ-320,Lab,Microbiology and Infectious Disease,2026,Spring,Senior,NGC,1
ANEQ-320,Lecture,Anatomy and Physiology,2023,Fall,Senior,A,1
ANEQ-320,Lecture,Anatomy and Physiology,2024,Fall,Senior,C,1
ANEQ-320,Lecture,Anatomy and Physiology,2024,Fall,Senior,RD,1
ANEQ-320,Lecture,Anatomy and Physiology,2024,Spring,Junior,A,1
ANEQ-320,Lecture,Anatomy and Physiology,2024,Spring,Sophomore,B,1
ANEQ-320,Lecture,Anatomy and Physiology,2025,Fall,Junior,A,1
ANEQ-320,Lecture,Anatomy and Physiology,2025,Fall,Junior,C,1
ANEQ-320,Lecture,Anatomy and Physiology,2025,Fall,Senior,A,5
ANEQ-320,Lecture,Anatomy and Physiology,2025,Fall,Senior,B,1
ANEQ-320,Lecture,Anatomy and Physiology,2025,Spring,Junior,B,1
ANEQ-320,Lecture,Microbiology and Infectious Disease,2025,Fall,Senior,A,1
ANEQ-328,Lecture,Anatomy and Physiology,2022,Fall,Junior,A,1
ANEQ-328,Lecture,Anatomy and Physiology,2023,Fall,Sophomore,B,1
ANEQ-328,Lecture,Microbiology and Infectious Disease,2022,Fall,Sophomore,A,1
ANEQ-328,Lecture,Microbiology and Infectious Disease,2023,Spring,Junior,A,1
ANEQ-334,Lecture,Microbiology and Infectious Disease,2025,Summer,Senior,A,1
ANEQ-344,Lecture,Microbiology and Infectious Disease,2025,Fall,Senior,B+,1
ANEQ-345,Lecture,Microbiology and Infectious Disease,2024,Spring,Senior,W,1
ANEQ-346,Lab,Microbiology and Infectious Disease,2024,Fall,Senior,NGC,1
ANEQ-346,Lecture,Microbiology and Infectious Disease,2024,Fall,Senior,C,1
ANEQ-351,Lab,Microbiology and Infectious Disease,2024,Fall,Senior,NGC,1
ANEQ-351,Lecture,Microbiology and Infectious Disease,2024,Fall,Senior,A-,1
ANEQ-360,Lecture,Anatomy and Physiology,2023,Fall,Senior,A,1
ANEQ-360,Lecture,Anatomy and Physiology,2024,Fall,Junior,A,1
ANEQ-360,Lecture,Microbiology and Infectious Disease,2022,Fall,Sophomore,A,1
ANEQ-365,Lab,Microbiology and Infectious Disease,2025,Spring,Senior,NGC,1
ANEQ-365,Lecture,Microbiology and Infectious Disease,2025,Spring,Senior,A+,1
ANEQ-384,Lecture,Anatomy and Physiology,2023,Spring,Sophomore,S,1
ANEQ-384,Lecture,Microbiology and Infectious Disease,2024,Fall,Junior,S,1
ANEQ-440,Lecture,Microbiology and Infectious Disease,2025,Fall,Senior,A,1
ANEQ-486,Lab,Microbiology and Infectious Disease,2025,Fall,Senior,S,1
ANEQ-487B,Lecture,Microbiology and Infectious Disease,2025,Summer,Senior,S,1
ANEQ-522,Lecture,Anatomy and Physiology,2025,Fall,Senior,A,1
ANTH-100,Lecture,Anatomy and Physiology,2022,Fall,Freshman,B,1
ANTH-100,Lecture,Anatomy and Physiology,2025,Spring,Sophomore,B,1
ANTH-100,Lecture,Environmental and Public Health,2025,Fall,Freshman,C,1
ANTH-100,Lecture,Exercise Science,2022,Spring,Sophomore,A,1
ANTH-100,Lecture,Exercise Science,2023,Spring,Freshman,B,1
ANTH-100,Lecture,Exercise Science,2023,Spring,Sophomore,B,1
ANTH-100,Lecture,Exercise Science,2024,Fall,Freshman,B,1
ANTH-100,Lecture,Exercise Science,2024,Spring,Junior,B,1
ANTH-100,Lecture,Exercise Science,2024,Spring,Sophomore,C,1
ANTH-100,Lecture,Exercise Science,2024,Spring,Sophomore,D,1
ANTH-100,Lecture,Exercise Science,2025,Spring,Sophomore,D,1
ANTH-100,Lecture,Health Promotion,2017,Fall,Freshman,W,1
ANTH-100,Lecture,Health Promotion,2022,Fall,Freshman,A,1
ANTH-100,Lecture,Health Promotion,2022,Fall,Sophomore,B,1
ANTH-100,Lecture,Health Promotion,2025,Spring,Senior,A,1
ANTH-100,Lecture,Microbiology and Infectious Disease,2024,Fall,Freshman,A,1
ANTH-100,Lecture,Microbiology and Infectious Disease,2024,Fall,Junior,A,1
ANTH-100,Lecture,Microbiology and Infectious Disease,2025,Fall,Sophomore,B,1
ANTH-100,Lecture,Other,2023,Fall,Freshman,B,1
ANTH-100,Lecture,Other,2025,Fall,Sophomore,A,1
ANTH-120,Lecture,Anatomy and Physiology,2023,Fall,Sophomore,A,1
ANTH-120,Lecture,Anatomy and Physiology,2024,Fall,Sophomore,A+,1
ANTH-120,Lecture,Behavioral and Cognitive Neuroscience,2024,Spring,Sophomore,A,1
ANTH-120,Lecture,Behavioral and Cognitive Neuroscience,2025,Spring,Sophomore,B,1
ANTH-120,Lecture,Exercise Science,2022,Spring,Freshman,B,1
ANTH-120,Lecture,Exercise Science,2023,Fall,Freshman,B,1
ANTH-120,Lecture,Exercise Science,2023,Fall,Freshman,C,1
ANTH-120,Lecture,Exercise Science,2023,Fall,Junior,C,1
ANTH-120,Lecture,Exercise Science,2023,Spring,Sophomore,A,1
ANTH-120,Lecture,Exercise Science,2024,Fall,Freshman,RF,1
ANTH-120,Lecture,Exercise Science,2024,Spring,Junior,B,1
ANTH-120,Lecture,Exercise Science,2024,Spring,Sophomore,B,1
ANTH-120,Lecture,Exercise Science,2025,Fall,Sophomore,D,1
ANTH-120,Lecture,Exercise Science,2025,Spring,Freshman,B,1
ANTH-120,Lecture,Health Promotion,2021,Fall,Freshman,RF,1
ANTH-120,Lecture,Health Promotion,2022,Fall,Freshman,B,1
ANTH-120,Lecture,Health Promotion,2022,Spring,Freshman,B,1
ANTH-120,Lecture,Health Promotion,2023,Spring,Sophomore,C,1
ANTH-120,Lecture,Microbiology and Infectious Disease,2023,Spring,Sophomore,A,1
ANTH-120,Lecture,Microbiology and Infectious Disease,2024,Spring,Junior,A+,1
ANTH-120,Lecture,Other,2021,Fall,Freshman,C,1
ANTH-120,Lecture,Other,2024,Fall,Freshman,F,1
ANTH-120,Lecture,Other,2025,Fall,Freshman,W,1
ANTH-121,Lab,Anatomy and Physiology,2024,Fall,Sophomore,A,1
ANTH-121,Lab,Exercise Science,2023,Fall,Freshman,B,1
ANTH-121,Lab,Exercise Science,2023,Spring,Sophomore,A,1
ANTH-121,Lab,Health Promotion,2022,Fall,Sophomore,B,1
ANTH-121,Lab,Microbiology and Infectious Disease,2024,Spring,Junior,A,1
ANTH-140,Lecture,Anatomy and Physiology,2022,Fall,Freshman,B+,1
ANTH-140,Lecture,Anatomy and Physiology,2022,Summer,Sophomore,A,1
ANTH-140,Lecture,Anatomy and Physiology,2023,Fall,Freshman,C+,1
