course_id,Anatomy and Physiology,Behavioral and Cognitive Neuroscience,Cell and Molecular Neuroscience,Environmental and Public Health,Exercise Science,Health Promotion,Microbiology and Infectious Disease,Neuroscience,Other
AA-100,Junior (Spring),Senior (Fall),,,Freshman (Fall),Freshman (Fall),Sophomore (Fall),,
AA-101,,,,,Sophomore (Spring),,,,
AB-480A2,,,,,,Sophomore (Spring),,,
AB-509,,,,,,,Senior (Fall),,
ACT-205,Junior (Spring),,Junior (Spring),Junior (Spring),Junior (Fall),Junior (Fall),Sophomore (Spring),,Sophomore (Spring)
ACT-210,Sophomore (Spring),,,,Sophomore (Spring),Freshman (Spring),,,Freshman (Spring)
ACT-220,Junior (Fall),,,,Junior (Fall),Senior (Spring),,,
AGED-110,Sophomore (Spring),,,,,,Junior (Spring),,
AGED-220,Junior (Fall),,,,,,Junior (Fall),,
AGED-330,Senior (Spring),,,,,,,,
AGRI-116,Junior (Fall),,,,Sophomore (Fall),,Junior (Fall),,
AHS-280A1,,Freshman (Fall),,,Sophomore (Fall),Junior (Fall),,,
AHS-487B,Senior (Fall),,,,,,,,
AM-101,,,,,Freshman (Fall),,,,
AM-110,,,,,Sophomore (Spring),,,,
AM-130,Sophomore (Fall),,,,Freshman (Fall),Sophomore (Fall),Sophomore (Fall),,
AM-143,,,,,Sophomore (Spring),,,,
AM-220,,,,,Sophomore (Fall),,,,
AM-250,,,,Sophomore (Fall),Sophomore (Fall),,Sophomore (Spring),,
AM-364,Sophomore (Summer),,,,,,,,
AMST-100,Junior (Spring),,Sophomore (Spring),,Sophomore (Fall),Freshman (Fall),Sophomore (Fall),Sophomore (Fall),
AMST-101,Sophomore (Spring),Freshman (Fall),Senior (Fall),Sophomore (Spring),Sophomore (Fall),Sophomore (Spring),Junior (Spring),,Junior (Fall)
ANEQ-101,Freshman (Fall),,,,Freshman (Fall),Freshman (Fall),Freshman (Fall),,
ANEQ-102,Sophomore (Fall),Freshman (Fall),,,Sophomore (Fall),Freshman (Fall),Junior (Fall),,Junior (Fall)
ANEQ-115,Junior (Spring),Sophomore (Spring),,,Junior (Spring),,Sophomore (Spring),,
ANEQ-180A2,,,,,,,Freshman (Fall),,
ANEQ-193,Freshman (Fall),,,,Freshman (Fall),Freshman (Fall),,,
ANEQ-250,Junior (Fall),,,,Sophomore (Fall),,,,
ANEQ-292,Sophomore (Spring),,,,Junior (Spring),,Sophomore (Spring),,
ANEQ-293,Junior (Spring),,,,,,Sophomore (Spring),,
ANEQ-300A,Sophomore (Spring),,,,Sophomore (Fall),,,,
ANEQ-305,Sophomore (Fall),,,,Junior (Spring),,Junior (Fall),,
ANEQ-310,Junior (Fall),,,,,,,,
ANEQ-320,Senior (Fall),,,,,,Senior (Fall),,
ANEQ-328,Junior (Fall),,,,,,Junior (Fall),,
ANEQ-334,,,,,,,Senior (Summer),,
ANEQ-344,,,,,,,Senior (Fall),,
ANEQ-345,,,,,,,Senior (Spring),,
ANEQ-346,,,,,,,Senior (Fall),,
ANEQ-351,,,,,,,Senior (Fall),,
ANEQ-360,Junior (Fall),,,,,,Sophomore (Fall),,
ANEQ-365,,,,,,,Senior (Spring),,
ANEQ-384,Sophomore (Spring),,,,,,Junior (Fall),,
ANEQ-440,,,,,,,Senior (Fall),,
ANEQ-487B,,,,,,,Senior (Summer),,
ANEQ-522,Senior (Fall),,,,,,,,
ANTH-100,Freshman (Fall),,,Freshman (Fall),Sophomore (Spring),Freshman (Fall),Freshman (Fall),,Freshman (Fall)
ANTH-120,Sophomore (Fall),Sophomore (Spring),,,Freshman (Fall),Freshman (Fall),Junior (Spring),,Freshman (Fall)
ANTH-140,Sophomore (Fall),Sophomore (Fall),Freshman (Fall),Sophomore (Spring),Sophomore (Spring),Sophomore (Fall),Sophomore (Fall),Sophomore (Fall),
ANTH-200,Sophomore (Fall),Junior (Spring),Freshman (Fall),Freshman (Fall),Sophomore (Spring),Junior (Fall),Junior (Fall),Sophomore (Fall),Freshman (Fall)
ANTH-240,Sophomore (Fall),,Senior (Fall),,,,,,
ANTH-261,,,,,Sophomore (Spring),,,,
ANTH-274,,Sophomore (Spring),,,Sophomore (Spring),,,Sophomore (Fall),
ANTH-275,Sophomore (Summer),,,,,,Senior (Fall),,Sophomore (Fall)
ANTH-356,,,,,,,Senior (Spring),,
ANTH-372,Senior (Fall),,,,,,,,
ANTH-379,,,,,Junior (Fall),Senior (Fall),,,
AREC-202,Sophomore (Fall),,,Freshman (Fall),Sophomore (Fall),Freshman (Fall),Freshman (Spring),,Freshman (Fall)
AREC-222,Senior (Fall),,,,,Junior (Fall),Freshman (Fall),,
AREC-240,,,,Sophomore (Fall),,,Freshman (Fall),,
AREC-342,,,,Junior (Spring),Junior (Spring),,Senior (Spring),,
AREC-375,,,,,,,Senior (Fall),,
ART-100,Sophomore (Fall),Sophomore (Spring),Junior (Fall),Sophomore (Fall),Sophomore (Fall),Sophomore (Fall),Sophomore (Spring),Freshman (Fall),Freshman (Fall)
ART-105,,,,,Freshman (Fall),,Sophomore (Spring),,
ART-110,,,,,Freshman (Fall),,,,
ART-111,,,,,Sophomore (Spring),,,,
ART-200,,,,,,Freshman (Fall),,,
AS-101,,Sophomore (Fall),,,Freshman (Fall),Freshman (Fall),,,Freshman (Fall)
AS-102,,Sophomore (Spring),,,Sophomore (Spring),Sophomore (Spring),,,
AS-201,,Junior (Fall),,,Sophomore (Fall),Sophomore (Fall),,,
AS-202,,,,,Junior (Spring),Junior (Spring),,,
AS-301,,,,,Junior (Fall),Junior (Fall),,,
AS-302,,,,,Senior (Spring),,,,
AS-401,,,,,Senior (Fall),,,,
ATS-150,Sophomore (Spring),Sophomore (Fall),,,Sophomore (Fall),Freshman (Fall),Sophomore (Fall),,
ATS-350,Sophomore (Fall),,,Junior (Fall),Senior - Second Bachelor (Fall),,,,
BC-192,Sophomore (Fall),Freshman (Fall),,Sophomore (Fall),Sophomore (Fall),,Sophomore (Fall),,Freshman (Fall)
BC-295,Sophomore (Spring),,,,,,,,
BC-351,Senior (Fall),Senior (Fall),,Senior (Fall),Senior (Spring),Senior (Fall),Senior (Fall),,Senior (Fall)
BC-401,Senior (Fall),Junior (Fall),Senior (Fall),Junior (Fall),,,Senior (Fall),,
BC-403,,Senior (Spring),Senior (Spring),,,,,,
BC-405,,,Senior (Spring),,,,,,
BC-411,,,Senior (Fall),,,,,,
BC-463,,Senior (Fall),Senior (Fall),,,,,,
BC-465,Senior (Summer),,Senior (Spring),,,,,,
BC-484,Senior (Fall),Senior (Spring),Senior (Fall),,Junior (Fall),,,,Senior (Fall)
BC-496,,Junior (Fall),Senior (Fall),,,,,,
BC-498,Senior (Fall),,,,,,,,
BC-566,Senior (Spring),,,,,,,,
BIOM-100,Junior (Fall),,Sophomore (Fall),,Sophomore (Fall),Sophomore (Fall),Sophomore (Fall),,
BIOM-109,Freshman (Fall),,,,,Freshman (Fall),Freshman (Fall),,
BIOM-200,Senior (Fall),,,,Junior (Fall),,,,
BIOM-304,Senior (Spring),,,,,,,,
BIOM-350A,,Senior (Summer),,,Senior (Summer),,,,
BIOM-350B,Senior (Spring),,,,,,,,
BIOM-350C,Senior (Spring),,,,,,,,
BMS-200,Junior (Spring),Junior (Spring),Junior (Spring),Junior (Spring),Junior (Spring),Junior (Spring),Junior (Spring),,Junior (Spring)
BMS-260,Sophomore (Spring),,,,Sophomore (Spring),Sophomore (Spring),Sophomore (Spring),,Sophomore (Spring)
BMS-296,Sophomore (Spring),,,,Sophomore (Spring),,Sophomore (Spring),,
BMS-300,Junior (Spring),Junior (Fall),Junior (Fall),Junior (Spring),Junior (Spring),Junior (Spring),Senior (Fall),Junior (Fall),Junior (Fall)
BMS-301,Senior (Fall),Senior (Fall),Senior (Fall),Senior (Fall),Senior (Fall),Senior (Fall),Senior (Fall),,Senior (Fall)
BMS-302,Junior (Spring),Senior (Fall),Senior (Fall),Junior (Fall),Junior (Fall),Junior (Spring),Senior (Spring),,Junior (Spring)
BMS-304,Senior (Fall),,,,,,,,
BMS-305,Junior (Spring),Junior (Spring),,,,,Senior (Spring),,
BMS-320,,,,,Senior (Spring),,,,
BMS-325,Senior (Fall),Senior (Fall),Senior (Fall),,Senior (Spring),,,,Junior (Fall)
BMS-330,Senior (Spring),,,,Senior (Spring),,,,
BMS-345,Senior (Fall),Senior (Fall),Senior (Fall),,,Junior (Fall),Senior (Fall),,Junior (Fall)
BMS-384,Senior (Fall),Junior (Fall),Senior (Spring),,Senior (Fall),Senior (Spring),Senior (Fall),,
BMS-400,Senior (Spring),,,,,,,,
BMS-405,Senior (Spring),Senior (Spring),Senior (Spring),,Senior (Spring),,,,
BMS-409,Senior (Fall),Senior (Fall),Senior (Fall),,,,,,
BMS-420,Senior (Fall),,,,Senior (Fall),,Senior (Fall),,
BMS-421,Senior (Fall),,,,,,Senior (Fall),,
BMS-425,,,Junior (Spring),,,,,,
BMS-430,Senior (Fall),,Senior (Fall),,Senior (Fall),,,,
BMS-450,Senior (Spring),,,,,,,,
BMS-460,Senior (Fall),,,,,,,,
BMS-461,Senior (Fall),,,,,,,,
BMS-487,Junior (Fall),,,,,,,,
BMS-495,Senior (Spring),,,,,,,,
BMS-496A,Senior (Fall),Senior (Fall),Senior (Fall),,Senior (Fall),Senior (Fall),,,
BMS-496B,Junior (Spring),,,,,,Senior (Spring),,
BMS-496C,Junior (Spring),,,,Junior (Spring),Junior (Spring),Senior (Spring),,
BMS-496D,Senior (Spring),,,,,,,,
BMS-498,Senior (Spring),Senior (Spring),Senior (Spring),,,,,,
BMS-500,Senior (Fall),,,,,,,,
BMS-501,Senior (Spring),,,,,,,,
BMS-521,Senior (Spring),,,,,,,,
BMS-545,,Senior (Spring),,,,,,,
BSPM-102,Sophomore (Summer),Sophomore (Summer),,,Freshman (Summer),Freshman (Fall),Sophomore (Spring),,Freshman (Spring)
BSPM-302,,,,Sophomore (Fall),Junior (Fall),,Junior (Fall),,
BSPM-361,,Senior (Spring),,,,,Junior (Spring),,
BSPM-365,,Senior (Fall),,,,,,,
BUS-100,Sophomore (Fall),,,,Freshman (Fall),Freshman (Fall),,,Freshman (Fall)
BUS-105,Freshman (Fall),,,,Freshman (Fall),Freshman (Fall),,,
BUS-150,Senior (Fall),Freshman (Fall),Junior (Fall),,Sophomore (Fall),Freshman (Fall),Senior (Fall),,
BUS-201,Junior (Summer),,,,Freshman (Fall),Junior (Fall),,,Freshman (Fall)
BUS-205,,Senior (Fall),,,Junior (Summer),Junior (Spring),,,
BUS-210,,,,,Junior (Fall),,,,
BUS-220,Junior (Fall),Sophomore (Fall),,Sophomore (Fall),Junior (Fall),Sophomore (Fall),Sophomore (Fall),,Sophomore (Summer)
BUS-225,,,,,,Senior (Fall),,,
BUS-250,Freshman (Fall),,,,Freshman (Fall),Freshman (Fall),,,
BUS-260,Sophomore (Fall),,,,Sophomore (Spring),Sophomore (Fall),,,
BUS-269,,,,,,Sophomore (Fall),,,
BUS-300,Sophomore (Spring),,,,,Junior (Spring),,,
BUS-361,,,,,,Freshman (Fall),,,
BUS-380A5,Senior (Fall),,,,,,,,
BUS-405A,Senior (Fall),,,,Senior (Fall),,,,
BUS-479,Senior (Fall),,,,,,,,
BZ-101,Freshman (Fall),Freshman (Fall),,,Freshman (Fall),Sophomore (Fall),,,Freshman (Fall)
BZ-104,,,,,Freshman (Fall),Freshman (Fall),,,
BZ-110,Sophomore (Fall),Sophomore (Fall),,Freshman (Fall),Sophomore (Fall),Freshman (Fall),Junior (Summer),,
BZ-120,,,,Freshman (Spring),Sophomore (Spring),Sophomore (Fall),,,
BZ-182A,Sophomore (Fall),,,,,Freshman (Fall),,,
BZ-192,Freshman (Fall),,,,Freshman (Fall),,Freshman (Fall),,
BZ-212,Junior (Fall),,Sophomore (Fall),,Junior (Fall),,Senior (Fall),,
BZ-214,Sophomore (Spring),,Sophomore (Spring),,,,Senior (Spring),,
BZ-220,Sophomore (Fall),,Sophomore (Spring),,Sophomore (Spring),Sophomore (Fall),Junior (Fall),,Junior (Fall)
BZ-223,Senior (Fall),,,,Junior (Fall),,,,
BZ-240,,,,,,,,,Junior (Spring)
BZ-300,Junior (Fall),,,,Junior (Fall),,,,
BZ-310,Junior (Fall),,,Senior (Spring),Senior (Spring),,Senior (Fall),,Junior (Fall)
BZ-311,,,,,,,,,Junior (Spring)
BZ-333,,,,,,,Senior (Summer),,
BZ-350,Junior (Fall),,,,Senior (Fall),,Junior (Spring),,Senior (Spring)
BZ-360,,Senior (Fall),,,,,Senior (Fall),,Senior (Fall)
BZ-384,Junior (Spring),Sophomore (Spring),,,,,Sophomore (Spring),,
BZ-418,,,,,,,Senior (Spring),,
BZ-420,,,,,,,,,Junior (Fall)
BZ-435A,Junior (Spring),,,,,,,,
BZ-450,Senior (Spring),,,,,,,,
BZ-475,,,,,,,Senior (Fall),,
BZ-480A4,,,,,,,Sophomore (Fall),,
BZ-498,Senior (Fall),,,,,,Junior (Fall),,
BZ-541,Senior (Spring),,,,,,,,
CBE-101,,,,,Junior (Spring),Freshman (Spring),Sophomore (Spring),,
CBE-101A,Freshman (Spring),,,,Sophomore (Spring),Sophomore (Fall),Freshman (Fall),,
CBE-201,,,,,Junior (Fall),,Junior (Fall),,
CBE-205,,,,,Junior (Fall),,Junior (Fall),,
CBE-210,,,,,Senior (Spring),,Junior (Spring),,
CBE-393,,,,,Senior (Spring),,Junior (Spring),,
CHEM-103,Freshman (Spring),Sophomore (Fall),,,Freshman (Fall),Freshman (Fall),,,
CHEM-105,Sophomore (Fall),Freshman (Fall),Junior (Fall),,Sophomore (Spring),Sophomore (Fall),Sophomore (Fall),,Freshman (Fall)
CHEM-107,,,Senior (Summer),Freshman (Spring),Sophomore (Spring),Sophomore (Spring),,,Sophomore (Spring)
CHEM-108,,,,,,Senior (Fall),,,
CHEM-111,Sophomore (Fall),Sophomore (Fall),Sophomore (Fall),Sophomore (Fall),Sophomore (Spring),Sophomore (Spring),Sophomore (Fall),Freshman (Fall),Sophomore (Fall)
CHEM-113,Sophomore (Spring),Sophomore (Spring),Junior (Spring),Sophomore (Fall),Junior (Fall),Sophomore (Fall),Sophomore (Spring),Junior (Fall),Junior (Fall)
CHEM-120,,,,,Freshman (Fall),,Freshman (Fall),,
CHEM-192,,,,,Freshman (Fall),,Freshman (Fall),,
CHEM-231,Sophomore (Fall),,,,,,Senior (Fall),,
CHEM-241,Junior (Spring),,,,,,Sophomore (Spring),,
CHEM-245,Junior (Fall),,Sophomore (Spring),Junior (Spring),Junior (Fall),Junior (Fall),Junior (Fall),,Senior (Fall)
CHEM-263,Junior (Spring),,,Junior (Spring),,Sophomore (Spring),,,
CHEM-311,,,,,Senior (Fall),,Senior (Fall),,
CHEM-320,Senior (Fall),Senior (Fall),Senior (Fall),,Senior (Fall),,Senior (Fall),,
CHEM-333,Senior (Fall),Senior (Fall),,,,,Senior (Fall),,
CHEM-338,Senior (Spring),,,Senior (Spring),,,,,
CHEM-341,Junior (Fall),Junior (Fall),Junior (Fall),Senior (Fall),Junior (Fall),Junior (Fall),Junior (Fall),Junior (Fall),Junior (Fall)
CHEM-343,Junior (Spring),Senior (Spring),Senior (Spring),Junior (Spring),Senior (Spring),Senior (Spring),Junior (Spring),,Senior (Spring)
CHEM-384,Senior (Fall),,Junior (Fall),,Senior (Fall),,,,
CHEM-445,Junior (Fall),,Senior (Fall),,,,Senior (Fall),,
CHEM-448,Senior (Spring),Senior (Spring),,,Senior (Spring),,,,
CIS-200,Senior (Fall),,Junior (Summer),,Freshman (Fall),Sophomore (Fall),,,Freshman (Spring)
CIS-240,Senior (Spring),,,,,,,,
CIS-310,Senior (Fall),,,,,,,,
CIS-320,Senior (Spring),,,,,,,,
CIS-340,Senior (Spring),,,,,,,,
CIS-370,Senior (Spring),,,,,,,,
CIS-411,Senior (Spring),,,,,,,,
CIS-575,Senior (Fall),,,,,,,,
CIVE-102,,Freshman (Fall),,,,Sophomore (Fall),,,
CIVE-103,,,,,,Sophomore (Spring),,,
CIVE-260,,,,Sophomore (Spring),Junior (Fall),,,,
CIVE-261,Senior (Fall),,,,Junior (Spring),,,,
CIVE-360,Senior (Summer),,,,,,,,
CO-130,Sophomore (Fall),Freshman (Fall),,,Freshman (Spring),Sophomore (Spring),,Freshman (Fall),Freshman (Fall)
CO-150,Sophomore (Spring),Sophomore (Spring),Sophomore (Spring),Freshman (Spring),Sophomore (Spring),Sophomore (Spring),Sophomore (Spring),Freshman (Fall),Freshman (Spring)
CO-300,Junior (Fall),Junior (Fall),Junior (Spring),Junior (Fall),Junior (Fall),Sophomore (Fall),Junior (Spring),Sophomore (Fall),Junior (Fall)
CO-301A,Junior (Fall),,,,,,Junior (Fall),,
CO-301B,Junior (Fall),Junior (Fall),Junior (Spring),Junior (Fall),Junior (Fall),Junior (Fall),Junior (Fall),Junior (Fall),Junior (Fall)
CO-302,,,,,,Junior (Fall),,,
CON-101,Freshman (Fall),,,,,Freshman (Fall),,,
CON-151,Freshman (Spring),,,,,,Junior (Fall),,
CON-192,Sophomore (Fall),,,,,,,,
CON-251,Sophomore (Fall),,,,,,,,
CON-265,Sophomore (Fall),,,,,,,,
CON-317,Junior (Spring),,,,,,,,
CON-353,Junior (Spring),,,,,,,,
CON-358,Junior (Spring),,,,,,,,
CON-366,Junior (Spring),,,,,,,,
CS-110,Freshman (Fall),Freshman (Fall),Junior (Fall),Sophomore (Spring),Freshman (Fall),Freshman (Fall),Sophomore (Fall),,Sophomore (Fall)
CS-150B,Sophomore (Fall),Sophomore (Fall),Senior (Fall),Sophomore (Spring),Freshman (Fall),Freshman (Fall),Junior (Fall),,Freshman (Fall)
CS-152,Junior (Spring),,,,Freshman (Fall),Sophomore (Spring),Junior (Spring),,
CS-162,,,Sophomore (Spring),,Freshman (Fall),Sophomore (Spring),Junior (Fall),,
CS-163,Sophomore (Spring),,Junior (Fall),,,Sophomore (Fall),,,
CS-164,Sophomore (Spring),Junior (Spring),Senior (Fall),,Freshman (Spring),,Junior (Spring),,
CS-165,Junior (Summer),,Junior (Spring),,Freshman (Spring),Junior (Fall),,,
CS-192,,,,,Freshman (Fall),,,,
CS-201,Senior (Spring),,Senior (Fall),,Junior (Fall),,,,
CS-214,,,Senior (Fall),,,Junior (Spring),,,
CS-220,Senior (Summer),,Senior (Fall),,Junior (Fall),,Junior (Fall),,
CS-250,,,Senior (Summer),,,,,,
CS-312,,,Senior (Spring),,,,,,
CS-314,,,Senior (Fall),,,,,,
CS-320,,,Senior (Fall),,,,,,
CS-345,,,Senior (Spring),,,,Senior (Spring),,
CS-356,,,Senior (Fall),,,,,,
CS-435,,,Senior (Fall),,,,,,
CT-301,,,,,,Junior (Spring),,,
D-110,Sophomore (Fall),Freshman (Fall),,,Junior (Fall),Sophomore (Spring),Freshman (Spring),Sophomore (Spring),Freshman (Fall)
DM-182A,,,,Freshman (Fall),,,,,
DM-192A,,,,,Sophomore (Spring),,,,
DM-192B,,Freshman (Spring),,,Sophomore (Spring),,,,
DM-272,,,,,Freshman (Fall),,,,
DSCI-235,,,Senior (Spring),,,,,,
DSCI-320,,,Senior (Fall),,,,,,
DSCI-335,,Senior (Spring),Senior (Spring),,,,,,
DSCI-336,,,Senior (Spring),,,,,,
DSCI-369,Sophomore (Spring),,Senior (Spring),,,,,,
DSCI-445,,,Senior (Fall),,,,,,
DSCI-478,,,Senior (Spring),,,,,,
E-140,Freshman (Fall),Freshman (Fall),Freshman (Spring),Freshman (Fall),Freshman (Fall),Freshman (Fall),Sophomore (Fall),,
E-142,Freshman (Fall),Freshman (Fall),Sophomore (Fall),,Sophomore (Spring),Junior (Spring),Sophomore (Fall),,
E-150,,,,,,Freshman (Fall),,,
E-202,Senior (Spring),,,,,,,,
E-204,,,,,,,Junior (Spring),,
E-206,,,Sophomore (Spring),,,,,,
E-210,Junior (Spring),Sophomore (Spring),Junior (Fall),,Sophomore (Fall),Freshman (Fall),Sophomore (Spring),,Junior (Fall)
E-232,Sophomore (Fall),Freshman (Fall),,,Freshman (Fall),Sophomore (Fall),Sophomore (Fall),Sophomore (Fall),
E-236,Sophomore (Fall),Junior (Spring),Junior (Fall),,Sophomore (Fall),Sophomore (Fall),Freshman (Fall),,Freshman (Fall)
E-237,Freshman (Fall),,,Sophomore (Fall),Freshman (Fall),,,,
E-238,Sophomore (Fall),,,,Sophomore (Spring),,Freshman (Spring),,
E-240,,,,,,Freshman (Fall),,,
E-242,Sophomore (Fall),,,,Sophomore (Fall),,Junior (Spring),,
E-245,Sophomore (Fall),Sophomore (Fall),Junior (Spring),,Junior (Fall),Freshman (Fall),Freshman (Spring),,
E-270,Sophomore (Fall),Junior (Fall),,,Freshman (Spring),Sophomore (Fall),,,
E-276,Freshman (Fall),,,,Freshman (Fall),,Sophomore (Fall),,
E-277,,,,,,Freshman (Spring),Freshman (Fall),,
E-311A,,,,,Junior (Fall),Junior (Fall),Senior (Fall),,
E-311B,,,,,,Sophomore (Spring),Junior (Fall),,
E-328,,Senior (Spring),,,,,,,
E-333,,,,,Sophomore (Fall),,,,
E-352,,,Senior (Summer),,,,,,
E-412A,,,,,Junior (Spring),,,,
EAP-102,Freshman (Fall),,,,,,,,
ECE-102,,,Sophomore (Fall),,Freshman (Fall),,,,
ECE-204,Senior (Spring),,,,Junior (Spring),,,,
ECON-101,Sophomore (Spring),,Sophomore (Spring),Sophomore (Fall),Sophomore (Fall),Freshman (Fall),,,
ECON-202,Freshman (Fall),Sophomore (Spring),Sophomore (Spring),Junior (Fall),Sophomore (Fall),Junior (Fall),Junior (Fall),,Sophomore (Spring)
ECON-204,Junior (Fall),,,,Junior (Spring),Sophomore (Fall),,,Freshman (Spring)
ECON-211,Freshman (Fall),Freshman (Spring),Sophomore (Fall),Sophomore (Fall),Sophomore (Fall),Sophomore (Spring),Freshman (Spring),Freshman (Fall),Sophomore (Fall)
ECON-212,Sophomore (Fall),Freshman (Fall),Sophomore (Fall),Freshman (Fall),Sophomore (Fall),Junior (Fall),,,
ECON-235,,,,,Senior (Summer),,,,
ECON-240,,Freshman (Fall),,Junior (Fall),Freshman (Fall),Freshman (Fall),,,
EDUC-275,Freshman (Fall),,,,Freshman (Fall),Junior (Fall),Junior (Spring),,
ENGR-101,,,Freshman (Fall),,,,Sophomore (Fall),,
ENGR-120,,,,,Freshman (Fall),,,,
ENGR-180A2,Junior (Fall),Freshman (Fall),Freshman (Fall),,Sophomore (Fall),Freshman (Fall),Sophomore (Fall),,
ENGR-533,Senior (Fall),,,,,,,,
ERHS-210,,,,Sophomore (Fall),,,,,
ERHS-220,Sophomore (Fall),,,Sophomore (Fall),Sophomore (Spring),Sophomore (Fall),Sophomore (Fall),,Sophomore (Fall)
ERHS-320,,,,Senior (Fall),,,Junior (Fall),,Senior (Fall)
ERHS-332,Junior (Spring),,,Senior (Spring),,,Senior (Spring),,Senior (Spring)
ERHS-340,Junior (Fall),,,Junior (Fall),Senior (Fall),,Senior (Fall),,
ERHS-350,,,,Senior (Fall),,,,,Senior (Fall)
ERHS-380A1,,,,Senior (Spring),,,,,
ERHS-410,,,,Senior (Spring),,,,,Senior (Spring)
ERHS-430,Senior (Fall),,,Senior (Fall),,,Senior (Fall),,Senior (Fall)
ERHS-446,,,,Senior (Fall),,,,,Senior (Fall)
ERHS-448,,,,Senior (Fall),,,,,
ERHS-450,,,,Senior (Spring),,,Junior (Spring),,Senior (Spring)
ERHS-479,,,,Senior (Spring),,,,,Junior (Spring)
ERHS-482A,Senior (Summer),,,Senior (Summer),,,,,
ERHS-484,,,,Senior (Fall),,,,,
ERHS-487,,,,Senior (Summer),,,,,Junior (Summer)
ERHS-498,,,,Senior (Fall),,,,,Junior (Fall)
ERHS-501,,,,,,Senior (Fall),,,
ESS-120,,,,Freshman (Fall),Freshman (Fall),Freshman (Fall),Junior (Fall),,
ESS-129,,,,Freshman (Fall),Sophomore (Fall),Freshman (Fall),Junior (Fall),,
ESS-130,,,,Freshman (Spring),Sophomore (Spring),Freshman (Spring),Junior (Spring),,
ESS-210,,,,,Freshman (Fall),,,,
ETST-100,Junior (Fall),Freshman (Fall),Freshman (Fall),Junior (Fall),Sophomore (Fall),Sophomore (Fall),Sophomore (Spring),,Freshman (Fall)
ETST-110,Freshman (Summer),Freshman (Summer),,,Freshman (Summer),,Freshman (Summer),,
ETST-120,,,,,Freshman (Summer),Freshman (Summer),,,
ETST-201,,,,,,,Freshman (Fall),,
ETST-205,Sophomore (Fall),Freshman (Fall),,,Sophomore (Fall),Junior (Fall),Freshman (Fall),Freshman (Fall),
ETST-240,Sophomore (Fall),,,,Freshman (Fall),,Junior (Fall),,Freshman (Fall)
ETST-242,,,,,,Freshman (Spring),,,
ETST-250,Junior (Fall),Freshman (Fall),Sophomore (Fall),Freshman (Fall),Freshman (Fall),Freshman (Fall),Junior (Fall),,Sophomore (Fall)
ETST-252,Sophomore (Fall),Sophomore (Fall),,Junior (Summer),Sophomore (Fall),Freshman (Summer),Sophomore (Fall),,
ETST-253,Junior (Summer),Junior (Summer),Senior (Fall),Sophomore (Summer),Freshman (Fall),,,,
ETST-255,,,,,Junior (Spring),Sophomore (Fall),,,
ETST-257,,,,,Freshman (Fall),,,,
ETST-260,,,,Junior (Spring),,,Junior (Spring),,
ETST-265,,,,,Sophomore (Fall),,,,
ETST-270,,,,,Sophomore (Fall),,,,
ETST-277,,,,,Freshman (Fall),Freshman (Fall),,,
ETST-305,Senior (Fall),,,,,,Senior (Fall),,
ETST-354,Sophomore (Fall),,,,,,,,
ETST-420,,,,,Senior (Fall),,,,
ETST-430,,,,,,,Senior (Spring),,
ETST-444,Senior (Spring),,,,,,,,
F-101,,,,,Sophomore (Fall),,,,
F-209,,,,,Sophomore (Fall),,,,
F-313,,,,,Sophomore (Spring),,,,
FACS-320,,,,Junior (Summer),Junior (Fall),Junior (Fall),Senior (Fall),,Sophomore (Fall)
FIN-200,Senior (Fall),,,Sophomore (Spring),Senior (Fall),Junior (Fall),Senior (Fall),Junior (Fall),
FIN-300,Junior (Summer),,,,,Senior (Fall),,,
FIN-305,Senior (Fall),,Senior (Fall),Senior (Summer),Junior (Spring),Senior (Fall),,,
FIN-310,,,,,,Junior (Spring),,,
FSHN-115,Senior (Fall),,,,Junior (Spring),Junior (Spring),,,Freshman (Fall)
FSHN-125,Junior (Fall),Freshman (Fall),,Sophomore (Fall),Freshman (Fall),Freshman (Fall),Sophomore (Spring),,Freshman (Fall)
FSHN-150,Sophomore (Fall),Junior (Spring),,Sophomore (Fall),Sophomore (Fall),Sophomore (Fall),Sophomore (Fall),,Freshman (Fall)
FSHN-180A2,Sophomore (Fall),,,,,Freshman (Fall),,,
FSHN-192,,,,,Freshman (Fall),Freshman (Fall),,,
FSHN-220,Senior (Fall),,,,Senior (Fall),Junior (Fall),,,Junior (Fall)
FSHN-292,,,,,Sophomore (Fall),Senior (Fall),,,
FSHN-300,,,,Senior (Fall),Senior (Spring),,,,
FSHN-340,Senior (Spring),,,,Senior (Spring),Junior (Spring),,,
FSHN-342A,,,,,Junior (Summer),Sophomore (Summer),,,
FSHN-350,Senior (Spring),Senior (Fall),,Senior (Fall),Junior (Spring),Junior (Fall),,,Junior (Fall)
FSHN-360,,,,,,Junior (Spring),,,
FSHN-382A,,,,,Sophomore (Summer),,,,
FSHN-428,,Senior (Spring),,,Senior (Spring),Senior (Spring),,,
FSHN-435,,,,,Senior (Summer),,,,
FSHN-444,Senior (Fall),,,,Senior (Fall),Senior (Fall),,,
FSHN-445,,,,,Senior (Fall),,,,
FSHN-449,,Senior (Fall),,,Senior (Fall),Junior (Fall),,,
FSHN-451,Senior (Fall),,,,,,,,
FSHN-453,,,,,Senior (Spring),Senior (Spring),,,
FSHN-455,Senior (Fall),,,,Senior (Fall),,,,
