course_id,Anatomy and Physiology,Behavioral and Cognitive Neuroscience,Cell and Molecular Neuroscience,Environmental and Public Health,Exercise Science,Health Promotion,Microbiology and Infectious Disease,Neuroscience,Other
STAT-301,Junior (Fall),Junior (Fall),Junior (Spring),Junior (Spring),Junior (Fall),Junior (Fall),Senior (Fall),,Junior (Fall)
STAT-302A,,,,,Senior (Fall),Sophomore (Fall),,,
STAT-307,Junior (Spring),Senior (Fall),Senior (Fall),Senior (Fall),Junior (Fall),Junior (Fall),Senior (Fall),Sophomore (Fall),Junior (Fall)
STAT-315,Senior (Fall),,Senior (Spring),,Junior (Fall),,,,
STAT-331,,Senior (Fall),,,,,,,
STAT-341,,Senior (Fall),Senior (Fall),,,,Senior (Fall),,
STAT-342,,Senior (Spring),Senior (Spring),,,,Senior (Spring),,
STAT-384,,,,,,,Senior (Spring),,
STAT-420,,,Senior (Fall),,,,Senior (Fall),,
STAT-460,,,Senior (Spring),,,,,,
STAT-495,,,,,,Freshman (Fall),,,
TH-141,Sophomore (Fall),Sophomore (Fall),Freshman (Fall),,Sophomore (Fall),Sophomore (Spring),Sophomore (Summer),,
TH-400,,,,,Sophomore (Fall),,,,
VMBS-100,Sophomore (Fall),Freshman (Fall),,Freshman (Fall),Freshman (Fall),Freshman (Fall),Sophomore (Fall),,Freshman (Fall)
VMBS-101,Freshman (Summer),,,,,,,,
VMBS-165,Sophomore (Spring),Sophomore (Spring),,,,,Senior (Spring),Sophomore (Spring),
VMBS-180A1,Freshman (Summer),,,,,,,,
VMBS-180A2,Sophomore (Spring),,,,,,Sophomore (Spring),,
VMBS-192,Sophomore (Fall),Freshman (Fall),,,,,Sophomore (Fall),Freshman (Fall),Freshman (Fall)
VMBS-480A1,,,Junior (Fall),Junior (Fall),,,,,
VS-331,Senior (Spring),,Senior (Fall),,Junior (Spring),,Senior (Fall),,
VS-333,Senior (Fall),,,,,,Junior (Fall),,
VS-495,Junior (Fall),Sophomore (Fall),Sophomore (Fall),,Sophomore (Fall),,Sophomore (Fall),,
WR-204,,,,,Freshman (Spring),Sophomore (Spring),,,
WS-200,Freshman (Fall),Sophomore (Spring),,,Senior (Fall),Freshman (Spring),Sophomore (Fall),,
WS-270,,Freshman (Fall),,,Freshman (Fall),,,,
WS-397,,,,,,,Sophomore (Fall),,
WS-472,Senior (Spring),,,,,,,,
WS-495,,,,,Junior (Spring),,,,
