course_id,major_group,term_year,term_season,term_class_level,course_grade
AA-100,Anatomy and Physiology,2025,Spring,Junior,A
AA-100,Anatomy and Physiology,2025,Summer,Junior,A
AA-100,Behavioral and Cognitive Neuroscience,2025,Fall,Senior,F
AA-100,Exercise Science,2022,Fall,Freshman,B
AA-100,Exercise Science,2023,Fall,Freshman,B+
AA-100,Exercise Science,2023,Fall,Freshman,C+
AA-100,Exercise Science,2023,Fall,Freshman,W
AA-100,Exercise Science,2023,Spring,Sophomore,B
AA-100,Exercise Science,2024,Fall,Freshman,C
AA-100,Exercise Science,2024,Spring,Sophomore,B
AA-100,Exercise Science,2025,Spring,Sophomore,A
AA-100,Health Promotion,2021,Fall,Freshman,B
AA-100,Health Promotion,2021,Fall,Freshman,W
AA-100,Health Promotion,2025,Spring,Sophomore,C+
AA-100,Microbiology and Infectious Disease,2022,Fall,Sophomore,B+
AA-101,Exercise Science,2024,Fall,Freshman,C
AA-101,Exercise Science,2024,Spring,Sophomore,A
AA-101,Exercise Science,2025,Spring,Sophomore,B
AA-101,Health Promotion,2025,Spring,Sophomore,B
AB-480A2,Health Promotion,2023,Spring,Sophomore,F
AB-509,Microbiology and Infectious Disease,2024,Fall,Senior,B
ACT-205,Anatomy and Physiology,2023,Spring,Freshman,B
ACT-205,Anatomy and Physiology,2024,Spring,Junior,A
ACT-205,Anatomy and Physiology,2024,Spring,Senior,A+
ACT-205,Anatomy and Physiology,2025,Spring,Junior,A+
ACT-205,Cell and Molecular Neuroscience,2025,Spring,Junior,A
ACT-205,Environmental and Public Health,2024,Spring,Sophomore,C+
ACT-205,Environmental and Public Health,2024,Summer,Junior,C+
ACT-205,Exercise Science,2023,Fall,Junior,A
ACT-205,Exercise Science,2023,Fall,Sophomore,C
ACT-205,Exercise Science,2023,Spring,Sophomore,B-
ACT-205,Exercise Science,2024,Fall,Junior,B
ACT-205,Exercise Science,2024,Fall,Senior,B-
ACT-205,Exercise Science,2024,Fall,Sophomore,B+
ACT-205,Exercise Science,2024,Spring,Junior,A
ACT-205,Exercise Science,2024,Spring,Junior,B+
ACT-205,Exercise Science,2025,Fall,Junior,A
ACT-205,Exercise Science,2025,Fall,Sophomore,A+
ACT-205,Exercise Science,2025,Spring,Freshman,F
ACT-205,Exercise Science,2025,Spring,Sophomore,A
ACT-205,Exercise Science,2025,Summer,Junior,B
ACT-205,Exercise Science,2025,Summer,Junior,B+
ACT-205,Health Promotion,2023,Spring,Sophomore,C
ACT-205,Health Promotion,2024,Fall,Junior,A+
ACT-205,Health Promotion,2024,Fall,Junior,C
ACT-205,Health Promotion,2024,Fall,Junior,C+
ACT-205,Health Promotion,2024,Fall,Senior,B
ACT-205,Health Promotion,2024,Spring,Junior,A
ACT-205,Health Promotion,2024,Spring,Junior,A+
ACT-205,Health Promotion,2024,Spring,Sophomore,A+
ACT-205,Health Promotion,2024,Summer,Junior,C
ACT-205,Health Promotion,2025,Fall,Junior,A
ACT-205,Health Promotion,2025,Fall,Junior,C+
ACT-205,Health Promotion,2025,Fall,Sophomore,C+
ACT-205,Health Promotion,2025,Spring,Junior,C+
ACT-205,Health Promotion,2025,Spring,Junior,W
ACT-205,Health Promotion,2025,Spring,Senior,W
ACT-205,Health Promotion,2025,Spring,Sophomore,A
ACT-205,Health Promotion,2025,Summer,Senior,B-
ACT-205,Microbiology and Infectious Disease,2025,Spring,Sophomore,A
ACT-205,Other,2025,Spring,Sophomore,B-
ACT-210,Anatomy and Physiology,2022,Spring,Sophomore,A
ACT-210,Exercise Science,2024,Fall,Sophomore,B+
ACT-210,Exercise Science,2024,Spring,Sophomore,A
ACT-210,Exercise Science,2024,Spring,Sophomore,C
ACT-210,Exercise Science,2025,Summer,Senior,C
ACT-210,Health Promotion,2021,Spring,Freshman,W
ACT-210,Health Promotion,2024,Spring,Junior,A+
ACT-210,Other,2025,Spring,Freshman,B+
ACT-220,Anatomy and Physiology,2022,Fall,Junior,A
ACT-220,Exercise Science,2024,Fall,Junior,A
ACT-220,Health Promotion,2025,Spring,Senior,A
AGED-110,Anatomy and Physiology,2024,Spring,Sophomore,A
AGED-110,Anatomy and Physiology,2024,Spring,Sophomore,NGC
AGED-110,Microbiology and Infectious Disease,2025,Spring,Junior,A
AGED-110,Microbiology and Infectious Disease,2025,Spring,Junior,NGC
AGED-220,Anatomy and Physiology,2024,Fall,Junior,A
AGED-220,Microbiology and Infectious Disease,2024,Fall,Junior,A
AGED-330,Anatomy and Physiology,2025,Spring,Senior,A
AGRI-116,Anatomy and Physiology,2023,Fall,Junior,A+
AGRI-116,Anatomy and Physiology,2023,Fall,Junior,B
AGRI-116,Anatomy and Physiology,2023,Fall,Junior,NGC
AGRI-116,Exercise Science,2023,Fall,Sophomore,C
AGRI-116,Exercise Science,2023,Fall,Sophomore,NGC
AGRI-116,Microbiology and Infectious Disease,2023,Fall,Junior,A+
AGRI-116,Microbiology and Infectious Disease,2023,Fall,Junior,NGC
AHS-280A1,Behavioral and Cognitive Neuroscience,2024,Fall,Freshman,B-
AHS-280A1,Exercise Science,2024,Fall,Sophomore,C
AHS-280A1,Health Promotion,2025,Fall,Junior,A
AHS-487B,Anatomy and Physiology,2025,Fall,Senior,A+
AM-101,Exercise Science,2022,Fall,Freshman,B+
AM-110,Exercise Science,2023,Spring,Sophomore,C
AM-110,Exercise Science,2023,Spring,Sophomore,NGC
AM-130,Anatomy and Physiology,2025,Fall,Sophomore,A+
AM-130,Exercise Science,2023,Spring,Sophomore,B
AM-130,Exercise Science,2025,Fall,Freshman,B-
AM-130,Exercise Science,2025,Fall,Freshman,F
AM-130,Health Promotion,2023,Fall,Sophomore,B
AM-130,Microbiology and Infectious Disease,2024,Fall,Sophomore,A
AM-130,Microbiology and Infectious Disease,2024,Spring,Sophomore,A+
AM-143,Exercise Science,2023,Spring,Sophomore,B-
AM-143,Exercise Science,2023,Spring,Sophomore,NGC
AM-220,Exercise Science,2023,Fall,Sophomore,C
AM-220,Exercise Science,2023,Fall,Sophomore,NGC
AM-250,Environmental and Public Health,2023,Fall,Sophomore,B
AM-250,Exercise Science,2023,Fall,Freshman,A-
AM-250,Exercise Science,2023,Fall,Sophomore,A-
AM-250,Exercise Science,2023,Spring,Sophomore,B+
AM-250,Exercise Science,2025,Fall,Junior,F
AM-250,Microbiology and Infectious Disease,2023,Spring,Sophomore,A
AM-364,Anatomy and Physiology,2025,Summer,Sophomore,D
AMST-100,Anatomy and Physiology,2024,Spring,Junior,A+
AMST-100,Cell and Molecular Neuroscience,2024,Spring,Sophomore,A+
AMST-100,Exercise Science,2022,Fall,Sophomore,D
AMST-100,Exercise Science,2024,Fall,Junior,C+
AMST-100,Exercise Science,2024,Spring,Junior,A+
AMST-100,Exercise Science,2024,Spring,Junior,C+
AMST-100,Exercise Science,2025,Fall,Senior,A-
AMST-100,Exercise Science,2025,Fall,Sophomore,B-
AMST-100,Exercise Science,2025,Spring,Sophomore,A-
AMST-100,Exercise Science,2025,Spring,Sophomore,B-
AMST-100,Health Promotion,2022,Fall,Sophomore,D
AMST-100,Health Promotion,2024,Fall,Freshman,B
AMST-100,Microbiology and Infectious Disease,2024,Fall,Sophomore,A-
AMST-100,Microbiology and Infectious Disease,2025,Fall,Freshman,A
AMST-100,Neuroscience,2024,Fall,Sophomore,A
AMST-100,Neuroscience,2025,Fall,Sophomore,A+
AMST-101,Anatomy and Physiology,2023,Fall,Junior,A+
AMST-101,Anatomy and Physiology,2024,Fall,Junior,A+
AMST-101,Anatomy and Physiology,2024,Spring,Sophomore,A
AMST-101,Anatomy and Physiology,2025,Spring,Sophomore,A
AMST-101,Behavioral and Cognitive Neuroscience,2023,Spring,Freshman,C+
AMST-101,Behavioral and Cognitive Neuroscience,2024,Fall,Freshman,B
AMST-101,Behavioral and Cognitive Neuroscience,2025,Fall,Sophomore,B
AMST-101,Behavioral and Cognitive Neuroscience,2025,Spring,Sophomore,A
AMST-101,Cell and Molecular Neuroscience,2025,Fall,Senior,B
AMST-101,Environmental and Public Health,2024,Spring,Junior,A
AMST-101,Environmental and Public Health,2024,Spring,Sophomore,C
AMST-101,Environmental and Public Health,2025,Fall,Sophomore,A-
AMST-101,Environmental and Public Health,2025,Fall,Sophomore,B-
AMST-101,Environmental and Public Health,2025,Spring,Sophomore,A-
AMST-101,Exercise Science,2023,Spring,Sophomore,B+
AMST-101,Exercise Science,2024,Fall,Freshman,B+
AMST-101,Exercise Science,2024,Fall,Junior,A
AMST-101,Exercise Science,2024,Fall,Senior,C
AMST-101,Exercise Science,2024,Fall,Sophomore,A+
AMST-101,Exercise Science,2025,Fall,Senior,A-
AMST-101,Exercise Science,2025,Fall,Senior,B+
AMST-101,Exercise Science,2025,Fall,Sophomore,A+
AMST-101,Exercise Science,2025,Fall,Sophomore,B
AMST-101,Exercise Science,2025,Spring,Junior,A+
AMST-101,Exercise Science,2025,Spring,Junior,A-
AMST-101,Health Promotion,2022,Fall,Freshman,B+
AMST-101,Health Promotion,2022,Spring,Sophomore,B
AMST-101,Health Promotion,2023,Fall,Junior,B+
AMST-101,Health Promotion,2023,Fall,Sophomore,A
AMST-101,Health Promotion,2023,Spring,Sophomore,B
AMST-101,Health Promotion,2024,Fall,Freshman,A
AMST-101,Health Promotion,2024,Fall,Junior,A
AMST-101,Health Promotion,2024,Fall,Sophomore,B-
AMST-101,Health Promotion,2024,Spring,Sophomore,A
AMST-101,Health Promotion,2024,Spring,Sophomore,B
AMST-101,Health Promotion,2025,Fall,Junior,A
AMST-101,Health Promotion,2025,Fall,Senior,A-
AMST-101,Health Promotion,2025,Fall,Sophomore,B
AMST-101,Health Promotion,2025,Spring,Junior,A+
AMST-101,Health Promotion,2025,Spring,Senior,B+
AMST-101,Health Promotion,2025,Spring,Sophomore,A-
AMST-101,Health Promotion,2025,Spring,Sophomore,B
AMST-101,Health Promotion,2025,Spring,Sophomore,B-
AMST-101,Microbiology and Infectious Disease,2024,Spring,Junior,A
AMST-101,Other,2021,Fall,Freshman,C
AMST-101,Other,2024,Spring,Junior,B
AMST-101,Other,2025,Fall,Junior,A
ANEQ-101,Anatomy and Physiology,2022,Fall,Freshman,A
ANEQ-101,Anatomy and Physiology,2022,Fall,Freshman,NGC
ANEQ-101,Anatomy and Physiology,2022,Fall,Junior,A+
ANEQ-101,Anatomy and Physiology,2022,Fall,Junior,NGC
ANEQ-101,Anatomy and Physiology,2023,Fall,Freshman,A-
ANEQ-101,Anatomy and Physiology,2023,Fall,Freshman,NGC
ANEQ-101,Anatomy and Physiology,2023,Fall,Sophomore,A+
ANEQ-101,Anatomy and Physiology,2023,Fall,Sophomore,NGC
ANEQ-101,Anatomy and Physiology,2024,Fall,Sophomore,A+
ANEQ-101,Anatomy and Physiology,2024,Fall,Sophomore,NGC
ANEQ-101,Exercise Science,2022,Fall,Freshman,C
ANEQ-101,Exercise Science,2022,Fall,Freshman,NGC
ANEQ-101,Exercise Science,2023,Fall,Freshman,C
ANEQ-101,Exercise Science,2023,Fall,Freshman,NGC
ANEQ-101,Exercise Science,2023,Fall,Freshman,W
ANEQ-101,Exercise Science,2024,Fall,Sophomore,W
ANEQ-101,Health Promotion,2022,Fall,Freshman,F
ANEQ-101,Health Promotion,2022,Fall,Freshman,NGC
ANEQ-101,Health Promotion,2024,Fall,Freshman,C+
ANEQ-101,Health Promotion,2024,Fall,Freshman,NGC
ANEQ-101,Microbiology and Infectious Disease,2021,Fall,Freshman,B+
ANEQ-101,Microbiology and Infectious Disease,2021,Fall,Freshman,NGC
ANEQ-101,Microbiology and Infectious Disease,2023,Fall,Freshman,A+
ANEQ-101,Microbiology and Infectious Disease,2023,Fall,Freshman,NGC
ANEQ-101,Microbiology and Infectious Disease,2023,Fall,Sophomore,A
ANEQ-101,Microbiology and Infectious Disease,2023,Fall,Sophomore,NGC
ANEQ-101,Other,2026,Spring,Freshman,NGC
ANEQ-102,Anatomy and Physiology,2022,Fall,Freshman,A
ANEQ-102,Anatomy and Physiology,2022,Fall,Freshman,NGC
ANEQ-102,Anatomy and Physiology,2024,Fall,Sophomore,A
ANEQ-102,Anatomy and Physiology,2024,Fall,Sophomore,NGC
ANEQ-102,Behavioral and Cognitive Neuroscience,2022,Fall,Freshman,A
ANEQ-102,Behavioral and Cognitive Neuroscience,2022,Fall,Freshman,NGC
ANEQ-102,Exercise Science,2022,Fall,Sophomore,B
ANEQ-102,Exercise Science,2022,Fall,Sophomore,NGC
ANEQ-102,Health Promotion,2024,Fall,Freshman,F
ANEQ-102,Health Promotion,2024,Fall,Freshman,NGC
ANEQ-102,Microbiology and Infectious Disease,2022,Fall,Junior,B
ANEQ-102,Microbiology and Infectious Disease,2022,Fall,Junior,NGC
ANEQ-102,Microbiology and Infectious Disease,2024,Fall,Junior,A
ANEQ-102,Microbiology and Infectious Disease,2024,Fall,Junior,NGC
ANEQ-102,Other,2021,Fall,Junior,B
ANEQ-102,Other,2021,Fall,Junior,NGC
ANEQ-105,Anatomy and Physiology,2022,Fall,Freshman,A+
ANEQ-105,Anatomy and Physiology,2022,Spring,Sophomore,A+
ANEQ-105,Anatomy and Physiology,2024,Spring,Sophomore,A
ANEQ-105,Behavioral and Cognitive Neuroscience,2022,Fall,Freshman,A
ANEQ-105,Exercise Science,2022,Fall,Sophomore,A
ANEQ-105,Exercise Science,2023,Fall,Freshman,B+
ANEQ-105,Exercise Science,2023,Spring,Freshman,B
ANEQ-105,Health Promotion,2023,Spring,Freshman,F
ANEQ-105,Microbiology and Infectious Disease,2022,Spring,Sophomore,A
ANEQ-105,Microbiology and Infectious Disease,2024,Fall,Junior,W
ANEQ-105,Microbiology and Infectious Disease,2024,Spring,Sophomore,A
ANEQ-115,Anatomy and Physiology,2023,Spring,Sophomore,A+
ANEQ-115,Anatomy and Physiology,2023,Spring,Sophomore,NGC
ANEQ-115,Anatomy and Physiology,2025,Spring,Junior,B
ANEQ-115,Anatomy and Physiology,2025,Spring,Junior,NGC
ANEQ-115,Behavioral and Cognitive Neuroscience,2023,Spring,Sophomore,A+
ANEQ-115,Behavioral and Cognitive Neuroscience,2023,Spring,Sophomore,NGC
ANEQ-115,Exercise Science,2023,Spring,Junior,A
ANEQ-115,Exercise Science,2023,Spring,Junior,NGC
ANEQ-115,Microbiology and Infectious Disease,2022,Spring,Sophomore,A+
ANEQ-115,Microbiology and Infectious Disease,2022,Spring,Sophomore,NGC
ANEQ-180A2,Microbiology and Infectious Disease,2021,Fall,Freshman,C
ANEQ-193,Anatomy and Physiology,2022,Fall,Freshman,A
ANEQ-193,Anatomy and Physiology,2023,Fall,Freshman,A
ANEQ-193,Anatomy and Physiology,2023,Fall,Sophomore,A
ANEQ-193,Anatomy and Physiology,2024,Fall,Sophomore,A
ANEQ-193,Exercise Science,2022,Fall,Freshman,C
ANEQ-193,Exercise Science,2022,Fall,Sophomore,A
ANEQ-193,Exercise Science,2023,Fall,Freshman,A
ANEQ-193,Exercise Science,2024,Fall,Sophomore,A
ANEQ-193,Exercise Science,2024,Fall,Sophomore,D
ANEQ-193,Health Promotion,2022,Fall,Freshman,B
ANEQ-193,Health Promotion,2024,Fall,Freshman,B
ANEQ-193,Health Promotion,2024,Fall,Freshman,C
ANEQ-201B,Microbiology and Infectious Disease,2023,Spring,Junior,RF
ANEQ-201B,Microbiology and Infectious Disease,2024,Summer,Senior,A
ANEQ-250,Anatomy and Physiology,2022,Fall,Junior,A
ANEQ-250,Anatomy and Physiology,2022,Fall,Junior,NGC
ANEQ-250,Exercise Science,2023,Fall,Sophomore,B
ANEQ-250,Exercise Science,2023,Fall,Sophomore,NGC
ANEQ-292,Anatomy and Physiology,2023,Spring,Sophomore,A+
ANEQ-292,Exercise Science,2023,Spring,Junior,A+
ANEQ-292,Microbiology and Infectious Disease,2022,Spring,Sophomore,A
ANEQ-293,Anatomy and Physiology,2023,Spring,Junior,A
ANEQ-293,Microbiology and Infectious Disease,2024,Spring,Sophomore,A
ANEQ-300A,Anatomy and Physiology,2022,Spring,Sophomore,A+
ANEQ-300A,Exercise Science,2024,Fall,Sophomore,F
ANEQ-305,Anatomy and Physiology,2023,Fall,Sophomore,RC
ANEQ-305,Anatomy and Physiology,2024,Spring,Sophomore,A
ANEQ-305,Anatomy and Physiology,2024,Summer,Junior,A
ANEQ-305,Exercise Science,2023,Spring,Junior,B
ANEQ-305,Microbiology and Infectious Disease,2022,Fall,Sophomore,A
ANEQ-305,Microbiology and Infectious Disease,2023,Fall,Senior,A
ANEQ-305,Microbiology and Infectious Disease,2023,Spring,Junior,W
ANEQ-310,Anatomy and Physiology,2023,Spring,Junior,A
ANEQ-310,Anatomy and Physiology,2024,Fall,Junior,A
ANEQ-320,Anatomy and Physiology,2023,Fall,Senior,A
ANEQ-320,Anatomy and Physiology,2023,Fall,Senior,NGC
ANEQ-320,Anatomy and Physiology,2024,Fall,Senior,C
ANEQ-320,Anatomy and Physiology,2024,Fall,Senior,NGC
ANEQ-320,Anatomy and Physiology,2024,Fall,Senior,RD
ANEQ-320,Anatomy and Physiology,2024,Spring,Junior,A
ANEQ-320,Anatomy and Physiology,2024,Spring,Junior,NGC
ANEQ-320,Anatomy and Physiology,2024,Spring,Sophomore,B
ANEQ-320,Anatomy and Physiology,2024,Spring,Sophomore,NGC
ANEQ-320,Anatomy and Physiology,2025,Fall,Junior,A
ANEQ-320,Anatomy and Physiology,2025,Fall,Junior,C
ANEQ-320,Anatomy and Physiology,2025,Fall,Junior,NGC
ANEQ-320,Anatomy and Physiology,2025,Fall,Senior,A
ANEQ-320,Anatomy and Physiology,2025,Fall,Senior,B
ANEQ-320,Anatomy and Physiology,2025,Fall,Senior,NGC
ANEQ-320,Anatomy and Physiology,2025,Spring,Junior,B
ANEQ-320,Anatomy and Physiology,2025,Spring,Junior,NGC
ANEQ-320,Anatomy and Physiology,2026,Spring,Senior,NGC
ANEQ-320,Microbiology and Infectious Disease,2025,Fall,Senior,A
ANEQ-320,Microbiology and Infectious Disease,2025,Fall,Senior,NGC
ANEQ-320,Microbiology and Infectious Disease,2026,Spring,Senior,NGC
ANEQ-328,Anatomy and Physiology,2022,Fall,Junior,A
ANEQ-328,Anatomy and Physiology,2023,Fall,Sophomore,B
ANEQ-328,Microbiology and Infectious Disease,2022,Fall,Sophomore,A
ANEQ-328,Microbiology and Infectious Disease,2023,Spring,Junior,A
ANEQ-334,Microbiology and Infectious Disease,2025,Summer,Senior,A
ANEQ-344,Microbiology and Infectious Disease,2025,Fall,Senior,B+
ANEQ-345,Microbiology and Infectious Disease,2024,Spring,Senior,W
ANEQ-346,Microbiology and Infectious Disease,2024,Fall,Senior,C
ANEQ-346,Microbiology and Infectious Disease,2024,Fall,Senior,NGC
ANEQ-351,Microbiology and Infectious Disease,2024,Fall,Senior,A-
ANEQ-351,Microbiology and Infectious Disease,2024,Fall,Senior,NGC
ANEQ-360,Anatomy and Physiology,2023,Fall,Senior,A
ANEQ-360,Anatomy and Physiology,2024,Fall,Junior,A
ANEQ-360,Microbiology and Infectious Disease,2022,Fall,Sophomore,A
ANEQ-365,Microbiology and Infectious Disease,2025,Spring,Senior,A+
ANEQ-365,Microbiology and Infectious Disease,2025,Spring,Senior,NGC
ANEQ-384,Anatomy and Physiology,2023,Spring,Sophomore,S
ANEQ-384,Microbiology and Infectious Disease,2024,Fall,Junior,S
ANEQ-440,Microbiology and Infectious Disease,2025,Fall,Senior,A
ANEQ-486,Microbiology and Infectious Disease,2025,Fall,Senior,S
ANEQ-487B,Microbiology and Infectious Disease,2025,Summer,Senior,S
ANEQ-522,Anatomy and Physiology,2025,Fall,Senior,A
ANTH-100,Anatomy and Physiology,2022,Fall,Freshman,B
ANTH-100,Anatomy and Physiology,2025,Spring,Sophomore,B
ANTH-100,Environmental and Public Health,2025,Fall,Freshman,C
ANTH-100,Exercise Science,2022,Spring,Sophomore,A
ANTH-100,Exercise Science,2023,Spring,Freshman,B
ANTH-100,Exercise Science,2023,Spring,Sophomore,B
ANTH-100,Exercise Science,2024,Fall,Freshman,B
ANTH-100,Exercise Science,2024,Spring,Junior,B
ANTH-100,Exercise Science,2024,Spring,Sophomore,C
ANTH-100,Exercise Science,2024,Spring,Sophomore,D
ANTH-100,Exercise Science,2025,Spring,Sophomore,D
ANTH-100,Health Promotion,2017,Fall,Freshman,W
ANTH-100,Health Promotion,2022,Fall,Freshman,A
ANTH-100,Health Promotion,2022,Fall,Sophomore,B
ANTH-100,Health Promotion,2025,Spring,Senior,A
ANTH-100,Microbiology and Infectious Disease,2024,Fall,Freshman,A
ANTH-100,Microbiology and Infectious Disease,2024,Fall,Junior,A
ANTH-100,Microbiology and Infectious Disease,2025,Fall,Sophomore,B
ANTH-100,Other,2023,Fall,Freshman,B
ANTH-100,Other,2025,Fall,Sophomore,A
ANTH-120,Anatomy and Physiology,2023,Fall,Sophomore,A
ANTH-120,Anatomy and Physiology,2024,Fall,Sophomore,A+
ANTH-120,Behavioral and Cognitive Neuroscience,2024,Spring,Sophomore,A
ANTH-120,Behavioral and Cognitive Neuroscience,2025,Spring,Sophomore,B
ANTH-120,Exercise Science,2022,Spring,Freshman,B
ANTH-120,Exercise Science,2023,Fall,Freshman,B
ANTH-120,Exercise Science,2023,Fall,Freshman,C
ANTH-120,Exercise Science,2023,Fall,Junior,C
ANTH-120,Exercise Science,2023,Spring,Sophomore,A
ANTH-120,Exercise Science,2024,Fall,Freshman,RF
ANTH-120,Exercise Science,2024,Spring,Junior,B
ANTH-120,Exercise Science,2024,Spring,Sophomore,B
ANTH-120,Exercise Science,2025,Fall,Sophomore,D
ANTH-120,Exercise Science,2025,Spring,Freshman,B
ANTH-120,Health Promotion,2021,Fall,Freshman,RF
ANTH-120,Health Promotion,2022,Fall,Freshman,B
ANTH-120,Health Promotion,2022,Spring,Freshman,B
ANTH-120,Health Promotion,2023,Spring,Sophomore,C
ANTH-120,Microbiology and Infectious Disease,2023,Spring,Sophomore,A
ANTH-120,Microbiology and Infectious Disease,2024,Spring,Junior,A+
ANTH-120,Other,2021,Fall,Freshman,C
ANTH-120,Other,2024,Fall,Freshman,F
ANTH-120,Other,2025,Fall,Freshman,W
ANTH-121,Anatomy and Physiology,2024,Fall,Sophomore,A
ANTH-121,Exercise Science,2023,Fall,Freshman,B
ANTH-121,Exercise Science,2023,Spring,Sophomore,A
ANTH-121,Health Promotion,2022,Fall,Sophomore,B
ANTH-121,Microbiology and Infectious Disease,2024,Spring,Junior,A
ANTH-140,Anatomy and Physiology,2022,Fall,Freshman,B+
ANTH-140,Anatomy and Physiology,2022,Summer,Sophomore,A
ANTH-140,Anatomy and Physiology,2023,Fall,Freshman,C+
ANTH-140,Anatomy and Physiology,2023,Fall,Sophomore,A
ANTH-140,Anatomy and Physiology,2023,Fall,Sophomore,B
ANTH-140,Anatomy and Physiology,2023,Spring,Sophomore,A
ANTH-140,Anatomy and Physiology,2024,Fall,Sophomore,A
ANTH-140,Anatomy and Physiology,2024,Fall,Sophomore,B
ANTH-140,Anatomy and Physiology,2024,Fall,Sophomore,B+
ANTH-140,Anatomy and Physiology,2024,Spring,Junior,B
ANTH-140,Anatomy and Physiology,2024,Spring,Sophomore,C
ANTH-140,Anatomy and Physiology,2024,Summer,Junior,A
ANTH-140,Anatomy and Physiology,2025,Fall,Freshman,A-
ANTH-140,Anatomy and Physiology,2025,Fall,Junior,A
ANTH-140,Anatomy and Physiology,2025,Fall,Sophomore,A
ANTH-140,Anatomy and Physiology,2025,Spring,Junior,A
ANTH-140,Anatomy and Physiology,2025,Summer,Sophomore,F
ANTH-140,Behavioral and Cognitive Neuroscience,2023,Fall,Freshman,A+
ANTH-140,Behavioral and Cognitive Neuroscience,2024,Fall,Sophomore,B
ANTH-140,Behavioral and Cognitive Neuroscience,2025,Fall,Sophomore,B-
ANTH-140,Behavioral and Cognitive Neuroscience,2025,Summer,Junior,A
ANTH-140,Cell and Molecular Neuroscience,2019,Fall,Freshman,A
ANTH-140,Cell and Molecular Neuroscience,2021,Fall,Sophomore,B-
ANTH-140,Environmental and Public Health,2024,Spring,Sophomore,A
ANTH-140,Environmental and Public Health,2024,Spring,Sophomore,C
ANTH-140,Exercise Science,2022,Fall,Sophomore,B
ANTH-140,Exercise Science,2023,Fall,Sophomore,A
ANTH-140,Exercise Science,2023,Fall,Sophomore,A+
ANTH-140,Exercise Science,2023,Spring,Freshman,W
ANTH-140,Exercise Science,2023,Spring,Sophomore,A+
ANTH-140,Exercise Science,2024,Fall,Junior,B-
ANTH-140,Exercise Science,2024,Spring,Junior,C
ANTH-140,Exercise Science,2024,Spring,Sophomore,A
ANTH-140,Exercise Science,2024,Spring,Sophomore,B
ANTH-140,Exercise Science,2024,Spring,Sophomore,C
ANTH-140,Exercise Science,2024,Summer,Junior,A
ANTH-140,Exercise Science,2025,Fall,Junior,A
ANTH-140,Exercise Science,2025,Fall,Senior,B
ANTH-140,Exercise Science,2025,Fall,Sophomore,A-
ANTH-140,Exercise Science,2025,Fall,Sophomore,B
ANTH-140,Exercise Science,2025,Spring,Sophomore,A
ANTH-140,Exercise Science,2025,Spring,Sophomore,B
ANTH-140,Exercise Science,2025,Summer,Junior,A
ANTH-140,Exercise Science,2025,Summer,Senior,A
ANTH-140,Health Promotion,2022,Fall,Sophomore,B
ANTH-140,Health Promotion,2022,Spring,Sophomore,B
ANTH-140,Health Promotion,2023,Spring,Sophomore,A
ANTH-140,Health Promotion,2024,Fall,Sophomore,B
ANTH-140,Health Promotion,2024,Spring,Sophomore,A
ANTH-140,Health Promotion,2024,Spring,Sophomore,W
ANTH-140,Health Promotion,2025,Fall,Junior,A
ANTH-140,Health Promotion,2025,Fall,Sophomore,B
ANTH-140,Health Promotion,2025,Spring,Sophomore,A
ANTH-140,Health Promotion,2025,Spring,Sophomore,B+
ANTH-140,Microbiology and Infectious Disease,2022,Summer,Sophomore,B
ANTH-140,Microbiology and Infectious Disease,2023,Fall,Sophomore,A
ANTH-140,Microbiology and Infectious Disease,2023,Fall,Sophomore,B-
ANTH-140,Microbiology and Infectious Disease,2024,Fall,Senior,A
ANTH-140,Microbiology and Infectious Disease,2024,Fall,Sophomore,A
ANTH-140,Microbiology and Infectious Disease,2024,Spring,Junior,A
ANTH-140,Microbiology and Infectious Disease,2026,Spring,Senior,W
ANTH-140,Neuroscience,2025,Fall,Sophomore,A
ANTH-200,Anatomy and Physiology,2021,Fall,Freshman,RD
ANTH-200,Anatomy and Physiology,2022,Fall,Junior,A
ANTH-200,Anatomy and Physiology,2022,Fall,Senior,A
ANTH-200,Anatomy and Physiology,2022,Summer,Sophomore,A
ANTH-200,Anatomy and Physiology,2023,Fall,Junior,B+
ANTH-200,Anatomy and Physiology,2023,Fall,Sophomore,A
ANTH-200,Anatomy and Physiology,2023,Fall,Sophomore,A-
ANTH-200,Anatomy and Physiology,2024,Spring,Freshman,B
ANTH-200,Anatomy and Physiology,2025,Spring,Freshman,A
ANTH-200,Anatomy and Physiology,2025,Spring,Sophomore,A
ANTH-200,Behavioral and Cognitive Neuroscience,2023,Summer,Junior,A
ANTH-200,Behavioral and Cognitive Neuroscience,2024,Spring,Sophomore,A
ANTH-200,Cell and Molecular Neuroscience,2024,Fall,Freshman,A-
ANTH-200,Cell and Molecular Neuroscience,2025,Fall,Sophomore,A
ANTH-200,Environmental and Public Health,2023,Fall,Freshman,B
ANTH-200,Exercise Science,2021,Fall,Freshman,XF
ANTH-200,Exercise Science,2022,Fall,Sophomore,A
ANTH-200,Exercise Science,2023,Spring,Sophomore,A
ANTH-200,Exercise Science,2023,Spring,Sophomore,D
ANTH-200,Exercise Science,2024,Spring,Junior,A
ANTH-200,Exercise Science,2024,Spring,Sophomore,A
ANTH-200,Exercise Science,2024,Spring,Sophomore,A-
ANTH-200,Exercise Science,2024,Spring,Sophomore,B+
