course_id,major_group,term_year,term_season,term_class_level,course_grade
IU-180A7,Anatomy and Physiology,2022,Fall,Freshman,A
IU-180A7,Exercise Science,2022,Fall,Freshman,A
IU-181A5,Anatomy and Physiology,2024,Summer,Sophomore,A+
IU-181A5,Cell and Molecular Neuroscience,2025,Summer,Sophomore,A+
IU-181A5,Health Promotion,2025,Summer,Freshman,A+
IU-270,Anatomy and Physiology,2023,Fall,Junior,A
IU-270,Anatomy and Physiology,2023,Fall,Junior,NGC
IU-270,Health Promotion,2024,Summer,Junior,A
IU-270,Microbiology and Infectious Disease,2024,Fall,Sophomore,A
IU-270,Microbiology and Infectious Disease,2024,Fall,Sophomore,NGC
IU-271,Anatomy and Physiology,2024,Spring,Junior,A
IU-271,Anatomy and Physiology,2024,Spring,Junior,NGC
IU-271,Health Promotion,2024,Summer,Junior,A
IU-271,Microbiology and Infectious Disease,2025,Spring,Junior,A
IU-271,Microbiology and Infectious Disease,2025,Spring,Junior,NGC
IU-274,Anatomy and Physiology,2023,Fall,Sophomore,A+
IU-274,Anatomy and Physiology,2023,Spring,Sophomore,A
IU-274,Anatomy and Physiology,2024,Fall,Junior,A
IU-274,Anatomy and Physiology,2024,Fall,Junior,A+
IU-274,Anatomy and Physiology,2024,Fall,Senior,A+
IU-274,Anatomy and Physiology,2024,Fall,Sophomore,A+
IU-274,Anatomy and Physiology,2024,Spring,Junior,A+
IU-274,Anatomy and Physiology,2024,Spring,Sophomore,A
IU-274,Anatomy and Physiology,2025,Fall,Junior,A+
IU-274,Anatomy and Physiology,2025,Fall,Senior,A
IU-274,Anatomy and Physiology,2025,Fall,Senior,A+
IU-274,Anatomy and Physiology,2025,Fall,Sophomore,A
IU-274,Anatomy and Physiology,2025,Fall,Sophomore,A-
IU-274,Anatomy and Physiology,2025,Spring,Junior,A
IU-274,Anatomy and Physiology,2025,Spring,Senior,A
IU-274,Anatomy and Physiology,2025,Spring,Senior,A+
IU-274,Anatomy and Physiology,2025,Spring,Sophomore,A+
IU-274,Behavioral and Cognitive Neuroscience,2023,Fall,Junior,A+
IU-274,Behavioral and Cognitive Neuroscience,2023,Spring,Junior,A+
IU-274,Behavioral and Cognitive Neuroscience,2024,Fall,Junior,A
IU-274,Behavioral and Cognitive Neuroscience,2024,Fall,Junior,A+
IU-274,Behavioral and Cognitive Neuroscience,2024,Fall,Sophomore,A+
IU-274,Behavioral and Cognitive Neuroscience,2025,Fall,Sophomore,A
IU-274,Cell and Molecular Neuroscience,2023,Spring,Sophomore,A+
IU-274,Cell and Molecular Neuroscience,2024,Fall,Senior,A+
IU-274,Cell and Molecular Neuroscience,2025,Fall,Junior,A-
IU-274,Cell and Molecular Neuroscience,2025,Spring,Junior,B+
IU-274,Exercise Science,2023,Fall,Junior,A+
IU-274,Exercise Science,2023,Fall,Sophomore,A
IU-274,Exercise Science,2023,Fall,Sophomore,A+
IU-274,Exercise Science,2024,Fall,Junior,A
IU-274,Exercise Science,2024,Fall,Junior,A+
IU-274,Exercise Science,2024,Fall,Sophomore,A
IU-274,Exercise Science,2024,Fall,Sophomore,A+
IU-274,Exercise Science,2024,Fall,Sophomore,C
IU-274,Exercise Science,2024,Spring,Junior,A+
IU-274,Exercise Science,2025,Fall,Senior,A+
IU-274,Exercise Science,2025,Fall,Sophomore,A
IU-274,Exercise Science,2025,Fall,Sophomore,A+
IU-274,Exercise Science,2025,Spring,Junior,A
IU-274,Health Promotion,2024,Fall,Junior,C
IU-274,Microbiology and Infectious Disease,2022,Fall,Sophomore,A
IU-274,Microbiology and Infectious Disease,2024,Fall,Junior,A
IU-274,Microbiology and Infectious Disease,2024,Fall,Junior,A+
IU-274,Microbiology and Infectious Disease,2024,Fall,Senior,A+
IU-274,Microbiology and Infectious Disease,2025,Fall,Junior,A
IU-274,Microbiology and Infectious Disease,2025,Spring,Senior,A
IU-274,Other,2025,Fall,Junior,W
IU-300,Anatomy and Physiology,2023,Fall,Junior,A
IU-300,Behavioral and Cognitive Neuroscience,2023,Fall,Junior,A+
IU-300,Behavioral and Cognitive Neuroscience,2024,Fall,Junior,A+
IU-300,Cell and Molecular Neuroscience,2023,Fall,Junior,A+
IU-300,Environmental and Public Health,2024,Fall,Junior,A+
IU-300,Microbiology and Infectious Disease,2023,Fall,Junior,A+
IU-300,Microbiology and Infectious Disease,2024,Fall,Junior,A
IU-300,Microbiology and Infectious Disease,2024,Spring,Junior,A
IU-470,Anatomy and Physiology,2024,Fall,Senior,A
IU-470,Anatomy and Physiology,2024,Fall,Senior,NGC
IU-470,Exercise Science,2025,Fall,Sophomore,F
IU-470,Exercise Science,2025,Fall,Sophomore,NGC
IU-470,Health Promotion,2024,Fall,Senior,A
IU-470,Health Promotion,2024,Fall,Senior,NGC
IU-470,Microbiology and Infectious Disease,2025,Fall,Senior,A
IU-470,Microbiology and Infectious Disease,2025,Fall,Senior,NGC
IU-471,Anatomy and Physiology,2025,Spring,Senior,A
IU-471,Anatomy and Physiology,2025,Spring,Senior,NGC
IU-471,Health Promotion,2025,Spring,Senior,A
IU-471,Health Promotion,2025,Spring,Senior,NGC
IU-471,Microbiology and Infectious Disease,2026,Spring,Senior,NGC
IU-498,Anatomy and Physiology,2025,Fall,Senior,A
JTC-100,Anatomy and Physiology,2022,Fall,Freshman,C+
JTC-100,Anatomy and Physiology,2024,Fall,Junior,A-
JTC-100,Anatomy and Physiology,2024,Fall,Sophomore,B
JTC-100,Anatomy and Physiology,2024,Spring,Junior,A
JTC-100,Environmental and Public Health,2022,Fall,Sophomore,B
JTC-100,Environmental and Public Health,2025,Fall,Junior,C+
JTC-100,Exercise Science,2021,Fall,Freshman,B
JTC-100,Exercise Science,2021,Fall,Freshman,C
JTC-100,Exercise Science,2022,Fall,Freshman,B-
JTC-100,Exercise Science,2022,Fall,Freshman,RF
JTC-100,Exercise Science,2023,Fall,Junior,B-
JTC-100,Exercise Science,2023,Spring,Sophomore,B
JTC-100,Exercise Science,2023,Summer,Freshman,C
JTC-100,Exercise Science,2024,Fall,Freshman,C+
JTC-100,Exercise Science,2024,Fall,Junior,C
JTC-100,Exercise Science,2024,Fall,Sophomore,A-
JTC-100,Exercise Science,2025,Fall,Freshman,B
JTC-100,Health Promotion,2021,Fall,Freshman,B
JTC-100,Health Promotion,2021,Fall,Freshman,B-
JTC-100,Health Promotion,2021,Fall,Freshman,C
JTC-100,Health Promotion,2022,Fall,Freshman,B
JTC-100,Health Promotion,2022,Fall,Sophomore,C
JTC-100,Health Promotion,2022,Spring,Freshman,B-
JTC-100,Health Promotion,2022,Spring,Sophomore,A-
JTC-100,Health Promotion,2023,Fall,Freshman,A+
JTC-100,Health Promotion,2024,Spring,Sophomore,B-
JTC-100,Health Promotion,2025,Fall,Junior,A
JTC-100,Health Promotion,2025,Fall,Junior,A-
JTC-100,Health Promotion,2025,Fall,Sophomore,A
JTC-100,Microbiology and Infectious Disease,2023,Fall,Freshman,B+
JTC-100,Microbiology and Infectious Disease,2023,Fall,Sophomore,A
JTC-100,Other,2024,Fall,Freshman,B-
JTC-192,Exercise Science,2022,Fall,Freshman,A+
JTC-203,Health Promotion,2020,Fall,Freshman,U
JTC-210,Exercise Science,2022,Fall,Freshman,B
JTC-210,Exercise Science,2022,Fall,Freshman,NGC
JTC-210,Exercise Science,2023,Fall,Freshman,A-
JTC-210,Exercise Science,2023,Fall,Freshman,NGC
JTC-210,Exercise Science,2023,Fall,Sophomore,A
JTC-210,Exercise Science,2023,Fall,Sophomore,NGC
JTC-210,Exercise Science,2024,Fall,Junior,A-
JTC-210,Exercise Science,2024,Fall,Junior,NGC
JTC-210,Exercise Science,2024,Spring,Junior,B-
JTC-210,Exercise Science,2024,Spring,Junior,NGC
JTC-210,Exercise Science,2025,Fall,Junior,A-
JTC-210,Microbiology and Infectious Disease,2024,Spring,Senior,A+
JTC-210,Microbiology and Infectious Disease,2024,Spring,Senior,NGC
JTC-210,Other,2026,Spring,Freshman,NGC
JTC-211,Exercise Science,2023,Spring,Sophomore,A
JTC-211,Exercise Science,2023,Spring,Sophomore,NGC
JTC-211,Exercise Science,2024,Spring,Junior,A
JTC-211,Exercise Science,2024,Spring,Junior,NGC
JTC-211,Microbiology and Infectious Disease,2024,Fall,Senior,A+
JTC-211,Microbiology and Infectious Disease,2024,Fall,Senior,NGC
JTC-270,Exercise Science,2024,Fall,Junior,B+
JTC-270,Exercise Science,2024,Fall,Junior,NGC
JTC-300,Anatomy and Physiology,2022,Fall,Junior,A+
JTC-300,Anatomy and Physiology,2022,Fall,Junior,NGC
JTC-300,Anatomy and Physiology,2023,Fall,Junior,A-
JTC-300,Anatomy and Physiology,2023,Fall,Junior,NGC
JTC-300,Anatomy and Physiology,2023,Spring,Junior,A
JTC-300,Anatomy and Physiology,2023,Spring,Junior,NGC
JTC-300,Anatomy and Physiology,2024,Fall,Senior,B+
JTC-300,Anatomy and Physiology,2024,Fall,Senior,NGC
JTC-300,Anatomy and Physiology,2024,Spring,Junior,A
JTC-300,Anatomy and Physiology,2024,Spring,Junior,B+
JTC-300,Anatomy and Physiology,2024,Spring,Junior,NGC
JTC-300,Anatomy and Physiology,2024,Summer,Junior,A
JTC-300,Anatomy and Physiology,2024,Summer,Junior,A-
JTC-300,Anatomy and Physiology,2024,Summer,Junior,B
JTC-300,Anatomy and Physiology,2025,Fall,Junior,A
JTC-300,Anatomy and Physiology,2025,Fall,Junior,A+
JTC-300,Anatomy and Physiology,2025,Fall,Junior,NGC
JTC-300,Anatomy and Physiology,2025,Fall,Sophomore,B
JTC-300,Anatomy and Physiology,2025,Fall,Sophomore,NGC
JTC-300,Anatomy and Physiology,2025,Spring,Junior,A+
JTC-300,Anatomy and Physiology,2025,Spring,Junior,B+
JTC-300,Anatomy and Physiology,2025,Spring,Junior,B-
JTC-300,Anatomy and Physiology,2025,Spring,Junior,D
JTC-300,Anatomy and Physiology,2025,Spring,Junior,NGC
JTC-300,Anatomy and Physiology,2025,Spring,Senior,A
JTC-300,Anatomy and Physiology,2025,Spring,Senior,A+
JTC-300,Anatomy and Physiology,2025,Spring,Senior,B
JTC-300,Anatomy and Physiology,2025,Spring,Senior,B+
JTC-300,Anatomy and Physiology,2025,Spring,Senior,NGC
JTC-300,Anatomy and Physiology,2026,Spring,Junior,NGC
JTC-300,Anatomy and Physiology,2026,Spring,Senior,NGC
JTC-300,Behavioral and Cognitive Neuroscience,2020,Fall,Sophomore,W
JTC-300,Environmental and Public Health,2024,Spring,Junior,A
JTC-300,Environmental and Public Health,2024,Spring,Junior,NGC
JTC-300,Exercise Science,2022,Fall,Junior,B
JTC-300,Exercise Science,2022,Fall,Junior,NGC
JTC-300,Exercise Science,2023,Fall,Junior,A
JTC-300,Exercise Science,2023,Fall,Junior,NGC
JTC-300,Exercise Science,2024,Fall,Junior,A
JTC-300,Exercise Science,2024,Fall,Junior,NGC
JTC-300,Exercise Science,2025,Fall,Junior,B+
JTC-300,Exercise Science,2025,Fall,Junior,NGC
JTC-300,Exercise Science,2026,Spring,Junior,NGC
JTC-300,Exercise Science,2026,Spring,Sophomore,NGC
JTC-300,Health Promotion,2022,Fall,Sophomore,W
JTC-300,Health Promotion,2024,Fall,Sophomore,B-
JTC-300,Health Promotion,2024,Fall,Sophomore,NGC
JTC-300,Microbiology and Infectious Disease,2024,Summer,Junior,A+
JTC-300,Microbiology and Infectious Disease,2025,Fall,Junior,A-
JTC-300,Microbiology and Infectious Disease,2025,Fall,Junior,C+
JTC-300,Microbiology and Infectious Disease,2025,Fall,Junior,NGC
JTC-300,Microbiology and Infectious Disease,2025,Fall,Senior,A
JTC-300,Microbiology and Infectious Disease,2025,Fall,Senior,NGC
JTC-300,Microbiology and Infectious Disease,2025,Spring,Junior,A+
JTC-300,Microbiology and Infectious Disease,2025,Spring,Junior,NGC
JTC-300,Microbiology and Infectious Disease,2025,Spring,Senior,A+
JTC-300,Microbiology and Infectious Disease,2025,Spring,Senior,NGC
JTC-300,Microbiology and Infectious Disease,2026,Spring,Sophomore,NGC
JTC-301,Anatomy and Physiology,2024,Spring,Junior,A-
JTC-301,Anatomy and Physiology,2024,Spring,Junior,NGC
JTC-301,Anatomy and Physiology,2026,Spring,Senior,NGC
JTC-301,Exercise Science,2022,Summer,Freshman,W
JTC-301,Exercise Science,2026,Spring,Senior,NGC
JTC-301,Microbiology and Infectious Disease,2024,Spring,Sophomore,A+
JTC-301,Microbiology and Infectious Disease,2024,Spring,Sophomore,NGC
JTC-301,Microbiology and Infectious Disease,2025,Fall,Senior,A+
JTC-326,Microbiology and Infectious Disease,2025,Spring,Senior,B+
JTC-350,Microbiology and Infectious Disease,2024,Fall,Senior,A
JTC-354,Microbiology and Infectious Disease,2024,Fall,Senior,A
JTC-490,Exercise Science,2023,Fall,Junior,A+
KEY-175,Anatomy and Physiology,2024,Fall,Freshman,A
KEY-175,Anatomy and Physiology,2024,Fall,Freshman,B
KEY-175,Anatomy and Physiology,2025,Fall,Sophomore,A
KEY-175,Behavioral and Cognitive Neuroscience,2024,Fall,Freshman,A
KEY-175,Behavioral and Cognitive Neuroscience,2024,Fall,Sophomore,A
KEY-175,Behavioral and Cognitive Neuroscience,2024,Fall,Sophomore,C
KEY-175,Cell and Molecular Neuroscience,2025,Fall,Freshman,A
KEY-175,Exercise Science,2024,Fall,Freshman,C
KEY-175,Exercise Science,2025,Fall,Freshman,A
KEY-175,Exercise Science,2025,Fall,Freshman,B
KEY-175,Exercise Science,2025,Fall,Sophomore,A
KEY-175,Exercise Science,2025,Fall,Sophomore,B-
KEY-175,Microbiology and Infectious Disease,2024,Fall,Freshman,A
KEY-175,Microbiology and Infectious Disease,2024,Fall,Sophomore,A
KEY-175,Microbiology and Infectious Disease,2025,Fall,Sophomore,B
KEY-175,Neuroscience,2025,Fall,Freshman,B-
KEY-175,Other,2024,Fall,Sophomore,A
KEY-192A,Anatomy and Physiology,2022,Spring,Freshman,A
KEY-192A,Anatomy and Physiology,2023,Spring,Senior,A
KEY-192A,Anatomy and Physiology,2023,Spring,Sophomore,A
KEY-192A,Anatomy and Physiology,2023,Spring,Sophomore,A+
KEY-192A,Anatomy and Physiology,2024,Spring,Junior,W
KEY-192A,Anatomy and Physiology,2024,Spring,Sophomore,A
KEY-192A,Anatomy and Physiology,2024,Spring,Sophomore,A+
KEY-192A,Anatomy and Physiology,2025,Spring,Junior,A+
KEY-192A,Anatomy and Physiology,2025,Spring,Sophomore,A+
KEY-192A,Anatomy and Physiology,2025,Spring,Sophomore,W
KEY-192A,Behavioral and Cognitive Neuroscience,2023,Spring,Sophomore,A+
KEY-192A,Behavioral and Cognitive Neuroscience,2024,Spring,Freshman,A
KEY-192A,Behavioral and Cognitive Neuroscience,2024,Spring,Junior,A+
KEY-192A,Behavioral and Cognitive Neuroscience,2025,Spring,Sophomore,A+
KEY-192A,Environmental and Public Health,2022,Spring,Freshman,A+
KEY-192A,Environmental and Public Health,2023,Spring,Sophomore,A
KEY-192A,Environmental and Public Health,2024,Spring,Sophomore,B+
KEY-192A,Environmental and Public Health,2025,Spring,Senior,A
KEY-192A,Environmental and Public Health,2026,Spring,Sophomore,A+
KEY-192A,Exercise Science,2019,Spring,Sophomore,B+
KEY-192A,Exercise Science,2021,Fall,Sophomore,A
KEY-192A,Exercise Science,2022,Spring,Freshman,A+
KEY-192A,Exercise Science,2022,Spring,Freshman,W
KEY-192A,Exercise Science,2023,Spring,Freshman,A
KEY-192A,Exercise Science,2023,Spring,Sophomore,A
KEY-192A,Exercise Science,2023,Spring,Sophomore,A+
KEY-192A,Exercise Science,2023,Spring,Sophomore,B
KEY-192A,Exercise Science,2024,Spring,Freshman,A
KEY-192A,Exercise Science,2024,Spring,Freshman,W
KEY-192A,Exercise Science,2024,Spring,Junior,A
KEY-192A,Exercise Science,2024,Spring,Junior,A+
KEY-192A,Exercise Science,2024,Spring,Sophomore,A+
KEY-192A,Exercise Science,2025,Spring,Freshman,A
KEY-192A,Exercise Science,2025,Spring,Sophomore,A+
KEY-192A,Health Promotion,2018,Spring,Freshman,A-
KEY-192A,Health Promotion,2022,Spring,Freshman,A
KEY-192A,Health Promotion,2022,Spring,Freshman,A+
KEY-192A,Health Promotion,2023,Spring,Sophomore,B
KEY-192A,Microbiology and Infectious Disease,2022,Spring,Sophomore,A+
KEY-192A,Microbiology and Infectious Disease,2023,Spring,Sophomore,A
KEY-192A,Microbiology and Infectious Disease,2023,Spring,Sophomore,A-
KEY-192A,Microbiology and Infectious Disease,2024,Spring,Sophomore,A
KEY-192A,Microbiology and Infectious Disease,2024,Spring,Sophomore,A+
KEY-192A,Microbiology and Infectious Disease,2025,Spring,Sophomore,A+
KEY-192A,Other,2024,Spring,Sophomore,A+
KEY-192A,Other,2025,Spring,Junior,A+
KEY-192A,Other,2025,Spring,Sophomore,A+
KEY-192A,Other,2026,Spring,Freshman,A+
KEY-192B,Exercise Science,2023,Fall,Freshman,B+
KEY-192B,Health Promotion,2021,Fall,Freshman,C
KEY-192C,Anatomy and Physiology,2022,Fall,Freshman,A
KEY-192C,Anatomy and Physiology,2022,Fall,Junior,A
KEY-192C,Anatomy and Physiology,2022,Fall,Senior,A
KEY-192C,Anatomy and Physiology,2023,Fall,Freshman,A
KEY-192C,Anatomy and Physiology,2023,Fall,Sophomore,A
KEY-192C,Anatomy and Physiology,2024,Fall,Freshman,A+
KEY-192C,Anatomy and Physiology,2024,Fall,Freshman,A-
KEY-192C,Anatomy and Physiology,2025,Fall,Freshman,F
KEY-192C,Anatomy and Physiology,2025,Fall,Sophomore,A+
KEY-192C,Behavioral and Cognitive Neuroscience,2023,Fall,Freshman,A-
KEY-192C,Behavioral and Cognitive Neuroscience,2024,Fall,Freshman,A+
KEY-192C,Cell and Molecular Neuroscience,2020,Fall,Sophomore,B
KEY-192C,Environmental and Public Health,2021,Fall,Freshman,A
KEY-192C,Environmental and Public Health,2022,Fall,Freshman,A+
KEY-192C,Environmental and Public Health,2025,Fall,Sophomore,A
KEY-192C,Exercise Science,2021,Fall,Freshman,D
KEY-192C,Exercise Science,2021,Fall,Freshman,XC
KEY-192C,Exercise Science,2022,Fall,Freshman,A+
KEY-192C,Exercise Science,2022,Fall,Freshman,B
KEY-192C,Exercise Science,2022,Fall,Freshman,B-
KEY-192C,Exercise Science,2022,Fall,Sophomore,A
KEY-192C,Exercise Science,2022,Fall,Sophomore,A+
KEY-192C,Exercise Science,2023,Fall,Freshman,A
KEY-192C,Exercise Science,2023,Fall,Freshman,A-
KEY-192C,Exercise Science,2023,Fall,Sophomore,B+
KEY-192C,Exercise Science,2024,Fall,Freshman,A
KEY-192C,Exercise Science,2024,Fall,Sophomore,A
KEY-192C,Health Promotion,2017,Fall,Freshman,B+
KEY-192C,Health Promotion,2020,Fall,Freshman,B
KEY-192C,Health Promotion,2021,Fall,Freshman,A
KEY-192C,Health Promotion,2021,Fall,Freshman,B+
KEY-192C,Health Promotion,2021,Fall,Freshman,C
KEY-192C,Health Promotion,2022,Fall,Freshman,B
KEY-192C,Microbiology and Infectious Disease,2021,Fall,Sophomore,A+
KEY-192C,Microbiology and Infectious Disease,2022,Fall,Freshman,A+
KEY-192C,Microbiology and Infectious Disease,2023,Fall,Junior,A
KEY-192C,Microbiology and Infectious Disease,2023,Fall,Sophomore,A
KEY-192C,Microbiology and Infectious Disease,2025,Fall,Sophomore,B
KEY-192C,Other,2020,Fall,Sophomore,A+
KEY-192C,Other,2023,Fall,Freshman,A
KEY-192C,Other,2023,Fall,Sophomore,A
KEY-192C,Other,2024,Fall,Freshman,A
KEY-192C,Other,2025,Fall,Freshman,A
KEY-272,Anatomy and Physiology,2024,Fall,Sophomore,B+
KEY-272,Cell and Molecular Neuroscience,2021,Fall,Sophomore,A
KEY-272,Cell and Molecular Neuroscience,2022,Fall,Junior,A+
KEY-272,Environmental and Public Health,2024,Fall,Sophomore,W
KEY-272,Exercise Science,2024,Fall,Sophomore,A
KEY-272,Health Promotion,2021,Fall,Sophomore,A+
KEY-272,Health Promotion,2024,Fall,Sophomore,A
KEY-272,Health Promotion,2025,Fall,Sophomore,A
LAND-110,Health Promotion,2024,Spring,Sophomore,A
LAND-110,Health Promotion,2024,Spring,Sophomore,NGC
LAND-110,Health Promotion,2025,Fall,Junior,B+
LAND-110,Health Promotion,2025,Fall,Junior,NGC
LAND-220,Anatomy and Physiology,2024,Fall,Sophomore,A+
LARA-250,Anatomy and Physiology,2025,Fall,Sophomore,A
LARA-250,Microbiology and Infectious Disease,2024,Fall,Junior,A
LASL-100,Anatomy and Physiology,2023,Fall,Freshman,A
LASL-100,Anatomy and Physiology,2023,Fall,Sophomore,A
LASL-100,Anatomy and Physiology,2023,Fall,Sophomore,A+
LASL-100,Anatomy and Physiology,2023,Spring,Sophomore,B
LASL-100,Anatomy and Physiology,2024,Spring,Freshman,A+
LASL-100,Anatomy and Physiology,2024,Spring,Sophomore,A+
LASL-100,Anatomy and Physiology,2025,Fall,Freshman,A
LASL-100,Anatomy and Physiology,2025,Spring,Sophomore,A+
LASL-100,Behavioral and Cognitive Neuroscience,2022,Fall,Sophomore,A
LASL-100,Behavioral and Cognitive Neuroscience,2024,Fall,Junior,A+
LASL-100,Behavioral and Cognitive Neuroscience,2025,Fall,Sophomore,A+
LASL-100,Cell and Molecular Neuroscience,2023,Fall,Junior,A
LASL-100,Environmental and Public Health,2024,Fall,Sophomore,A
LASL-100,Exercise Science,2021,Fall,Freshman,D
LASL-100,Exercise Science,2023,Fall,Junior,B
LASL-100,Exercise Science,2024,Fall,Junior,A
LASL-100,Exercise Science,2025,Fall,Junior,F
LASL-100,Exercise Science,2025,Fall,Senior,A+
LASL-100,Exercise Science,2025,Fall,Sophomore,B+
LASL-100,Exercise Science,2025,Spring,Junior,A+
LASL-100,Exercise Science,2025,Spring,Sophomore,A
LASL-100,Health Promotion,2022,Spring,Sophomore,A
LASL-100,Health Promotion,2023,Fall,Freshman,A+
LASL-100,Health Promotion,2025,Spring,Sophomore,A+
LASL-100,Microbiology and Infectious Disease,2022,Fall,Freshman,A
LASL-100,Microbiology and Infectious Disease,2023,Fall,Freshman,A
LASL-100,Microbiology and Infectious Disease,2023,Fall,Sophomore,A
LASL-100,Microbiology and Infectious Disease,2023,Spring,Sophomore,A
LASL-100,Neuroscience,2025,Fall,Junior,A+
LASL-101,Anatomy and Physiology,2024,Fall,Junior,A
LASL-101,Anatomy and Physiology,2024,Fall,Sophomore,A
LASL-101,Anatomy and Physiology,2024,Fall,Sophomore,B+
LASL-101,Anatomy and Physiology,2024,Spring,Junior,A
LASL-101,Anatomy and Physiology,2025,Fall,Junior,A
LASL-101,Behavioral and Cognitive Neuroscience,2025,Spring,Senior,A
LASL-101,Cell and Molecular Neuroscience,2024,Spring,Senior,A
LASL-101,Environmental and Public Health,2025,Spring,Junior,D
LASL-101,Exercise Science,2025,Fall,Junior,A
LASL-101,Health Promotion,2023,Spring,Sophomore,A
LASL-101,Health Promotion,2025,Fall,Sophomore,A
LASL-101,Microbiology and Infectious Disease,2023,Fall,Sophomore,B
LASL-101,Microbiology and Infectious Disease,2023,Spring,Sophomore,A
LASL-101,Microbiology and Infectious Disease,2024,Spring,Sophomore,A
LASL-200,Anatomy and Physiology,2024,Fall,Sophomore,A
LASL-200,Anatomy and Physiology,2024,Spring,Junior,A
LASL-200,Anatomy and Physiology,2025,Spring,Junior,A
LASL-200,Anatomy and Physiology,2025,Spring,Junior,B
LASL-200,Behavioral and Cognitive Neuroscience,2025,Fall,Senior,A
LASL-200,Cell and Molecular Neuroscience,2024,Fall,Senior,A
LASL-200,Environmental and Public Health,2025,Fall,Junior,C+
LASL-200,Exercise Science,2025,Fall,Junior,A
LASL-200,Exercise Science,2026,Spring,Freshman,W
LASL-200,Health Promotion,2023,Fall,Sophomore,C
LASL-200,Health Promotion,2025,Spring,Freshman,A
LASL-200,Microbiology and Infectious Disease,2024,Fall,Junior,B
LASL-200,Microbiology and Infectious Disease,2024,Fall,Sophomore,A
LASL-200,Microbiology and Infectious Disease,2024,Spring,Sophomore,B
LASL-201,Anatomy and Physiology,2024,Fall,Senior,A
LASL-201,Anatomy and Physiology,2025,Fall,Junior,B
LASL-201,Anatomy and Physiology,2025,Fall,Sophomore,A
LASL-201,Anatomy and Physiology,2025,Spring,Junior,A
LASL-201,Cell and Molecular Neuroscience,2025,Spring,Senior,A
LASL-201,Health Promotion,2024,Spring,Junior,C+
LASL-201,Health Promotion,2025,Fall,Sophomore,A
LASL-201,Microbiology and Infectious Disease,2024,Fall,Junior,D
LASL-201,Microbiology and Infectious Disease,2025,Fall,Senior,A
LASL-201,Microbiology and Infectious Disease,2025,Spring,Sophomore,A
LASL-304,Anatomy and Physiology,2025,Fall,Senior,A
LASL-304,Microbiology and Infectious Disease,2025,Fall,Junior,B
LASL-304,Microbiology and Infectious Disease,2025,Fall,Senior,C
LASL-347,Anatomy and Physiology,2025,Spring,Senior,B
LB-173,Anatomy and Physiology,2023,Fall,Sophomore,A
LB-173,Anatomy and Physiology,2023,Fall,Sophomore,D
LB-173,Anatomy and Physiology,2023,Spring,Sophomore,A
LB-173,Anatomy and Physiology,2024,Fall,Sophomore,A
LB-173,Anatomy and Physiology,2024,Spring,Junior,A
LB-173,Anatomy and Physiology,2024,Spring,Junior,A+
LB-173,Anatomy and Physiology,2025,Fall,Sophomore,A
LB-173,Behavioral and Cognitive Neuroscience,2025,Fall,Sophomore,A
LB-173,Cell and Molecular Neuroscience,2023,Fall,Sophomore,A
LB-173,Exercise Science,2024,Fall,Senior,B+
LB-173,Exercise Science,2024,Fall,Sophomore,A
LB-173,Exercise Science,2024,Spring,Senior,D
LB-173,Exercise Science,2024,Spring,Sophomore,B
LB-173,Health Promotion,2023,Fall,Freshman,C
LB-173,Health Promotion,2023,Spring,Sophomore,B
LB-173,Health Promotion,2024,Fall,Junior,B
LB-173,Health Promotion,2024,Spring,Junior,A
LB-173,Health Promotion,2024,Spring,Sophomore,A
LB-173,Microbiology and Infectious Disease,2024,Fall,Freshman,A
LB-173,Other,2025,Fall,Freshman,A
LB-205,Anatomy and Physiology,2023,Spring,Junior,A+
LB-300,Anatomy and Physiology,2022,Spring,Sophomore,D
LB-300,Anatomy and Physiology,2022,Spring,Sophomore,NGC
LB-300,Anatomy and Physiology,2023,Fall,Junior,A
LB-300,Anatomy and Physiology,2023,Fall,Junior,F
LB-300,Anatomy and Physiology,2023,Fall,Junior,NGC
LB-300,Anatomy and Physiology,2023,Fall,Sophomore,A+
LB-300,Anatomy and Physiology,2023,Fall,Sophomore,NGC
LB-300,Anatomy and Physiology,2024,Spring,Junior,A+
LB-300,Anatomy and Physiology,2024,Spring,Junior,NGC
LB-300,Anatomy and Physiology,2025,Spring,Junior,A
LB-300,Anatomy and Physiology,2025,Spring,Junior,A+
LB-300,Anatomy and Physiology,2025,Spring,Junior,NGC
LB-300,Microbiology and Infectious Disease,2025,Fall,Senior,A-
LB-300,Microbiology and Infectious Disease,2025,Fall,Senior,NGC
LB-360,Anatomy and Physiology,2024,Spring,Senior,A
LCHI-100,Behavioral and Cognitive Neuroscience,2025,Fall,Junior,A
LCHI-100,Health Promotion,2020,Fall,Freshman,B
LCHI-100,Microbiology and Infectious Disease,2025,Fall,Freshman,A
LCHI-101,Health Promotion,2021,Spring,Freshman,A-
LCHI-200,Health Promotion,2021,Fall,Sophomore,B
LCHI-200,Microbiology and Infectious Disease,2025,Fall,Junior,A+
LCHI-201,Health Promotion,2022,Spring,Sophomore,C+
LCHI-304,Behavioral and Cognitive Neuroscience,2023,Fall,Sophomore,A
LCHI-304,Health Promotion,2022,Fall,Junior,A-
LCHI-305,Behavioral and Cognitive Neuroscience,2024,Spring,Junior,A
LCHI-305,Health Promotion,2023,Spring,Junior,A
