course_id,course_grade,enrollments
MATH-116,W,3
MATH-117,A,177
MATH-117,B,108
MATH-117,C,90
MATH-117,U,37
MATH-117,W,43
MATH-117,XS,1
MATH-118,A,382
MATH-118,B,179
MATH-118,C,149
MATH-118,D,1
MATH-118,F,2
MATH-118,RC,1
MATH-118,RF,1
MATH-118,S,1
MATH-118,U,88
MATH-118,W,115
MATH-118,XC,1
MATH-118,XU,5
MATH-120,A,20
MATH-120,B,21
MATH-120,C,19
MATH-120,D,15
MATH-120,F,7
MATH-120,RD,1
MATH-120,RF,1
MATH-120,W,5
MATH-124,A,467
MATH-124,B,148
MATH-124,C,91
MATH-124,F,3
MATH-124,U,60
MATH-124,W,137
MATH-124,XA,1
MATH-124,XU,2
MATH-125,A,471
MATH-125,A+,15
MATH-125,A-,1
MATH-125,B,201
MATH-125,C,171
MATH-125,C+,1
MATH-125,D,3
MATH-125,F,6
MATH-125,RC,1
MATH-125,RF,2
MATH-125,S,1
MATH-125,U,151
MATH-125,W,234
MATH-125,XU,4
MATH-126,A,48
MATH-126,B,14
MATH-126,B+,1
MATH-126,C,6
MATH-126,U,8
MATH-126,W,17
MATH-127,A,11
MATH-127,B,11
MATH-127,C,19
MATH-127,D,3
MATH-127,RD,1
MATH-127,U,2
MATH-127,W,1
MATH-141,B,2
MATH-141,B+,1
MATH-141,C,1
MATH-151,A,1
MATH-155,A,133
MATH-155,A+,37
MATH-155,A-,38
MATH-155,B,80
MATH-155,B+,27
MATH-155,B-,14
MATH-155,C,45
MATH-155,C+,18
MATH-155,D,21
MATH-155,F,8
MATH-155,I,1
MATH-155,RC,1
MATH-155,RD,5
MATH-155,RF,2
MATH-155,U,1
MATH-155,W,25
MATH-160,A,11
MATH-160,B,6
MATH-160,C,6
MATH-160,D,1
MATH-160,F,2
MATH-160,NGC,28
MATH-160,RD,1
MATH-160,W,8
MATH-160,XF,1
MATH-161,A,6
MATH-161,B,7
MATH-161,C,6
MATH-161,D,1
MATH-161,F,4
MATH-161,NGC,30
MATH-161,RF,2
MATH-161,W,14
MATH-161,XF,2
MATH-161,XU,1
MATH-192,B,1
MATH-235,C+,1
MATH-255,A,16
MATH-255,A+,2
MATH-255,A-,2
MATH-255,B,7
MATH-255,B+,2
MATH-255,B-,2
MATH-255,C,4
MATH-255,W,3
MATH-261,A,3
MATH-261,B,5
MATH-261,D,2
MATH-261,F,1
MATH-261,RD,1
MATH-261,W,3
MATH-271,A-,1
MATH-340,B,1
MATH-340,B-,1
MATH-340,C,1
MATH-340,NGC,5
MATH-348,A,1
MATH-348,NGC,1
MATH-369,A,2
MATH-369,A+,2
MATH-369,B+,1
MATH-369,C,1
MATH-369,F,1
MATH-369,W,1
MATH-384,A,1
MATH-455,A,1
MATH-455,A+,2
MECH-103,A,4
MECH-103,A-,1
MECH-103,B,3
MECH-103,B+,3
MECH-103,B-,1
MECH-103,C,1
MECH-103,C+,1
MECH-103,F,3
MECH-103,W,2
MECH-105,A+,1
MECH-105,A-,1
MECH-105,B,1
MECH-105,C,2
MECH-105,C+,1
MECH-105,W,1
MECH-180A1,A-,1
MECH-200A,A,2
MECH-200A,B,1
MECH-200A,F,1
MECH-200B,A,1
MECH-200B,B,2
MECH-200B,F,1
MECH-201,B,1
MECH-201,B-,1
MECH-201,F,2
MECH-201,NGC,4
MECH-202,C,1
MECH-202,NGC,1
MECH-231,B,1
MECH-231,B+,1
MECH-231,NGC,2
MECH-262,B,1
MECH-324,B-,1
MECH-324,NGC,1
MECH-325,B,1
MECH-337,A+,1
MECH-337,NGC,1
MECH-342,F,1
MGT-301,B,1
MGT-305,A,14
MGT-305,A-,2
MGT-305,B,4
MGT-305,C,2
MGT-305,D,1
MGT-305,F,1
MGT-305,W,4
MGT-320,B,1
MGT-330,A,2
MGT-330,C,1
MGT-340,A,4
MGT-340,A+,1
MGT-340,A-,1
MGT-360,A+,1
MGT-375,B+,1
MGT-376,B,1
MGT-377,A-,1
MGT-411,A-,1
MGT-420,A,2
MGT-476,C,1
MGT-478,A,1
MGT-486A,A,1
MGT-486A,NGC,1
MGT-486B,A,1
MGT-486B,NGC,1
MIP-101,A,6
MIP-101,B,1
MIP-101,W,1
MIP-150,A,114
MIP-150,A+,3
MIP-150,B,31
MIP-150,B+,5
MIP-150,C,7
MIP-150,W,2
MIP-150,XC,1
MIP-192,XC,1
MIP-250,A,82
MIP-250,A+,1
MIP-250,A-,15
MIP-250,B,40
MIP-250,B+,12
MIP-250,C,13
MIP-250,C+,1
MIP-250,D,2
MIP-250,F,1
MIP-250,W,1
MIP-250,XD,1
MIP-260,A,99
MIP-260,B,50
MIP-260,C,13
MIP-260,D,3
MIP-260,F,1
MIP-260,I,2
MIP-260,RF,1
MIP-260,W,7
MIP-270,A,14
MIP-270,B,2
MIP-270,F,1
MIP-280A4,C,2
MIP-281A1,A,2
MIP-292,A,6
MIP-298,A,4
MIP-298,A+,4
MIP-300,A,144
MIP-300,AU,1
MIP-300,B,152
MIP-300,C,76
MIP-300,D,21
MIP-300,F,4
MIP-300,RB,1
MIP-300,RD,2
MIP-300,RF,5
MIP-300,S,1
MIP-300,W,15
MIP-300,XF,2
MIP-302,A,208
MIP-302,B,68
MIP-302,C,20
MIP-302,D,2
MIP-302,F,4
MIP-302,I,1
MIP-302,W,6
MIP-303,A,49
MIP-303,B,1
MIP-315,A,16
MIP-315,A+,10
MIP-315,B,4
MIP-315,B+,4
MIP-315,C,4
MIP-315,C+,1
MIP-315,D,1
MIP-315,W,1
MIP-315,XC,1
MIP-334,B,1
MIP-342,A,40
MIP-342,A+,10
MIP-342,A-,11
MIP-342,B,26
MIP-342,B+,6
MIP-342,B-,8
MIP-342,C,8
MIP-342,C+,4
MIP-342,D,2
MIP-342,F,1
MIP-342,NGC,195
MIP-342,RF,2
MIP-342,W,2
MIP-343,A,19
MIP-343,A+,2
MIP-343,A-,14
MIP-343,B,3
MIP-343,B+,5
MIP-343,B-,3
MIP-351,A,11
MIP-351,B,13
MIP-351,C,3
MIP-352,A,10
MIP-352,A-,1
MIP-352,B,4
MIP-352,W,1
MIP-355,A,9
MIP-355,B,3
MIP-372,A,9
MIP-372,C,1
MIP-380A2,A,3
MIP-381A1,A,9
MIP-381A1,B,1
MIP-384,A,45
MIP-384,A+,17
MIP-384,I,1
MIP-400A,A,1
MIP-400C,A,13
MIP-400H,A,7
MIP-400H,A+,3
MIP-401,A,9
MIP-401,A+,1
MIP-401,B,3
MIP-401,NGC,22
MIP-410,A,7
MIP-410,B,1
MIP-410,W,1
MIP-420,A,13
MIP-420,A+,2
MIP-420,B,28
MIP-420,C,8
MIP-420,D,4
MIP-425,A,9
MIP-425,A+,1
MIP-425,B,3
MIP-425,C,1
MIP-443,A,1
MIP-443,B,3
MIP-443,C,1
MIP-443,NGC,5
MIP-450,A,26
MIP-450,B,17
MIP-450,C,19
MIP-450,D,3
MIP-450,W,3
MIP-462,A,5
MIP-462,C,1
MIP-462,NGC,6
MIP-495,A,5
MIP-495,A+,2
MIP-495,I,1
MIP-496,A,13
MIP-498,A,3
MIP-498,A+,10
MIP-525,A,2
MIP-525,B,1
MIP-533,NGC,4
MIP-542,A,1
MIP-550,A+,1
MIP-550,NGC,4
MIP-550,W,2
MIP-554,A,2
MIP-651,A+,1
MKT-300,A,2
MKT-300,C,1
MKT-305,A,33
MKT-305,A+,3
MKT-305,A-,20
MKT-305,B,50
MKT-305,B+,17
MKT-305,B-,19
MKT-305,C,21
MKT-305,C+,11
MKT-305,D,5
MKT-305,F,1
MKT-305,RF,1
MKT-305,W,5
MKT-307,A,2
MKT-307,B,5
MKT-307,C+,1
MKT-330,A,1
MKT-330,A-,1
MKT-330,C+,1
MKT-362,B,1
MKT-363,B,1
MKT-363,B+,1
MKT-440,B-,1
MKT-492,A,1
MLSC-101,A,10
MLSC-101,A+,8
MLSC-101,B+,1
MLSC-102,A,4
MLSC-102,A+,4
MLSC-102,A-,3
MLSC-102,B+,1
MLSC-196,A,3
MLSC-196,A+,14
MLSC-197,A,1
MLSC-197,A+,11
MLSC-201,A,5
MLSC-201,A+,5
MLSC-201,A-,1
MLSC-201,B+,1
MLSC-201,C,1
MLSC-202,A,1
MLSC-202,A+,3
MLSC-202,W,1
MLSC-296,A+,13
MLSC-297,A+,4
MLSC-297,W,1
MLSC-301,A,1
MLSC-301,A+,2
MLSC-301,A-,1
MLSC-302,A,2
MLSC-357,A,1
MLSC-396,A,4
MLSC-397,A+,2
MLSC-401,A,2
MLSC-402,A+,1
MLSC-402,A-,1
MLSC-496,A,1
MLSC-496,A+,1
MLSC-497,A,1
MLSC-497,A+,1
MU-100,A,250
MU-100,A+,213
MU-100,A-,99
MU-100,B,50
MU-100,B+,51
MU-100,B-,28
MU-100,C,22
MU-100,C+,20
MU-100,D,12
MU-100,F,10
MU-100,RF,3
MU-100,W,4
MU-100,XA,1
MU-100,XF,1
MU-110,NGC,1
MU-111,A,4
MU-111,A+,4
MU-111,A-,4
MU-111,B,1
MU-117,A,3
MU-117,A+,1
MU-117,A-,1
MU-117,B+,1
MU-118,A,1
MU-118,A-,1
MU-127,A-,1
MU-127,B,1
MU-127,B+,2
MU-128,A,2
MU-131,A,2
MU-131,A+,1
MU-132,A,9
MU-132,A+,26
MU-132,A-,5
MU-132,B,2
MU-132,B+,2
MU-132,C+,1
MU-132,W,1
MU-133,A,1
MU-133,A-,1
MU-133,B,1
MU-133,B-,2
MU-133,C,1
MU-150,A,2
MU-150,A+,2
MU-151B,A+,1
MU-159,A+,1
MU-170D,A,1
MU-170D,A+,2
MU-202,A,5
MU-202,A+,8
MU-202,A-,1
MU-202,B,1
MU-202,B+,1
MU-204,A,40
MU-204,B,1
MU-204,B-,1
MU-204,I,1
MU-205,A,7
MU-205,AU,1
MU-205,B,1
MU-206,A,5
MU-206,A+,1
MU-206,A-,1
MU-206,F,1
MU-217,A,1
MU-217,A-,1
MU-218,A,2
MU-227,A+,1
MU-227,A-,1
MU-228,A+,1
MU-228,B,1
MU-232,B,1
MU-272C,A,2
MU-272E,A,1
MU-272H,A,2
MU-272H,A+,1
MU-272I,A,4
MU-272I,A+,1
MU-272P,A,4
MU-272P,A+,1
MU-272Q,A,1
MU-272S,A,3
MU-272V,A,2
MU-274A,A+,3
MU-274F,A,4
MU-274F,A-,1
MU-275S,A+,1
MU-275T,A,2
MU-275T,A+,2
MU-302,A,6
MU-304,A,11
MU-305,A,3
MU-305,A+,2
MU-309,A,6
MU-309,A+,3
MU-309,A-,3
MU-310,A,4
MU-310,A+,4
MU-333,A,1
MU-333,A+,2
MU-334,A,1
MU-342,A,1
MU-400,A,2
MU-400,A+,1
MU-404,A,7
MU-407,A,1
MU-407,A+,1
MU-408,A,8
MU-408,A+,5
MU-465,A-,1
MU-465,NGC,1
MU-472T,A,1
MU-496I,A,4
NB-192,S,156
NB-192,W,3
NB-292,S,44
NB-292,U,1
NB-399,I,1
NB-399,S,57
NB-399,U,2
NB-399,W,2
NB-399,XS,1
NB-493,A,6
NB-493,A+,22
NB-493,A-,4
NB-493,B,1
NB-493,B-,1
NB-493,F,1
NB-493,W,2
NB-495,S,1
NB-499,A,16
NB-499,A+,10
NB-499,A-,2
NB-499,F,1
NB-499,I,5
NB-499,W,1
NR-120A,A,4
NR-120A,W,1
NR-130,A,3
NR-130,A+,2
NR-130,A-,2
NR-130,B,1
NR-130,B+,1
NR-130,D,1
NR-150,A,8
NR-150,A+,8
NR-150,B,1
NR-150,B+,1
NR-150,B-,1
NR-150,C,2
NR-150,W,1
NR-192,B,1
NR-193,C,1
NR-300,B+,1
NR-300,C+,1
NR-320,A-,1
NR-320,B+,1
NR-320,W,1
NR-370,C+,1
NRRT-231,A,1
NRRT-250,A+,1
NRRT-262,A+,1
NRRT-270,A+,1
NRRT-270,A-,1
NRRT-270,B-,1
NRRT-280A3,S,1
NRRT-280A4,S,2
NRRT-280A5,S,1
NRRT-320,W,1
NRRT-350,A,1
NRRT-350,NGC,1
NRRT-351,NGC,1
NRRT-372,A-,1
NRRT-495A,A+,1
NRRT-495C,A+,1
NSCI-170,XI,1
NSCI-193,A,1
NSCI-193,B,1
NSCI-193,W,1
OT-110,A,23
OT-110,A+,5
OT-110,A-,5
OT-110,B,3
OT-110,B+,2
OT-110,C,1
OT-110,D,1
OT-215,A,330
OT-215,A+,118
OT-215,A-,65
OT-215,B,13
OT-215,B+,19
OT-215,B-,6
OT-215,C,4
OT-215,C+,4
OT-215,D,1
OT-215,F,4
OT-215,W,4
OT-215,XF,1
OT-355,A,8
OT-355,A+,1
OT-355,B,1
OT-355,B+,1
OT-355,NGC,19
PBHL-516,A,3
PBHL-516,A+,2
PBHL-550,A,4
PBHL-560,A,1
PBHL-560,B,1
PBHL-570,A,2
PH-110,B+,1
PH-110,B-,1
PH-110,C+,1
PH-110,D,1
PH-110,W,2
PH-111,A,1
PH-111,A+,1
PH-111,A-,1
PH-111,W,1
PH-121,A,169
PH-121,A+,52
PH-121,A-,45
PH-121,B,119
PH-121,B+,46
PH-121,B-,28
PH-121,C,47
PH-121,C+,32
PH-121,D,20
PH-121,F,3
PH-121,I,3
PH-121,NGC,1454
PH-121,RD,1
PH-121,RF,1
PH-121,W,36
PH-121,XD,1
PH-122,A,81
PH-122,A+,26
PH-122,A-,5
PH-122,B,28
PH-122,B+,12
PH-122,B-,3
PH-122,C,7
PH-122,C+,7
PH-122,D,2
PH-122,NGC,550
PH-122,W,12
PH-141,A,11
PH-141,A+,5
PH-141,A-,3
PH-141,B,3
PH-141,B+,4
PH-141,B-,1
PH-141,C,5
PH-141,C+,2
PH-141,D,1
PH-141,NGC,78
PH-141,W,12
PH-142,A,2
PH-142,A-,1
PH-142,B,2
PH-142,B+,1
PH-142,C,2
PH-142,F,1
PH-142,NGC,26
PH-142,RF,1
PH-142,W,6
PHIL-100,A,22
PHIL-100,A+,3
PHIL-100,A-,20
PHIL-100,B,18
PHIL-100,B+,10
PHIL-100,B-,17
PHIL-100,C,20
PHIL-100,C+,5
PHIL-100,D,4
PHIL-100,F,2
PHIL-100,W,6
PHIL-100,XF,1
PHIL-103,A,44
PHIL-103,A+,8
PHIL-103,A-,19
PHIL-103,B,20
PHIL-103,B+,7
PHIL-103,B-,9
PHIL-103,C,6
PHIL-103,C+,8
PHIL-103,D,3
PHIL-103,F,4
PHIL-103,RF,1
PHIL-103,W,5
PHIL-103,XB,1
PHIL-103,XB+,1
PHIL-110,A,54
PHIL-110,A+,6
PHIL-110,A-,6
PHIL-110,B,27
PHIL-110,B+,7
PHIL-110,B-,1
PHIL-110,C,8
PHIL-110,C+,5
PHIL-110,D,8
PHIL-110,F,4
PHIL-110,W,4
PHIL-120,A,1
PHIL-120,A-,1
PHIL-120,B,4
PHIL-120,B+,2
PHIL-120,B-,1
PHIL-120,C,2
PHIL-120,C+,2
PHIL-120,W,1
PHIL-170,A,4
PHIL-170,A+,5
PHIL-170,A-,1
PHIL-170,B,7
PHIL-170,B+,2
PHIL-170,B-,5
PHIL-170,C,4
PHIL-170,D,1
PHIL-170,F,1
PHIL-170,W,2
PHIL-171,A,2
PHIL-171,B,3
PHIL-172,A,3
PHIL-172,A+,3
PHIL-172,B+,1
PHIL-172,B-,1
PHIL-172,C,1
PHIL-172,W,1
PHIL-174,A,3
PHIL-174,B+,2
PHIL-201,D,1
PHIL-205,A-,1
PHIL-210,A+,2
PHIL-210,NGC,3
PHIL-300,A+,1
PHIL-300,A-,1
PHIL-300,B+,1
PHIL-301,A,1
PHIL-301,A+,1
PHIL-303,A,1
PHIL-322,A,1
PHIL-325,A-,1
PHIL-326,A-,1
PHIL-345,A,1
PHIL-345,A-,1
PHIL-354,A,1
PHIL-360,A+,1
PHIL-411,A+,1
PHIL-425,A+,1
PHIL-425,A-,1
PHIL-438,A-,1
PHIL-447,B,1
PHIL-525,B+,1
PLUG-100,NG,67
POLS-101,A,4
POLS-101,A+,2
POLS-101,A-,2
POLS-101,B,1
POLS-101,B+,1
POLS-101,B-,2
POLS-101,W,2
POLS-103,A+,1
POLS-103,A-,1
POLS-103,B+,2
POLS-131,A,49
POLS-131,A+,23
POLS-131,A-,15
POLS-131,B,13
POLS-131,B+,4
POLS-131,B-,5
POLS-131,C,4
POLS-131,C+,1
POLS-131,D,1
POLS-131,F,1
POLS-131,I,1
POLS-131,W,2
POLS-160,A-,2
POLS-232,A,14
POLS-232,A+,4
POLS-232,A-,2
POLS-232,B,3
POLS-232,B+,1
POLS-232,B-,1
POLS-232,C+,2
POLS-232,D,2
POLS-232,F,1
POLS-232,I,1
POLS-232,RF,1
POLS-241,A+,5
POLS-241,A-,5
POLS-241,B,3
POLS-241,B-,3
POLS-241,C,2
POLS-241,C+,1
POLS-241,D,3
POLS-241,W,3
POLS-302,A-,1
PSY-100,A,456
PSY-100,A+,254
PSY-100,A-,19
PSY-100,B,169
PSY-100,B+,109
PSY-100,B-,11
PSY-100,C,71
PSY-100,C+,47
PSY-100,D,40
PSY-100,F,22
PSY-100,RD,2
PSY-100,RF,9
PSY-100,S,1
PSY-100,U,2
PSY-100,W,11
PSY-100,XB,1
PSY-100,XF,1
PSY-100,XU,1
PSY-121,A+,1
PSY-152,A,5
PSY-152,A+,1
PSY-152,A-,3
PSY-152,B,3
PSY-152,C,3
PSY-152,D,1
PSY-152,F,1
PSY-192,A,12
PSY-192,B,3
PSY-192,C,1
PSY-192,D,2
PSY-192,F,1
PSY-192,W,3
PSY-210,A,7
PSY-210,A+,3
PSY-210,A-,1
PSY-210,B,1
PSY-210,B+,2
PSY-210,D,1
PSY-210,F,1
PSY-250,A,52
PSY-250,A+,7
PSY-250,B,23
PSY-250,B+,12
PSY-250,C,8
PSY-250,C+,3
PSY-250,D,5
PSY-250,F,1
PSY-250,W,4
PSY-252,A,98
PSY-252,A+,8
PSY-252,A-,13
PSY-252,B,42
PSY-252,B+,15
PSY-252,B-,8
PSY-252,C,12
PSY-252,C+,4
PSY-252,D,3
PSY-252,F,5
PSY-252,RD,1
PSY-252,RF,2
PSY-252,W,6
PSY-252,XB,1
PSY-260,A,4
PSY-260,A+,3
PSY-260,B,3
PSY-260,B+,1
PSY-260,C,2
PSY-260,W,2
PSY-292B,A,1
PSY-292C,A,2
PSY-292C,B,2
PSY-295,S,1
PSY-300,A,2
PSY-300,A+,5
PSY-300,B+,2
PSY-300,F,1
PSY-300,W,1
PSY-305,A,1
PSY-315,A,3
PSY-315,B,1
PSY-315,B+,1
PSY-316,A,3
PSY-316,C+,2
PSY-317,A,1
PSY-317,A+,1
PSY-320,A,58
PSY-320,A+,74
PSY-320,A-,7
PSY-320,B,10
PSY-320,B+,12
PSY-320,C,4
PSY-320,C+,3
PSY-320,D,1
PSY-320,W,3
PSY-325,A,4
PSY-325,A+,4
PSY-325,B,2
PSY-325,C,1
PSY-325,C+,1
PSY-325,W,1
PSY-327,A+,1
PSY-328,A,5
PSY-328,A+,1
PSY-328,B,1
PSY-328,C+,1
PSY-328,F,1
PSY-340,A,1
PSY-341,B,1
PSY-345,A,1
PSY-345,A+,1
PSY-345,W,1
PSY-350,A,1
PSY-350,B+,1
PSY-350,C,1
PSY-350,F,1
PSY-350,RC+,1
PSY-352,A,3
PSY-352,A+,3
PSY-352,A-,5
PSY-352,B,2
PSY-352,B+,1
PSY-352,B-,3
PSY-352,C,2
PSY-352,C+,2
PSY-370,A,1
PSY-384,S,12
PSY-437,B,1
PSY-437,C+,1
PSY-452,A,9
PSY-452,A+,7
PSY-452,A-,3
PSY-452,B,6
PSY-452,B+,2
PSY-452,C,2
PSY-452,D,1
PSY-452,W,1
PSY-453,B,2
PSY-454,A,7
PSY-454,A+,5
PSY-454,A-,6
PSY-454,B,4
PSY-454,B+,4
PSY-454,B-,2
PSY-454,C,1
PSY-454,C+,2
PSY-454,D,1
PSY-454,F,1
PSY-454,W,1
PSY-455,A,10
PSY-455,A+,4
PSY-455,A-,2
PSY-455,B+,1
PSY-455,F,1
PSY-455,W,1
PSY-456,A,8
PSY-456,A+,5
PSY-456,B+,1
PSY-456,B-,1
PSY-456,D,1
PSY-456,F,1
PSY-457,A,2
PSY-457,A+,3
PSY-457,A-,1
PSY-457,B,1
PSY-457,B+,2
PSY-457,B-,1
PSY-457,C,2
PSY-457,F,1
PSY-458,A,15
PSY-458,A+,5
PSY-458,A-,11
PSY-458,B,3
PSY-458,B+,2
PSY-458,C,1
PSY-458,C+,1
PSY-458,D,3
PSY-459,A,15
PSY-459,A+,8
PSY-459,B+,3
PSY-459,B-,1
PSY-459,C,1
PSY-459,C+,1
PSY-459,D,1
PSY-459,W,1
PSY-460,A,1
PSY-465,B+,1
PSY-465,W,1
PSY-492A,A,1
PSY-492A,A+,1
PSY-493,A,1
PSY-493,B,1
PSY-495B,S,1
PSY-496B,S,6
REL-360,A,2
REL-360,A+,1
REL-360,C,1
REL-430,A+,1
RRM-101,A+,1
RRM-280A1,A,1
RRM-400,A-,2
RRM-400,NGC,2
SA-482,NG,45
SOC-100,A,81
SOC-100,A+,22
SOC-100,A-,1
SOC-100,B,17
SOC-100,B+,13
SOC-100,B-,1
SOC-100,C,7
SOC-100,C+,2
SOC-100,D,1
SOC-100,F,1
SOC-100,RF,1
SOC-100,W,2
SOC-105,A,15
SOC-105,A+,1
SOC-105,A-,1
SOC-105,B,12
SOC-105,B-,1
SOC-105,C,7
SOC-105,C+,1
SOC-105,D,3
SOC-105,F,4
SOC-105,RD,1
SOC-105,RF,1
SOC-105,W,3
SOC-205,A,14
SOC-205,A+,3
SOC-205,A-,5
SOC-205,B,7
SOC-205,B+,6
SOC-205,B-,1
SOC-205,C,2
SOC-205,F,1
SOC-205,RF,1
SOC-205,W,1
SOC-220,A,18
SOC-220,A+,6
SOC-220,A-,2
SOC-220,B,3
SOC-220,B+,1
SOC-220,B-,2
SOC-220,C,3
SOC-220,D,2
SOC-220,F,3
SOC-220,RF,1
SOC-220,W,1
SOC-253,A,4
SOC-253,A+,11
SOC-253,A-,3
SOC-253,B,1
SOC-253,B+,3
SOC-253,B-,1
SOC-253,F,1
SOC-270,B+,1
SOC-270,B-,1
SOC-271,A-,1
SOC-271,B,2
SOC-271,C,1
SOC-301,A,2
SOC-302,A+,1
SOC-302,A-,1
SOC-302,B,1
SOC-302,B+,1
SOC-311,A-,2
SOC-324,B-,1
SOC-333,A-,1
SOC-334,A-,1
SOC-344,A,1
SOC-344,C,1
SOC-352,D,1
SOC-356,A,1
SOC-357,A+,1
SOC-358,A,1
SOC-372,A,1
SOC-372,A+,1
SOC-372,F,1
SOC-482A,A,1
SOC-482B,A,1
SOCR-171,A,2
SOCR-171,NGC,2
SOCR-200,W,1
SOCR-240,W,2
SOCR-301,A,1
SOCR-320,A,1
SOCR-330,A,293
SOCR-330,A+,14
SOCR-330,A-,5
SOCR-330,B,36
SOCR-330,B+,5
SOCR-330,B-,2
SOCR-330,C,5
SOCR-330,C+,2
SOCR-330,W,1
SOCR-455,A,1
SOWK-120,A+,1
SOWK-150,A,3
SOWK-150,B,1
SOWK-150,B+,1
SPCM-100,A,89
SPCM-100,A+,15
SPCM-100,A-,69
SPCM-100,B,19
SPCM-100,B+,37
SPCM-100,B-,19
SPCM-100,C,7
SPCM-100,C+,11
SPCM-100,D,8
SPCM-100,F,3
SPCM-100,NG,1
SPCM-100,RF,1
SPCM-100,W,6
SPCM-130,A,1
SPCM-130,B,2
SPCM-130,B+,2
SPCM-130,C,2
SPCM-130,C+,1
SPCM-130,D,1
SPCM-130,NGC,11
SPCM-200,A,137
SPCM-200,A+,39
SPCM-200,A-,114
SPCM-200,B,77
SPCM-200,B+,91
SPCM-200,B-,60
SPCM-200,C,39
SPCM-200,C+,22
SPCM-200,D,8
SPCM-200,F,12
SPCM-200,RD,1
SPCM-200,RF,4
SPCM-200,W,22
SPCM-200,XB-,1
SPCM-201,A,2
SPCM-201,A+,3
SPCM-201,A-,3
SPCM-201,B,2
SPCM-201,B+,1
SPCM-201,C+,1
SPCM-207,A,1
SPCM-232,W,1
SPCM-331,B,1
SPCM-334,A-,1
SPCM-337,A,1
SPCM-341,A-,1
SPCM-342,A-,1
SPCM-350,A,1
SPCM-350,C+,1
SPCM-350,NGC,3
SPCM-357,A,1
SPCM-357,NGC,1
SPCM-358B,A+,1
SPCM-358B,NGC,1
SPCM-358C,A+,1
SPCM-358C,NGC,1
SPCM-408,B+,1
SPCM-486B,NGC,1
SPMT-201,A,7
SPMT-201,A+,3
SPMT-201,B,3
SPMT-240,A,2
SPMT-240,A+,3
SPMT-240,B-,1
SPMT-314,A,2
SPMT-314,B,1
SPMT-339,A,2
SPMT-339,B,1
SPMT-339,B+,2
SPMT-487,A,1
SPMT-487,A+,2
STAR-511,NGC,1
STAT-100,A-,1
STAT-100,B,1
STAT-100,NGC,2
STAT-158,A,6
STAT-158,B-,1
STAT-192,A-,1
STAT-201,A,25
STAT-201,A+,9
STAT-201,A-,12
STAT-201,B,49
STAT-201,B+,15
STAT-201,B-,13
STAT-201,C,15
STAT-201,C+,11
STAT-201,D,4
STAT-201,F,6
STAT-201,NGC,175
STAT-201,W,9
STAT-204,A-,1
STAT-204,B-,1
STAT-204,C,1
STAT-204,C+,1
STAT-204,NGC,7
STAT-301,A,154
STAT-301,A+,32
STAT-301,A-,44
STAT-301,B,96
STAT-301,B+,44
STAT-301,B-,26
STAT-301,C,52
STAT-301,C+,25
STAT-301,D,23
STAT-301,F,4
STAT-301,RD,1
STAT-301,RF,2
STAT-301,W,17
STAT-301,XF,1
STAT-302A,A,1
STAT-302A,A+,1
STAT-302A,B+,1
STAT-307,A,72
STAT-307,A+,31
STAT-307,A-,17
STAT-307,B,24
STAT-307,B+,12
STAT-307,B-,8
STAT-307,C,15
STAT-307,C+,6
STAT-307,D,3
STAT-307,F,2
STAT-307,RF,1
STAT-307,XF,1
STAT-315,A,1
STAT-315,A-,2
STAT-315,C,1
STAT-315,RD,1
STAT-315,RF,1
STAT-331,A+,1
STAT-341,A,1
STAT-341,A+,2
STAT-342,A,1
STAT-342,A+,2
STAT-384,A,1
STAT-420,A,1
STAT-420,C+,1
STAT-460,A,1
STAT-495,S,1
TH-141,A,11
TH-141,A+,1
TH-141,A-,3
TH-141,B,3
TH-141,B+,3
TH-141,B-,2
TH-141,C,1
TH-141,D,1
TH-400,A,1
TH-400,A+,1
VMBS-100,A,512
VMBS-100,B,81
VMBS-100,C,13
VMBS-100,D,3
VMBS-100,F,4
VMBS-100,NGC,613
VMBS-100,W,6
VMBS-101,S,1
VMBS-165,A,2
VMBS-165,A+,6
VMBS-165,B+,1
VMBS-165,B-,1
VMBS-165,C+,1
VMBS-180A1,A,2
VMBS-180A2,A+,5
VMBS-192,A,48
VMBS-192,B,6
VMBS-192,D,1
VMBS-192,F,1
VMBS-480A1,A+,2
VS-331,A,5
VS-331,B,3
VS-331,C,3
VS-331,W,2
VS-333,A,2
VS-333,C,1
VS-495,A+,1
VS-495,S,13
VS-495,W,2
VS-533,NGC,1
WR-204,A,1
WR-204,B+,1
WS-200,A,2
WS-200,A+,4
WS-200,A-,3
WS-200,B,2
WS-200,C,1
WS-270,A,1
WS-270,A+,1
WS-270,A-,1
WS-397,A+,1
WS-472,A+,1
WS-495,A+,2
