course_id,course_grade,enrollments
ERHS-430,A,11
ERHS-430,B,10
ERHS-430,C,2
ERHS-430,NGC,23
ERHS-446,A,12
ERHS-446,A-,3
ERHS-446,B+,1
ERHS-446,B-,1
ERHS-446,I,1
ERHS-448,A,12
ERHS-450,A,3
ERHS-450,A+,1
ERHS-450,A-,2
ERHS-450,B+,3
ERHS-450,B-,1
ERHS-479,A,20
ERHS-479,B,4
ERHS-479,F,1
ERHS-479,I,1
ERHS-482A,A+,6
ERHS-484,S,1
ERHS-487,A,6
ERHS-487,I,1
ERHS-487,S,2
ERHS-498,A,2
ERHS-501,A,1
ERHS-566,NGC,1
ESS-120,A+,4
ESS-120,B+,1
ESS-120,F,1
ESS-129,A+,1
ESS-129,B,3
ESS-129,B+,1
ESS-129,C+,1
ESS-129,W,1
ESS-130,A+,2
ESS-130,A-,2
ESS-130,W,1
ESS-210,C,1
ETST-100,A,24
ETST-100,A+,12
ETST-100,A-,11
ETST-100,B,7
ETST-100,B+,4
ETST-100,B-,5
ETST-100,C,7
ETST-100,C+,3
ETST-100,D,1
ETST-100,F,3
ETST-100,RF,1
ETST-100,W,1
ETST-110,S,4
ETST-120,S,3
ETST-201,B+,1
ETST-205,A,8
ETST-205,A+,1
ETST-205,B,6
ETST-205,B+,2
ETST-205,C,3
ETST-205,C+,1
ETST-205,D,1
ETST-240,A,3
ETST-240,A+,2
ETST-240,B,1
ETST-240,B-,1
ETST-240,W,1
ETST-242,W,1
ETST-250,A,1
ETST-250,A+,3
ETST-250,A-,1
ETST-250,B,1
ETST-250,C,4
ETST-250,D,2
ETST-250,W,1
ETST-252,A,4
ETST-252,A-,4
ETST-252,B+,1
ETST-252,B-,1
ETST-253,A,1
ETST-253,A+,4
ETST-253,B+,1
ETST-253,W,1
ETST-255,A+,2
ETST-255,B,1
ETST-257,A,1
ETST-260,A+,1
ETST-260,A-,1
ETST-265,A,1
ETST-265,NGC,1
ETST-270,A-,1
ETST-277,A,1
ETST-277,B+,1
ETST-277,W,1
ETST-305,A,1
ETST-305,A+,1
ETST-354,A,1
ETST-420,A,1
ETST-420,A+,1
ETST-430,A+,1
ETST-444,A+,1
F-101,A,1
F-101,A+,1
F-209,A,1
F-313,C,1
F-313,NGC,1
FACS-320,A,3
FACS-320,A+,3
FACS-320,A-,1
FACS-320,B,2
FACS-320,B+,1
FACS-320,B-,2
FACS-320,C,1
FIN-200,A,26
FIN-200,B,10
FIN-200,C,7
FIN-200,D,2
FIN-200,W,1
FIN-300,A+,1
FIN-300,C+,1
FIN-305,A,11
FIN-305,B,3
FIN-305,C,1
FIN-305,W,1
FIN-310,C,1
FSHN-115,A,17
FSHN-115,B,3
FSHN-115,C,1
FSHN-115,F,2
FSHN-115,NGC,30
FSHN-125,A,11
FSHN-125,A+,5
FSHN-125,A-,1
FSHN-125,B,6
FSHN-125,B+,1
FSHN-125,C,3
FSHN-125,C+,1
FSHN-125,XF,1
FSHN-150,A,340
FSHN-150,A+,128
FSHN-150,A-,149
FSHN-150,B,121
FSHN-150,B+,80
FSHN-150,B-,35
FSHN-150,C,39
FSHN-150,C+,24
FSHN-150,D,5
FSHN-150,F,5
FSHN-150,RC,3
FSHN-150,RD,7
FSHN-150,RF,1
FSHN-150,U,1
FSHN-150,W,8
FSHN-150,XC,1
FSHN-150,XF,1
FSHN-180A2,A,6
FSHN-180A2,NGC,6
FSHN-192,A,3
FSHN-192,W,1
FSHN-220,A,15
FSHN-220,A+,1
FSHN-220,A-,12
FSHN-220,B,6
FSHN-220,B+,10
FSHN-220,B-,4
FSHN-220,C,3
FSHN-292,A+,2
FSHN-300,A,3
FSHN-300,A-,1
FSHN-301,A,1
FSHN-340,A,13
FSHN-340,A+,3
FSHN-340,B,1
FSHN-340,C,2
FSHN-342A,A+,3
FSHN-350,A,46
FSHN-350,A+,12
FSHN-350,A-,14
FSHN-350,B,10
FSHN-350,B+,10
FSHN-350,B-,7
FSHN-350,C,6
FSHN-350,C+,5
FSHN-350,D,2
FSHN-350,F,1
FSHN-350,I,1
FSHN-350,RD,1
FSHN-350,RF,2
FSHN-350,W,4
FSHN-360,A,1
FSHN-382A,A+,2
FSHN-428,A,3
FSHN-428,A+,2
FSHN-435,A,1
FSHN-435,A+,1
FSHN-444,A,31
FSHN-444,B,4
FSHN-444,D,2
FSHN-445,A+,1
FSHN-449,A+,1
FSHN-449,A-,1
FSHN-449,B,1
FSHN-449,B-,1
FSHN-449,W,1
FSHN-451,A,1
FSHN-451,A+,1
FSHN-451,B+,1
FSHN-451,C+,1
FSHN-453,A,1
FSHN-453,A+,1
FSHN-453,B,1
FSHN-455,A+,1
FSHN-455,B+,1
FSHN-455,NGC,2
FSHN-459,A,16
FSHN-459,B,1
FSHN-459,B+,1
FSHN-459,C+,1
FSHN-459,D,1
FSHN-459,F,1
FSHN-461,A+,1
FSHN-470,B,1
FSHN-480A1,B,1
FSHN-486B,S,1
FSHN-525,A+,1
FTEC-110,A,1
FTEC-110,C,1
FTEC-110,NGC,1
FTEC-115,A,9
FTEC-115,C,1
FTEC-155,B,1
FTEC-205,A,1
FTEC-210,A-,1
FTEC-210,D,1
FTEC-210,NGC,2
FTEC-292,A,1
FTEC-360,B,1
FTEC-360,NGC,1
FTEC-400,A,9
FTEC-400,A+,4
FTEC-400,A-,2
FTEC-400,B,3
FTEC-400,B+,1
FTEC-400,B-,2
FTEC-400,C+,1
FTEC-574,A,3
FW-104,A,4
FW-104,A+,2
FW-104,A-,1
FW-104,B-,3
FW-104,C,2
FW-179,A,2
FW-179,A+,1
FW-179,B,1
FW-179,B+,1
FW-179,B-,1
FW-380A1,A+,1
FW-380A1,NGC,1
GEOL-110,B,1
GEOL-110,B+,1
GEOL-110,B-,1
GEOL-110,C,1
GEOL-120,A,1
GEOL-120,A+,1
GEOL-120,A-,1
GEOL-120,B,4
GEOL-120,B+,1
GEOL-120,B-,1
GEOL-120,C,4
GEOL-120,C+,2
GEOL-120,D,1
GEOL-120,W,1
GEOL-121,A,6
GEOL-121,B,9
GEOL-121,D,1
GEOL-121,W,1
GEOL-122,A-,1
GEOL-122,C,4
GEOL-122,C+,1
GEOL-122,F,1
GEOL-124,A,2
GEOL-150,A,1
GEOL-150,A-,1
GEOL-150,NGC,2
GEOL-154,A-,1
GEOL-154,B,1
GEOL-154,NGC,2
GEOL-192,A+,1
GEOL-250,A,1
GEOL-250,NGC,1
GES-101,A,4
GES-101,B,1
GES-101,W,1
GES-120,A-,1
GES-141,A,1
GES-141,B,2
GES-141,C,1
GES-280A2,A+,1
GES-465,A,1
GR-100,A,3
GR-100,C,5
GR-100,D,1
GR-100,F,1
GR-102,B,4
GR-102,C,1
GR-102,D,1
GR-102,F,1
GR-102,W,1
GR-213,A,1
GR-213,B,1
GR-217,A,1
GR-348,A,1
GRAD-544,S,6
GRAD-592,A+,1
HDFS-101,A,63
HDFS-101,A+,8
HDFS-101,A-,25
HDFS-101,B,21
HDFS-101,B+,18
HDFS-101,B-,9
HDFS-101,C,16
HDFS-101,C+,9
HDFS-101,D,4
HDFS-101,F,5
HDFS-101,RD,1
HDFS-101,RF,1
HDFS-101,W,4
HDFS-201,A,1
HDFS-201,A+,3
HDFS-201,B+,1
HDFS-217,B+,2
HDFS-217,B-,1
HDFS-217,D,1
HDFS-217,NGC,2
HDFS-250,A+,1
HDFS-250,B,1
HDFS-250,D,1
HDFS-275,A,1
HDFS-277,A,1
HDFS-277,A+,5
HDFS-277,A-,1
HDFS-277,B,1
HDFS-277,W,1
HDFS-310,A,2
HDFS-310,A+,2
HDFS-310,B,2
HDFS-310,B+,1
HDFS-310,B-,1
HDFS-310,C,1
HDFS-310,W,1
HDFS-311,A+,1
HDFS-311,A-,3
HDFS-311,C,1
HDFS-311,C+,2
HDFS-312,A+,1
HDFS-312,C,1
HDFS-315,A,3
HDFS-315,A+,1
HDFS-315,B+,2
HDFS-315,W,1
HDFS-332,A+,2
HDFS-332,B,2
HDFS-332,C,1
HDFS-332,W,1
HDFS-334,A+,1
HDFS-334,B,1
HDFS-334,B+,1
HDFS-334,C,1
HDFS-334,D,1
HDFS-372,A+,2
HDFS-403,A,1
HDFS-470A,A,3
HDFS-470A,A+,3
HDFS-470A,NGC,5
HDFS-484,S,1
HDFS-497B,S,1
HDFS-497C,S,8
HDFS-497F,A,1
HDFS-498A,A,3
HDFS-498A,A+,1
HDFS-498A,S,1
HES-127,A,25
HES-127,B,2
HES-127,C,1
HES-127,D,2
HES-127,F,1
HES-127,W,1
HES-145,A,546
HES-145,A+,5
HES-145,B,446
HES-145,C,126
HES-145,D,25
HES-145,F,14
HES-145,RB,1
HES-145,RC,9
HES-145,RD,9
HES-145,RF,7
HES-145,U,1
HES-145,W,14
HES-145,XB,1
HES-145,XC,1
HES-145,XD,1
HES-180A1,A,11
HES-180A1,B,2
HES-202,A,571
HES-202,A+,1
HES-202,A-,8
HES-202,B,213
HES-202,B+,9
HES-202,B-,6
HES-202,C,64
HES-202,C+,2
HES-202,D,10
HES-202,F,4
HES-202,I,1
HES-202,RD,1
HES-202,RF,1
HES-202,W,9
HES-202,XF,1
HES-207,A,291
HES-207,B,256
HES-207,C,206
HES-207,D,49
HES-207,F,22
HES-207,NGC,995
HES-207,RC,2
HES-207,RD,26
HES-207,RF,12
HES-207,W,62
HES-207,XD,1
HES-232,A,162
HES-232,B,10
HES-232,C,7
HES-232,W,2
HES-300,A,68
HES-300,B,79
HES-300,C,35
HES-300,D,4
HES-300,F,1
HES-300,RD,1
HES-300,W,4
HES-303,A,41
HES-303,B,72
HES-303,C,51
HES-303,D,10
HES-303,F,3
HES-303,W,3
HES-307,A,8
HES-307,A+,4
HES-307,B,45
HES-307,C,42
HES-307,D,25
HES-307,F,1
HES-307,RD,2
HES-307,RF,1
HES-307,W,4
HES-309,A,15
HES-309,B,12
HES-309,C,5
HES-309,F,1
HES-309,W,1
HES-319,A,35
HES-319,B,37
HES-319,C,32
HES-319,D,11
HES-319,F,3
HES-319,NGC,216
HES-319,RD,2
HES-319,RF,1
HES-319,W,2
HES-340,A,239
HES-340,B,129
HES-340,C,33
HES-340,D,1
HES-340,NGC,519
HES-340,RD,2
HES-340,RF,2
HES-340,W,2
HES-345,A,175
HES-345,A+,1
HES-345,B,242
HES-345,C,97
HES-345,D,24
HES-345,F,15
HES-345,RB,1
HES-345,RD,2
HES-345,RF,4
HES-345,W,22
HES-354,A,99
HES-354,B,117
HES-354,C,51
HES-354,D,4
HES-354,F,2
HES-354,RC,1
HES-354,RF,2
HES-354,W,4
HES-355,B,1
HES-360,A,30
HES-360,B,3
HES-379,A,30
HES-379,B,41
HES-379,C,26
HES-379,D,1
HES-379,F,1
HES-379,RF,1
HES-379,W,6
HES-386,A,81
HES-386,B,27
HES-386,C,5
HES-386,D,2
HES-386,NGC,152
HES-386,W,2
HES-403,A,117
HES-403,B,87
HES-403,C,92
HES-403,D,8
HES-403,F,10
HES-403,RD,2
HES-403,RF,2
HES-403,W,28
HES-404,A,168
HES-404,A-,1
HES-404,B,93
HES-404,B+,1
HES-404,C,40
HES-404,D,8
HES-404,F,5
HES-404,I,1
HES-404,RF,1
HES-404,W,3
HES-419,A,48
HES-419,B,3
HES-419,C,4
HES-420,A,8
HES-420,B,14
HES-420,B-,1
HES-420,C,10
HES-420,D,3
HES-420,F,2
HES-420,NGC,53
HES-420,W,6
HES-432,A,20
HES-432,B,14
HES-432,C,6
HES-432,D,2
HES-432,NGC,56
HES-434,A,101
HES-434,B,24
HES-434,C,6
HES-434,D,1
HES-434,W,1
HES-440,A,8
HES-455,A,69
HES-455,B,9
HES-455,F,1
HES-478A,A,10
HES-478A,B,1
HES-478A,C,1
HES-478A,D,1
HES-478A,F,1
HES-478B,A,1
HES-478C,A,15
HES-478D,A,5
HES-480A2,A,13
HES-480A3,A,2
HES-480A3,B,1
HES-480A3,C,1
HES-480A3,NGC,4
HES-480A4,A,1
HES-480A4,A+,1
HES-480A4,A-,5
HES-480A4,B+,3
HES-480A4,NGC,10
HES-484,A,15
HES-486,A,48
HES-486,B,25
HES-486,C,6
HES-486,D,1
HES-486,I,1
HES-486,NGC,114
HES-486,W,2
HES-487,A,8
HES-487,B,1
HES-495A,A,11
HES-495C,A,1
HIST-100,A,21
HIST-100,A+,3
HIST-100,A-,37
HIST-100,B,17
HIST-100,B+,12
HIST-100,B-,9
HIST-100,C,11
HIST-100,C+,4
HIST-100,D,2
HIST-100,F,4
HIST-100,RF,2
HIST-100,W,3
HIST-101,A,8
HIST-101,A+,2
HIST-101,A-,5
HIST-101,B,8
HIST-101,B+,8
HIST-101,B-,11
HIST-101,C,10
HIST-101,C+,10
HIST-101,D,2
HIST-101,F,3
HIST-101,RF,2
HIST-101,W,3
HIST-115,B,2
HIST-115,B+,1
HIST-115,C,1
HIST-115,W,2
HIST-116,A,2
HIST-116,A-,1
HIST-116,C,1
HIST-120,A,12
HIST-120,A-,4
HIST-120,B,2
HIST-120,B+,1
HIST-121,A,3
HIST-121,A-,2
HIST-121,B,1
HIST-121,B+,1
HIST-121,C,1
HIST-121,D,1
HIST-121,W,1
HIST-150,A,16
HIST-150,A+,2
HIST-150,A-,11
HIST-150,B,11
HIST-150,B+,9
HIST-150,B-,12
HIST-150,C,10
HIST-150,C+,6
HIST-150,D,4
HIST-150,F,7
HIST-150,RF,3
HIST-150,W,7
HIST-151,A,60
HIST-151,A+,11
HIST-151,A-,23
HIST-151,B,67
HIST-151,B+,16
HIST-151,B-,21
HIST-151,C,45
HIST-151,C+,4
HIST-151,D,10
HIST-151,F,4
HIST-151,RF,2
HIST-151,U,1
HIST-151,W,10
HIST-151,XA-,1
HIST-170,A,6
HIST-170,A-,1
HIST-170,B,7
HIST-170,B+,1
HIST-170,C,2
HIST-170,D,1
HIST-170,RF,1
HIST-170,W,3
HIST-171,A,24
HIST-171,A+,5
HIST-171,A-,9
HIST-171,B,13
HIST-171,B+,3
HIST-171,B-,5
HIST-171,C,6
HIST-171,C+,4
HIST-171,D,1
HIST-171,F,2
HIST-171,W,1
HIST-201,A,1
HIST-201,B+,2
HIST-201,W,1
HIST-250,A+,1
HIST-250,C,1
HIST-255,A+,1
HIST-301,A-,1
HIST-309,W,1
HIST-311,C+,1
HIST-317,B-,1
HIST-317,C+,1
HIST-318,A,1
HIST-338,W,1
HIST-345,A,1
HIST-349,B+,1
HIST-351,A,1
HIST-355,F,1
HIST-355,W,1
HIST-359,A+,1
HIST-366,A,1
HIST-370,A-,1
HIST-431,C+,1
HONR-110,S,88
HONR-110,U,1
HONR-192,A,190
HONR-192,A+,49
HONR-192,A-,23
HONR-192,B,7
HONR-192,B+,13
HONR-192,B-,2
HONR-192,F,4
HONR-192,NGC,143
HONR-192,RF,1
HONR-192,W,2
HONR-193,A,123
HONR-193,A+,27
HONR-193,A-,16
HONR-193,B,7
HONR-193,B+,4
HONR-193,C,1
HONR-193,W,1
HONR-292A,A,13
HONR-292A,B,1
HONR-292B,A,101
HONR-292B,A+,12
HONR-292B,A-,9
HONR-292B,B,3
HONR-292B,B+,4
HONR-292B,W,2
HONR-292C,A,35
HONR-292C,A+,2
HONR-292C,A-,1
HONR-292C,B+,1
HONR-292C,B-,2
HONR-384,A,4
HONR-392,A,46
HONR-392,A+,35
HONR-392,A-,5
HONR-392,B,1
HONR-392,B+,2
HONR-392,C,1
HONR-392,D,1
HONR-397,A,1
HONR-397,A+,4
HONR-397,S,1
HONR-399,S,116
HONR-399,U,3
HONR-399,W,1
HONR-492,A,27
HONR-492,A+,25
HONR-492,A-,2
HONR-492,B,2
HONR-499,A,23
HONR-499,A+,11
HONR-499,F,1
HONR-499,I,2
HONR-499,W,1
HORT-100,A,1
HORT-100,B,2
HORT-100,C,1
HORT-100,F,1
HORT-100,NGC,5
HORT-100,W,2
HORT-171,A,1
HORT-171,A+,1
HORT-171,B,1
HORT-171,NGC,3
HORT-260,A,1
HORT-260,NGC,1
HORT-310,NGC,1
HORT-345,A,1
HORT-401,A,1
HORT-462,A,1
IDEA-110,A,1
IDEA-110,A+,2
IDEA-210,A,10
IDEA-210,A+,4
IDEA-210,B,2
IDEA-210,B+,3
IDEA-210,C+,1
IDEA-210,F,3
IE-116,A,1
IE-116,A+,1
IE-116,NGC,2
IE-149A,A,1
IE-149A,A+,1
IE-182A,A,2
IE-200,A,5
IE-200,A+,12
IE-200,A-,1
IE-200,B+,2
IE-252A,A,2
IE-252B,A+,6
IE-270,B-,1
IE-282B,A+,1
IE-382G,A+,10
IE-387,A,4
IE-387,A+,2
INST-179A,A+,1
INST-179B,A+,2
INST-179C,A,1
INST-179C,A+,1
INST-179C,A-,1
INST-182B,A+,2
INST-200,A,6
INST-200,A+,5
INST-200,C+,1
INST-200,W,1
INTD-110,A-,5
INTD-129,A,2
INTD-129,B,2
INTD-129,D,2
INTD-129,F,1
INTD-166,A,1
INTD-166,A-,1
INTD-166,B+,1
INTD-166,C,1
INTD-166,NGC,5
INTD-359,C,1
IU-170,A,6
IU-170,NGC,6
IU-171,A,5
IU-171,NGC,5
IU-172,A,6
IU-172,A+,36
IU-172,A-,4
IU-172,B,2
IU-172,B+,1
IU-172,B-,3
IU-172,C,1
IU-172,C+,2
IU-172A,A,12
IU-172A,A+,23
IU-172A,A-,1
IU-172A,B,2
IU-172A,B+,3
IU-172A,B-,1
IU-172A,C,2
IU-172A,C+,1
IU-173B,A,8
IU-173B,A+,3
IU-173B,A-,4
IU-173B,B,2
IU-173B,C,3
IU-173B,F,1
IU-173B,W,1
IU-173C,A+,1
IU-173C,A-,1
IU-174B,A,4
IU-174B,A+,7
IU-174B,A-,4
IU-174B,B,1
IU-174B,B+,3
IU-174B,B-,1
IU-174B,W,1
IU-174D,F,1
IU-180A2,A+,1
IU-180A2,B,1
IU-180A6,XA+,1
IU-180A7,A,2
IU-181A5,A+,3
IU-270,A,3
IU-270,NGC,2
IU-271,A,3
IU-271,NGC,2
IU-274,A,19
IU-274,A+,32
IU-274,A-,2
IU-274,B+,1
IU-274,C,2
IU-274,W,1
IU-300,A,3
IU-300,A+,5
IU-470,A,3
IU-470,F,1
IU-470,NGC,4
IU-471,A,2
IU-471,NGC,3
IU-498,A,1
JTC-100,A,4
JTC-100,A+,1
JTC-100,A-,4
JTC-100,B,7
JTC-100,B+,1
JTC-100,B-,6
JTC-100,C,5
JTC-100,C+,3
JTC-100,RF,1
JTC-192,A+,1
JTC-203,U,1
JTC-210,A,1
JTC-210,A+,1
JTC-210,A-,3
JTC-210,B,1
JTC-210,B-,1
JTC-210,NGC,7
JTC-211,A,2
JTC-211,A+,1
JTC-211,NGC,3
JTC-270,B+,1
JTC-270,NGC,1
JTC-300,A,9
JTC-300,A+,7
JTC-300,A-,4
JTC-300,B,4
JTC-300,B+,5
JTC-300,B-,2
JTC-300,C+,1
JTC-300,D,1
JTC-300,NGC,37
JTC-300,W,3
JTC-301,A+,2
JTC-301,A-,1
JTC-301,NGC,4
JTC-301,W,1
JTC-326,B+,1
JTC-350,A,1
JTC-354,A,1
JTC-490,A+,1
KEY-175,A,13
KEY-175,B,4
KEY-175,B-,2
KEY-175,C,2
KEY-192A,A,18
KEY-192A,A+,39
KEY-192A,A-,2
KEY-192A,B,2
KEY-192A,B+,2
KEY-192A,W,4
KEY-192B,B+,2
KEY-192B,C,1
KEY-192C,A,21
KEY-192C,A+,9
KEY-192C,A-,3
KEY-192C,B,5
KEY-192C,B+,4
KEY-192C,B-,1
KEY-192C,C,1
KEY-192C,D,1
KEY-192C,F,1
KEY-192C,XC,1
KEY-272,A,6
KEY-272,A+,2
KEY-272,B+,1
KEY-272,W,1
LAND-110,A,1
LAND-110,B+,1
LAND-110,NGC,4
LAND-220,A+,1
LARA-250,A,2
LASL-100,A,13
LASL-100,A+,11
LASL-100,B,2
LASL-100,B+,1
LASL-100,D,1
LASL-100,F,1
LASL-101,A,11
LASL-101,B,1
LASL-101,B+,1
LASL-101,D,1
LASL-200,A,9
LASL-200,B,3
LASL-200,C,1
LASL-200,C+,1
LASL-200,W,1
LASL-201,A,7
LASL-201,B,2
LASL-201,C+,1
LASL-201,D,1
LASL-304,A,1
LASL-304,B,1
LASL-304,C,1
LASL-347,B,1
LB-173,A,13
LB-173,A+,1
LB-173,B,3
LB-173,B+,1
LB-173,C,2
LB-173,D,2
LB-205,A+,1
LB-300,A,3
LB-300,A+,3
LB-300,A-,1
LB-300,D,1
LB-300,F,1
LB-300,NGC,9
LB-360,A,1
LCHI-100,A,2
LCHI-100,B,1
LCHI-101,A-,1
LCHI-200,A+,1
LCHI-200,B,1
LCHI-201,C+,1
LCHI-304,A,1
LCHI-304,A-,1
LCHI-305,A,2
LCHI-380A1,A,1
LCHI-380A1,A-,1
LCHI-400,A,1
LCHI-480A1,B+,1
LFRE-100,A,1
LFRE-100,A+,1
LFRE-100,A-,1
LFRE-100,B+,1
LFRE-100,B-,1
LFRE-100,C+,1
LFRE-100,NGC,7
LFRE-101,A+,2
LFRE-101,A-,1
LFRE-101,B,1
LFRE-101,B+,1
LFRE-101,B-,1
LFRE-101,NGC,6
LFRE-200,A+,2
LFRE-200,B,1
LFRE-200,B-,1
LFRE-200,W,1
LFRE-201,A+,1
LFRE-201,A-,1
LFRE-251,A+,1
LFRE-300,A,3
LFRE-300,B+,1
LFRE-300,D,1
LFRE-301,A+,1
LFRE-313,A,1
LFRE-335,A,1
LFRE-365,A,2
LFRE-400,A-,1
LFRE-433A,A+,1
LGEN-465E,A,1
LGER-100,A,2
LGER-100,A+,3
LGER-100,A-,1
LGER-100,NGC,6
LGER-101,A,2
LGER-101,A+,1
LGER-101,B+,1
LGER-101,NGC,4
LGER-251,A,2
LGER-251,A+,2
LGER-251,B,1
LGER-251,B+,2
LGER-345,A+,1
LGER-400,A+,1
LGER-434,A+,1
LIFE-102,A,510
LIFE-102,A+,133
LIFE-102,A-,130
LIFE-102,B,396
LIFE-102,B+,120
LIFE-102,B-,60
LIFE-102,C,181
LIFE-102,C+,55
LIFE-102,D,47
LIFE-102,F,21
LIFE-102,I,1
LIFE-102,NGC,1684
LIFE-102,RC,2
LIFE-102,RC+,1
LIFE-102,RD,1
LIFE-102,RF,8
LIFE-102,U,4
LIFE-102,W,43
LIFE-102,XD,2
LIFE-102,XU,1
LIFE-103,A,36
LIFE-103,A-,5
LIFE-103,B,49
LIFE-103,B+,10
LIFE-103,B-,1
LIFE-103,C,28
LIFE-103,C+,5
LIFE-103,D,10
LIFE-103,F,2
LIFE-103,NGC,185
LIFE-103,RC+,1
LIFE-103,U,1
LIFE-103,W,4
LIFE-162,A,8
LIFE-162,A+,33
LIFE-162,A-,2
LIFE-162,C+,1
LIFE-201B,A,138
LIFE-201B,A-,1
LIFE-201B,B,47
LIFE-201B,C,18
LIFE-201B,C+,2
LIFE-201B,D,5
LIFE-201B,F,1
LIFE-201B,RD,1
LIFE-201B,RF,1
LIFE-201B,W,4
LIFE-201B,XD,2
LIFE-201B,XF,1
LIFE-202B,A,15
LIFE-202B,A+,3
LIFE-202B,A-,1
LIFE-202B,B,1
LIFE-202B,B+,1
LIFE-203,A,54
LIFE-203,A+,15
LIFE-203,A-,11
LIFE-203,B,19
LIFE-203,B+,19
LIFE-203,B-,4
LIFE-203,C,16
LIFE-203,D,4
LIFE-203,F,3
LIFE-203,NGC,195
LIFE-203,W,18
LIFE-203,XC,1
LIFE-205,A,5
LIFE-205,B,1
LIFE-205,C,1
LIFE-205,D,1
LIFE-205,F,1
LIFE-206,A,2
LIFE-206,B,1
LIFE-206,I,1
LIFE-210,A,221
LIFE-210,A+,59
LIFE-210,A-,7
LIFE-210,B,118
LIFE-210,B+,14
LIFE-210,B-,10
LIFE-210,C,44
LIFE-210,C+,8
LIFE-210,D,8
LIFE-210,F,3
LIFE-210,RD,3
LIFE-210,RF,2
LIFE-210,W,21
LIFE-210,XB,1
LIFE-210,XD,1
LIFE-211,A,10
LIFE-211,A+,16
LIFE-211,B,1
LIFE-211,W,1
LIFE-212,A,173
LIFE-212,A+,66
LIFE-212,A-,10
LIFE-212,B,91
LIFE-212,B+,23
LIFE-212,B-,2
LIFE-212,C,15
LIFE-212,D,1
LIFE-212,F,2
LIFE-212,NGC,384
LIFE-212,RF,1
LIFE-212,W,12
LIFE-320,A,6
LIFE-320,A+,1
LIFE-320,A-,1
LIFE-320,B,3
LIFE-320,B-,1
LIFE-320,C,1
LIFE-320,D,1
LITA-200,A+,1
LITA-201,C+,1
LJPN-100,A+,3
LJPN-100,B+,1
LJPN-101,A,1
LJPN-101,A+,1
LJPN-101,A-,1
LJPN-200,A,3
LJPN-200,A-,1
LJPN-200,B,1
LJPN-200,NGC,5
LJPN-201,A,1
LJPN-201,B,1
LJPN-201,B-,1
LJPN-201,NGC,3
LJPN-304,A,1
LJPN-304,B,1
LJPN-304,B-,1
LJPN-305,B,1
LJPN-305,B+,1
LJPN-352A,A,1
LJPN-352A,A+,1
LJPN-352A,B+,1
LKOR-100,A,1
LKOR-100,A+,2
LKOR-100,A-,2
LKOR-100,NGC,5
LKOR-101,A,2
LKOR-101,A-,1
LKOR-101,NGC,4
LKOR-200,A,1
LKOR-200,A+,1
LKOR-200,NGC,2
LKOR-201,A-,1
LKOR-201,NGC,2
LKOR-300,A-,1
LRUS-100,A-,1
LSPA-100,A,1
LSPA-100,B,2
LSPA-100,B+,1
LSPA-100,C,1
LSPA-100,C+,1
LSPA-100,NGC,7
LSPA-101,A,2
LSPA-101,A+,5
LSPA-101,A-,3
LSPA-101,B,2
LSPA-101,B+,2
LSPA-101,B-,1
LSPA-101,NGC,19
LSPA-101,RF,1
LSPA-108,A+,1
LSPA-108,A-,1
LSPA-108,B,1
LSPA-108,B+,1
LSPA-108,C,2
LSPA-108,D,1
LSPA-108,NGC,3
LSPA-200,A,13
LSPA-200,A-,7
LSPA-200,B,3
LSPA-200,B+,2
LSPA-200,B-,1
LSPA-200,C,1
LSPA-200,C+,1
LSPA-200,W,1
LSPA-201,A,5
LSPA-201,A+,5
LSPA-201,A-,9
LSPA-201,B,2
LSPA-201,B+,3
LSPA-201,B-,5
LSPA-201,C,4
LSPA-201,C+,2
LSPA-201,D,1
LSPA-201,W,1
LSPA-208,A,1
LSPA-300,A,15
LSPA-300,A+,2
LSPA-300,A-,5
LSPA-300,B,7
LSPA-300,B+,8
LSPA-300,B-,1
LSPA-300,C+,1
LSPA-300,D,1
LSPA-300,F,1
LSPA-301,A,10
LSPA-301,A+,3
LSPA-301,A-,6
LSPA-301,W,1
LSPA-310,A,5
LSPA-310,A+,4
LSPA-310,B,1
LSPA-310,B-,1
LSPA-313,A,2
LSPA-313,A+,1
LSPA-313,A-,1
LSPA-326,A,1
LSPA-335,A,5
LSPA-335,A+,1
LSPA-335,A-,1
LSPA-335,B,1
LSPA-335,B+,1
LSPA-335,C,1
LSPA-335,C+,1
LSPA-340,A+,3
LSPA-340,B+,1
LSPA-340,B-,1
LSPA-340,NGC,5
LSPA-342,A,2
LSPA-342,A-,1
LSPA-342,B,1
LSPA-342,NGC,6
LSPA-343,A,2
LSPA-343,A-,1
LSPA-343,B,1
LSPA-343,NGC,4
LSPA-345,A,1
LSPA-346,A,10
LSPA-346,A-,1
LSPA-346,B+,1
LSPA-346,C+,1
LSPA-346,D,1
LSPA-348,A,1
LSPA-348,NGC,3
LSPA-400,A,5
LSPA-400,A-,2
LSPA-400,B,2
LSPA-400,B+,1
LSPA-400,B-,2
LSPA-436,A,2
LSPA-443,A,2
LSPA-444,C,1
LSPA-444,NGC,3
LSPA-495,A,1
MATH-101,A,2
MATH-101,B,4
MATH-101,B+,3
MATH-101,C,2
MATH-101,D,2
MATH-101,F,1
MATH-101,NGC,18
MATH-105,A,1
MATH-105,NGC,1
MATH-116,A,27
MATH-116,A+,21
MATH-116,B,1
MATH-116,F,2
