course_id,major_group,total_enrollments,most_common_grade,most_common_level,most_common_term,timing,timing_grade
PHIL-100,Anatomy and Physiology,28,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
PHIL-100,Behavioral and Cognitive Neuroscience,7,C,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | C
PHIL-100,Cell and Molecular Neuroscience,6,B-,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B-
PHIL-100,Environmental and Public Health,4,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
PHIL-100,Exercise Science,43,C,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | C
PHIL-100,Health Promotion,27,C,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | C
PHIL-100,Microbiology and Infectious Disease,6,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
PHIL-100,Neuroscience,1,F,Freshman,Fall,Freshman (Fall),Freshman (Fall) | F
PHIL-100,Other,6,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
PHIL-103,Anatomy and Physiology,37,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
PHIL-103,Behavioral and Cognitive Neuroscience,18,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
PHIL-103,Cell and Molecular Neuroscience,6,A-,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A-
PHIL-103,Environmental and Public Health,8,A-,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A-
PHIL-103,Exercise Science,31,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
PHIL-103,Health Promotion,19,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
PHIL-103,Microbiology and Infectious Disease,12,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
PHIL-103,Other,5,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
PHIL-110,Anatomy and Physiology,31,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
PHIL-110,Behavioral and Cognitive Neuroscience,14,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
PHIL-110,Cell and Molecular Neuroscience,8,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PHIL-110,Environmental and Public Health,4,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
PHIL-110,Exercise Science,38,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
PHIL-110,Health Promotion,15,D,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | D
PHIL-110,Microbiology and Infectious Disease,10,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
PHIL-110,Neuroscience,1,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
PHIL-110,Other,9,B,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B
PHIL-120,Anatomy and Physiology,4,B,Junior,Fall,Junior (Fall),Junior (Fall) | B
PHIL-120,Behavioral and Cognitive Neuroscience,2,C,Freshman,Fall,Freshman (Fall),Freshman (Fall) | C
PHIL-120,Cell and Molecular Neuroscience,1,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
PHIL-120,Environmental and Public Health,1,W,Freshman,Fall,Freshman (Fall),Freshman (Fall) | W
PHIL-120,Exercise Science,3,B,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B
PHIL-120,Microbiology and Infectious Disease,1,B,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | B
PHIL-120,Neuroscience,1,B+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B+
PHIL-120,Other,1,C,Freshman,Fall,Freshman (Fall),Freshman (Fall) | C
PHIL-170,Anatomy and Physiology,11,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
PHIL-170,Behavioral and Cognitive Neuroscience,2,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
PHIL-170,Cell and Molecular Neuroscience,1,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
PHIL-170,Environmental and Public Health,1,D,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | D
PHIL-170,Exercise Science,8,B,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | B
PHIL-170,Health Promotion,5,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
PHIL-170,Microbiology and Infectious Disease,2,B,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B
PHIL-170,Neuroscience,2,B-,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B-
PHIL-171,Behavioral and Cognitive Neuroscience,1,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
PHIL-171,Exercise Science,1,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
PHIL-171,Microbiology and Infectious Disease,1,B,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | B
PHIL-171,Neuroscience,1,B,Junior,Fall,Junior (Fall),Junior (Fall) | B
PHIL-171,Other,1,B,Junior,Fall,Junior (Fall),Junior (Fall) | B
PHIL-172,Anatomy and Physiology,2,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
PHIL-172,Behavioral and Cognitive Neuroscience,1,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
PHIL-172,Cell and Molecular Neuroscience,1,A+,Senior,Spring,Senior (Spring),Senior (Spring) | A+
PHIL-172,Exercise Science,4,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
PHIL-172,Health Promotion,1,B-,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | B-
PHIL-172,Microbiology and Infectious Disease,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PHIL-174,Behavioral and Cognitive Neuroscience,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PHIL-174,Environmental and Public Health,1,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
PHIL-174,Exercise Science,2,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
PHIL-174,Health Promotion,1,B+,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | B+
PHIL-201,Health Promotion,1,D,Junior,Spring,Junior (Spring),Junior (Spring) | D
PHIL-205,Exercise Science,1,A-,Junior,Fall,Junior (Fall),Junior (Fall) | A-
PHIL-210,Anatomy and Physiology,1,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
PHIL-210,Environmental and Public Health,1,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
PHIL-300,Anatomy and Physiology,1,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
PHIL-300,Cell and Molecular Neuroscience,1,B+,Junior,Fall,Junior (Fall),Junior (Fall) | B+
PHIL-300,Environmental and Public Health,1,A-,Senior,Fall,Senior (Fall),Senior (Fall) | A-
PHIL-301,Cell and Molecular Neuroscience,1,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
PHIL-301,Environmental and Public Health,1,A+,Junior,Spring,Junior (Spring),Junior (Spring) | A+
PHIL-303,Environmental and Public Health,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
PHIL-322,Environmental and Public Health,1,A,Senior,Summer,Senior (Summer),Senior (Summer) | A
PHIL-325,Environmental and Public Health,1,A-,Senior,Spring,Senior (Spring),Senior (Spring) | A-
PHIL-326,Environmental and Public Health,1,A-,Senior,Fall,Senior (Fall),Senior (Fall) | A-
PHIL-345,Environmental and Public Health,1,A,Senior,Summer,Senior (Summer),Senior (Summer) | A
PHIL-345,Exercise Science,1,A-,Senior,Fall,Senior (Fall),Senior (Fall) | A-
PHIL-354,Environmental and Public Health,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
PHIL-360,Exercise Science,1,A+,Junior,Spring,Junior (Spring),Junior (Spring) | A+
PHIL-411,Cell and Molecular Neuroscience,1,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
PHIL-425,Cell and Molecular Neuroscience,1,A+,Junior,Spring,Junior (Spring),Junior (Spring) | A+
PHIL-425,Environmental and Public Health,1,A-,Senior,Spring,Senior (Spring),Senior (Spring) | A-
PHIL-438,Cell and Molecular Neuroscience,1,A-,Junior,Fall,Junior (Fall),Junior (Fall) | A-
PHIL-447,Cell and Molecular Neuroscience,1,B,Junior,Spring,Junior (Spring),Junior (Spring) | B
PHIL-525,Environmental and Public Health,1,B+,Senior,Spring,Senior (Spring),Senior (Spring) | B+
PLUG-100,Anatomy and Physiology,13,NG,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | NG
PLUG-100,Behavioral and Cognitive Neuroscience,3,NG,Senior,Spring,Senior (Spring),Senior (Spring) | NG
PLUG-100,Cell and Molecular Neuroscience,3,NG,Senior,Spring,Senior (Spring),Senior (Spring) | NG
PLUG-100,Environmental and Public Health,1,NG,Junior,Spring,Junior (Spring),Junior (Spring) | NG
PLUG-100,Exercise Science,14,NG,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | NG
PLUG-100,Health Promotion,19,NG,Junior,Fall,Junior (Fall),Junior (Fall) | NG
PLUG-100,Microbiology and Infectious Disease,8,NG,Freshman,Fall,Freshman (Fall),Freshman (Fall) | NG
PLUG-100,Neuroscience,3,NG,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | NG
PLUG-100,Other,3,NG,Junior,Spring,Junior (Spring),Junior (Spring) | NG
POLS-101,Anatomy and Physiology,3,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
POLS-101,Behavioral and Cognitive Neuroscience,1,W,Freshman,Spring,Freshman (Spring),Freshman (Spring) | W
POLS-101,Exercise Science,7,B-,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B-
POLS-101,Health Promotion,1,A,Freshman,Spring,Freshman (Spring),Freshman (Spring) | A
POLS-101,Other,2,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
POLS-103,Anatomy and Physiology,1,A-,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A-
POLS-103,Cell and Molecular Neuroscience,1,B+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B+
POLS-103,Exercise Science,1,A+,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A+
POLS-103,Other,1,B+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | B+
POLS-131,Anatomy and Physiology,28,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
POLS-131,Behavioral and Cognitive Neuroscience,7,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
POLS-131,Cell and Molecular Neuroscience,1,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
POLS-131,Environmental and Public Health,2,B,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B
POLS-131,Exercise Science,38,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
POLS-131,Health Promotion,27,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
POLS-131,Microbiology and Infectious Disease,9,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
POLS-131,Neuroscience,1,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
POLS-131,Other,6,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
POLS-160,Exercise Science,2,A-,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A-
POLS-232,Anatomy and Physiology,10,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
POLS-232,Behavioral and Cognitive Neuroscience,3,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
POLS-232,Cell and Molecular Neuroscience,2,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
POLS-232,Exercise Science,10,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
POLS-232,Health Promotion,4,D,Junior,Spring,Junior (Spring),Junior (Spring) | D
POLS-232,Microbiology and Infectious Disease,2,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
POLS-232,Other,1,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
POLS-241,Anatomy and Physiology,4,A-,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A-
POLS-241,Cell and Molecular Neuroscience,3,A-,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A-
POLS-241,Environmental and Public Health,1,W,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | W
POLS-241,Exercise Science,6,A+,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A+
POLS-241,Health Promotion,6,C,Freshman,Fall,Freshman (Fall),Freshman (Fall) | C
POLS-241,Microbiology and Infectious Disease,2,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
POLS-241,Other,3,A+,Junior,Spring,Junior (Spring),Junior (Spring) | A+
POLS-302,Exercise Science,1,A-,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A-
PSY-100,Anatomy and Physiology,224,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
PSY-100,Behavioral and Cognitive Neuroscience,68,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
PSY-100,Cell and Molecular Neuroscience,31,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
PSY-100,Environmental and Public Health,13,C,Freshman,Spring,Freshman (Spring),Freshman (Spring) | C
PSY-100,Exercise Science,559,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
PSY-100,Health Promotion,230,B,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B
PSY-100,Microbiology and Infectious Disease,40,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
PSY-100,Neuroscience,18,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
PSY-100,Other,43,B,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B
PSY-121,Exercise Science,1,A+,Junior,Summer,Junior (Summer),Junior (Summer) | A+
PSY-152,Anatomy and Physiology,4,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
PSY-152,Cell and Molecular Neuroscience,2,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
PSY-152,Exercise Science,4,B,Junior,Spring,Junior (Spring),Junior (Spring) | B
PSY-152,Health Promotion,5,C,Freshman,Fall,Freshman (Fall),Freshman (Fall) | C
PSY-152,Microbiology and Infectious Disease,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PSY-152,Neuroscience,1,F,Freshman,Fall,Freshman (Fall),Freshman (Fall) | F
PSY-192,Behavioral and Cognitive Neuroscience,4,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
PSY-192,Cell and Molecular Neuroscience,2,B,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B
PSY-192,Exercise Science,9,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
PSY-192,Health Promotion,7,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
PSY-210,Behavioral and Cognitive Neuroscience,4,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
PSY-210,Cell and Molecular Neuroscience,3,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
PSY-210,Exercise Science,5,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
PSY-210,Health Promotion,2,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
PSY-210,Microbiology and Infectious Disease,1,A,Senior,Summer,Senior (Summer),Senior (Summer) | A
PSY-210,Other,1,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
PSY-250,Anatomy and Physiology,1,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
PSY-250,Behavioral and Cognitive Neuroscience,85,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
PSY-250,Cell and Molecular Neuroscience,7,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
PSY-250,Exercise Science,7,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
PSY-250,Health Promotion,4,B,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | B
PSY-250,Microbiology and Infectious Disease,2,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PSY-250,Neuroscience,6,B,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | B
PSY-250,Other,3,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
PSY-252,Anatomy and Physiology,11,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PSY-252,Behavioral and Cognitive Neuroscience,103,A,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A
PSY-252,Cell and Molecular Neuroscience,47,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
PSY-252,Exercise Science,27,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
PSY-252,Health Promotion,16,A,Junior,Summer,Junior (Summer),Junior (Summer) | A
PSY-252,Microbiology and Infectious Disease,2,A,Senior,Summer,Senior (Summer),Senior (Summer) | A
PSY-252,Neuroscience,6,B,Freshman,Fall,Freshman (Fall),Freshman (Fall) | B
PSY-252,Other,6,B,Sophomore,Summer,Sophomore (Summer),Sophomore (Summer) | B
PSY-260,Anatomy and Physiology,3,A,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | A
PSY-260,Exercise Science,9,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
PSY-260,Health Promotion,3,B,Junior,Spring,Junior (Spring),Junior (Spring) | B
PSY-292B,Cell and Molecular Neuroscience,1,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
PSY-292C,Behavioral and Cognitive Neuroscience,2,A,Freshman,Fall,Freshman (Fall),Freshman (Fall) | A
PSY-292C,Cell and Molecular Neuroscience,1,B,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | B
PSY-292C,Health Promotion,1,A,Freshman,Spring,Freshman (Spring),Freshman (Spring) | A
PSY-295,Behavioral and Cognitive Neuroscience,1,S,Junior,Fall,Junior (Fall),Junior (Fall) | S
PSY-300,Anatomy and Physiology,1,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
PSY-300,Behavioral and Cognitive Neuroscience,1,W,Senior,Spring,Senior (Spring),Senior (Spring) | W
PSY-300,Exercise Science,6,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
PSY-300,Health Promotion,3,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
PSY-305,Health Promotion,1,A,Junior,Summer,Junior (Summer),Junior (Summer) | A
PSY-315,Anatomy and Physiology,1,A,Junior,Summer,Junior (Summer),Junior (Summer) | A
PSY-315,Cell and Molecular Neuroscience,1,B+,Senior,Fall,Senior (Fall),Senior (Fall) | B+
PSY-315,Exercise Science,3,A,Senior,Summer,Senior (Summer),Senior (Summer) | A
PSY-316,Anatomy and Physiology,1,C+,Junior,Fall,Junior (Fall),Junior (Fall) | C+
PSY-316,Cell and Molecular Neuroscience,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
PSY-316,Exercise Science,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PSY-316,Health Promotion,2,A,Junior,Fall,Junior (Fall),Junior (Fall) | A
PSY-320,Anatomy and Physiology,14,A+,Senior,Summer,Senior (Summer),Senior (Summer) | A+
PSY-320,Behavioral and Cognitive Neuroscience,12,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PSY-320,Cell and Molecular Neuroscience,1,B+,Junior,Fall,Junior (Fall),Junior (Fall) | B+
PSY-320,Environmental and Public Health,1,A+,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | A+
PSY-320,Exercise Science,122,A+,Senior,Summer,Senior (Summer),Senior (Summer) | A+
PSY-320,Health Promotion,20,A+,Senior,Summer,Senior (Summer),Senior (Summer) | A+
PSY-320,Microbiology and Infectious Disease,1,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
PSY-320,Other,1,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
PSY-325,Anatomy and Physiology,2,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
PSY-325,Behavioral and Cognitive Neuroscience,2,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
PSY-325,Cell and Molecular Neuroscience,1,B,Senior,Spring,Senior (Spring),Senior (Spring) | B
PSY-325,Exercise Science,7,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
PSY-325,Neuroscience,1,A,Freshman,Summer,Freshman (Summer),Freshman (Summer) | A
PSY-327,Behavioral and Cognitive Neuroscience,1,A+,Senior,Summer,Senior (Summer),Senior (Summer) | A+
PSY-328,Anatomy and Physiology,2,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PSY-328,Behavioral and Cognitive Neuroscience,2,B,Senior,Fall,Senior (Fall),Senior (Fall) | B
PSY-328,Exercise Science,4,A,Junior,Spring,Junior (Spring),Junior (Spring) | A
PSY-328,Microbiology and Infectious Disease,1,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
PSY-340,Exercise Science,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PSY-345,Behavioral and Cognitive Neuroscience,1,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PSY-345,Health Promotion,2,A+,Junior,Fall,Junior (Fall),Junior (Fall) | A+
PSY-350,Behavioral and Cognitive Neuroscience,1,F,Sophomore,Fall,Sophomore (Fall),Sophomore (Fall) | F
PSY-350,Cell and Molecular Neuroscience,3,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PSY-350,Exercise Science,1,C,Senior,Summer,Senior (Summer),Senior (Summer) | C
PSY-352,Behavioral and Cognitive Neuroscience,18,A-,Senior,Fall,Senior (Fall),Senior (Fall) | A-
PSY-352,Cell and Molecular Neuroscience,2,B,Junior,Fall,Junior (Fall),Junior (Fall) | B
PSY-352,Exercise Science,1,C,Senior,Fall,Senior (Fall),Senior (Fall) | C
PSY-370,Behavioral and Cognitive Neuroscience,1,A,Senior,Summer,Senior (Summer),Senior (Summer) | A
PSY-384,Anatomy and Physiology,1,S,Junior,Fall,Junior (Fall),Junior (Fall) | S
PSY-384,Behavioral and Cognitive Neuroscience,2,S,Senior,Fall,Senior (Fall),Senior (Fall) | S
PSY-384,Cell and Molecular Neuroscience,3,S,Junior,Spring,Junior (Spring),Junior (Spring) | S
PSY-384,Exercise Science,3,S,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | S
PSY-384,Health Promotion,1,S,Sophomore,Spring,Sophomore (Spring),Sophomore (Spring) | S
PSY-384,Other,2,S,Junior,Fall,Junior (Fall),Junior (Fall) | S
PSY-437,Behavioral and Cognitive Neuroscience,1,B,Junior,Fall,Junior (Fall),Junior (Fall) | B
PSY-437,Health Promotion,1,C+,Junior,Fall,Junior (Fall),Junior (Fall) | C+
PSY-452,Behavioral and Cognitive Neuroscience,29,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PSY-452,Cell and Molecular Neuroscience,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
PSY-452,Other,1,A+,Senior,Spring,Senior (Spring),Senior (Spring) | A+
PSY-454,Behavioral and Cognitive Neuroscience,32,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PSY-454,Other,2,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
PSY-456,Behavioral and Cognitive Neuroscience,15,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
PSY-456,Exercise Science,1,B-,Senior,Fall,Senior (Fall),Senior (Fall) | B-
PSY-456,Other,1,A+,Senior,Fall,Senior (Fall),Senior (Fall) | A+
PSY-458,Behavioral and Cognitive Neuroscience,36,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PSY-458,Cell and Molecular Neuroscience,2,A,Senior,Fall,Senior (Fall),Senior (Fall) | A
PSY-458,Health Promotion,1,A,Senior,Summer,Senior (Summer),Senior (Summer) | A
PSY-458,Other,2,A-,Senior,Fall,Senior (Fall),Senior (Fall) | A-
PSY-459,Behavioral and Cognitive Neuroscience,1,B+,Senior,Spring,Senior (Spring),Senior (Spring) | B+
PSY-459,Other,1,B-,Senior,Fall,Senior (Fall),Senior (Fall) | B-
PSY-460,Cell and Molecular Neuroscience,1,A,Senior,Spring,Senior (Spring),Senior (Spring) | A
PSY-465,Behavioral and Cognitive Neuroscience,1,W,Junior,Fall,Junior (Fall),Junior (Fall) | W
PSY-465,Cell and Molecular Neuroscience,1,B+,Junior,Fall,Junior (Fall),Junior (Fall) | B+
PSY-492A,Cell and Molecular Neuroscience,1,A+,Senior,Spring,Senior (Spring),Senior (Spring) | A+
